"","new.ID","Latitude","Longitude","groups","nitrogen","sand","cec","soc","phh2o","silt"
"252","NEF_GloFung-its1_50_2021",17.581064,-96.401436,9,663,439,188,1033,54,271
"252.1","NEF_GloFung-its1_50_2021",17.581064,-96.401436,9,663,439,188,1033,54,271
"252.2","NEF_GloFung-its1_50_2021",17.581064,-96.401436,9,663,439,188,1033,54,271
"255","NEF_GloFung-its1_51_2021",17.588444,-96.399361,9,598,408,192,1087,51,285
"255.1","NEF_GloFung-its1_51_2021",17.588444,-96.399361,9,598,408,192,1087,51,285
"255.2","NEF_GloFung-its1_51_2021",17.588444,-96.399361,9,598,408,192,1087,51,285
"258","NEF_GloFung-its1_52_2021",17.583433,-96.3935,9,609,411,192,1098,52,276
"258.1","NEF_GloFung-its1_52_2021",17.583433,-96.3935,9,609,411,192,1098,52,276
"258.2","NEF_GloFung-its1_52_2021",17.583433,-96.3935,9,609,411,192,1098,52,276
"373","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.1","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.2","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.3","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.4","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.5","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.6","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.7","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.8","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.9","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.10","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.11","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.12","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.13","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.14","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.15","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.16","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.17","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.18","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.19","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.20","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.21","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.22","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.23","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.24","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.25","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.26","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.27","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.28","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.29","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.30","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"373.31","NEF_GloFung-its1_56_2021",4.8764,-52.2608,11,482,328,208,682,49,328
"405","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.1","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.2","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.3","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.4","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.5","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.6","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.7","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.8","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.9","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.10","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.11","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.12","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.13","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.14","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.15","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.16","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.17","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.18","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.19","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.20","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.21","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.22","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.23","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.24","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.25","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.26","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.27","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.28","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.29","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.30","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"405.31","NEF_GloFung-its1_57_2021",4.9116,-52.25897,11,0,0,0,0,0,0
"437","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.1","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.2","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.3","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.4","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.5","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.6","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.7","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.8","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.9","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.10","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.11","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.12","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.13","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.14","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.15","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.16","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.17","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.18","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.19","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.20","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.21","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.22","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.23","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.24","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.25","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.26","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.27","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.28","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.29","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.30","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"437.31","NEF_GloFung-its1_58_2021",4.56847,-52.17876,11,371,298,197,712,46,362
"469","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.1","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.2","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.3","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.4","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.5","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.6","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.7","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.8","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.9","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.10","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.11","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.12","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.13","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.14","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.15","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.16","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.17","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.18","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.19","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.20","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.21","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.22","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.23","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.24","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.25","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.26","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.27","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.28","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.29","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.30","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"469.31","NEF_GloFung-its1_59_2021",4.48035,-52.42752,11,417,356,172,628,46,303
"501","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.1","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.2","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.3","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.4","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.5","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.6","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.7","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.8","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.9","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.10","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.11","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.12","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.13","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.14","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.15","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.16","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.17","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.18","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.19","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.20","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.21","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.22","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.23","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.24","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.25","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.26","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.27","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.28","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.29","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.30","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"501.31","NEF_GloFung-its1_60_2021",4.93856,-52.28857,11,447,230,257,697,51,393
"533","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.1","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.2","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.3","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.4","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.5","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.6","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.7","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.8","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.9","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.10","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.11","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.12","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.13","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.14","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.15","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.16","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.17","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.18","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.19","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.20","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.21","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.22","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.23","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.24","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.25","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.26","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.27","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.28","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.29","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.30","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"533.31","NEF_GloFung-its1_61_2021",4.9497,-52.30546,11,0,0,0,0,0,0
"565","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.1","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.2","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.3","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.4","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.5","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.6","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.7","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.8","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.9","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.10","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.11","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.12","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.13","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.14","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.15","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.16","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.17","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.18","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.19","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.20","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.21","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.22","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.23","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.24","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.25","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.26","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.27","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.28","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.29","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.30","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"565.31","NEF_GloFung-its1_62_2021",4.55737,-52.20909,11,381,330,175,574,46,363
"597","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.1","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.2","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.3","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.4","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.5","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.6","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.7","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.8","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.9","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.10","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.11","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.12","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.13","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.14","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.15","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.16","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.17","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.18","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.19","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.20","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.21","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.22","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.23","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.24","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.25","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.26","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.27","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.28","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.29","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.30","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"597.31","NEF_GloFung-its1_63_2021",4.88418,-52.62919,12,401,346,171,649,46,333
"629","NEF_GloFung-its1_64_2022",8.7608,-82.2175,13,702,379,206,736,53,354
"630","NEF_GloFung-its1_65_2022",22.1989,-102.6003,14,261,478,263,333,61,265
"631","NEF_GloFung-its1_66_2022",-28.1872,-65.8789,15,183,421,184,215,65,331
"633","NEF_GloFung-its1_68_2022",4.5533,-52.2092,11,430,327,178,587,47,357
"634","NEF_GloFung-its1_69_2022",25.2464,-100.9128,17,431,322,218,562,72,280
"635","NEF_GloFung-its1_70_2022",-15.81,-48.8522,18,210,424,112,445,52,186
"636","NEF_GloFung-its1_71_2022",-13.6367,-47.4783,19,173,425,106,337,51,246
"637","NEF_GloFung-its1_72_2022",9.5958,-84.6139,20,432,322,212,381,55,275
"639","NEF_GloFung-its1_74_2022",4.5542,-52.21,11,430,327,178,587,47,357
"640","NEF_GloFung-its1_75_2022",-24.0653,-48.9878,22,305,468,175,379,55,238
"641","NEF_GloFung-its1_76_2022",19.2822,-99.3681,23,386,510,267,534,62,291
"642","NEF_GloFung-its1_77_2022",16.1581,-91.3106,24,453,378,227,435,59,264
"643","NEF_GloFung-its1_78_2022",15.7167,-96.4128,25,356,572,219,253,62,256
"644","NEF_GloFung-its1_79_2022",-18.1692,-63.5181,26,276,497,157,447,57,208
"645","NEF_GloFung-its1_80_2022",-17.5814,-66.3442,27,241,463,185,218,74,283
"646","NEF_GloFung-its1_81_2022",10.8483,-85.6081,28,428,450,191,557,63,259
"648","NEF_GloFung-its1_83_2022",22.5431,-83.705,30,480,245,240,561,59,311
"649","NEF_GloFung-its1_84_2022",-32.7689,-64.9406,31,246,456,187,271,67,386
"650","NEF_GloFung-its1_85_2022",20.0064,-75.6167,32,559,164,313,896,56,408
"651","NEF_GloFung-its1_86_2022",-0.5628,-72.1131,33,361,475,239,531,41,290
"652","NEF_GloFung-its1_87_2022",18.1447,-66.9667,34,931,186,297,1315,51,365
"653","NEF_GloFung-its1_88_2022",18.4044,-64.6603,35,607,288,292,727,57,390
"654","NEF_GloFung-its1_89_2022",15.375,-61.34,36,659,235,299,804,55,356
"655","NEF_GloFung-its1_90_2022",16.1856,-61.7447,36,721,295,274,863,60,261
"656","NEF_GloFung-its1_91_2022",-4.4769,-38.8819,37,127,720,153,163,57,141
"657","NEF_GloFung-its1_92_2022",-18.0997,-39.8911,38,363,465,159,438,52,220
"658","NEF_GloFung-its1_93_2022",-8.4558,-39.1928,39,133,568,225,107,66,235
"659","NEF_GloFung-its1_94_2022",-4.0086,-69.8975,40,362,441,186,388,42,306
"660","NEF_GloFung-its1_95_2022",-11.6647,-37.4833,41,253,390,162,375,54,283
"661","NEF_GloFung-its1_96_2022",-22.3978,-44.6706,42,611,384,225,651,51,282
"662","NEF_GloFung-its1_97_2022",-25.6911,-54.4308,43,325,197,197,867,53,337
"663","NEF_GloFung-its1_98_2022",-32.6047,-63.9519,31,135,345,170,178,65,455
"664","NEF_GloFung-its1_99_2022",19.5083,-105.0486,44,268,551,245,214,66,233
