"","new.ID","Latitude","Longitude","groups","nitrogen","sand","cec","soc","phh2o","silt"
"1246.1","NEF_GloFung-its1_483_2021",-3.99,-69.9,40,355,368,191,397,42,301
"1249.4","NEF_GloFung-its1_486_2021",-4,-69.9,40,339,443,199,420,42,272
"1249.5","NEF_GloFung-its1_486_2021",-4,-69.9,40,339,443,199,420,42,272
"1267.1","NEF_GloFung-its1_501_2021",-0.56,-72.11,33,377,460,238,566,41,284
"1266.1","NEF_GloFung-its1_500_2021",-0.63,-72.09,33,416,436,245,731,41,287
"1263.2","NEF_GloFung-its1_498_2021",-0.62,-72.4,33,393,534,228,675,43,265
"1263.3","NEF_GloFung-its1_498_2021",-0.62,-72.4,33,393,534,228,675,43,265
"1313","NEF_GloFung-its1_447_2020",-2.5708,-60.01995,110,230,453,145,319,41,225
"1314","NEF_GloFung-its1_526_2020",-4.32071666,-70.00263333,40,328,110,162,461,45,620
"1315","NEF_GloFung-its1_527_2020",-3.07933333,-60.77676667,110,248,266,134,307,42,410
"1316","NEF_GloFung-its1_528_2020",-1.73676666,-51.46168333,113,206,436,138,269,45,228
"1317","NEF_GloFung-its1_529_2020",-4.32608333,-70.00603333,40,319,145,156,442,45,585
"1318","NEF_GloFung-its1_530_2020",-4.42538333,-70.07126667,40,325,226,163,453,43,515
"1319","NEF_GloFung-its1_531_2020",-1.95511666,-61.44468333,112,249,316,160,460,42,302
"1320","NEF_GloFung-its1_532_2020",-4.42648333,-70.07526667,40,327,190,157,444,42,498
"1321","NEF_GloFung-its1_533_2020",-1.7403,-51.44491667,113,0,0,0,0,0,0
"1322","NEF_GloFung-its1_534_2020",-1.71751666,-51.45273333,113,290,407,160,300,45,229
"1323","NEF_GloFung-its1_535_2020",-1.78038333,-51.42853333,113,0,0,0,0,0,0
"1319.1","NEF_GloFung-its1_531_2020",-1.95511666,-61.44468333,112,249,316,160,460,42,302
"1325","NEF_GloFung-its1_536_2020",-1.74335,-51.3872,113,308,350,177,410,47,312
"1326","NEF_GloFung-its1_537_2020",-4.33586666,-70.01043333,40,315,138,166,591,43,611
"1327","NEF_GloFung-its1_538_2020",-2.55518333,-60.31978333,110,265,318,194,357,42,336
"1328","NEF_GloFung-its1_539_2020",-1.93945,-61.44631667,112,240,255,179,539,43,388
"1329","NEF_GloFung-its1_540_2020",-1.46143333,-61.46143333,112,236,244,141,368,40,389
"1327.1","NEF_GloFung-its1_538_2020",-2.55518333,-60.31978333,110,265,318,194,357,42,336
"1331","NEF_GloFung-its1_541_2020",-1.73941666,-51.45631667,113,229,441,141,276,44,240
"1332","NEF_GloFung-its1_542_2020",-3.08725,-60.84361667,110,263,371,128,267,41,270
"1333","NEF_GloFung-its1_543_2020",-1.926,-61.4529,112,0,0,0,0,0,0
"1325.1","NEF_GloFung-its1_536_2020",-1.74335,-51.3872,113,308,350,177,410,47,312
"1325.2","NEF_GloFung-its1_536_2020",-1.74335,-51.3872,113,308,350,177,410,47,312
"1321.1","NEF_GloFung-its1_533_2020",-1.7403,-51.44491667,113,0,0,0,0,0,0
"1337","NEF_GloFung-its1_544_2020",-4.34593333,-70.02085,40,318,126,169,731,43,617
"1338","NEF_GloFung-its1_545_2020",-1.7245,-51.45428333,113,211,411,143,284,44,207
"1339","NEF_GloFung-its1_546_2020",-1.96526666,-61.48538333,112,229,324,139,521,42,348
"1340","NEF_GloFung-its1_547_2020",-2.55621666,-60.32216667,110,251,248,198,378,43,442
"1339.1","NEF_GloFung-its1_546_2020",-1.96526666,-61.48538333,112,229,324,139,521,42,348
"1322.1","NEF_GloFung-its1_534_2020",-1.71751666,-51.45273333,113,290,407,160,300,45,229
"1320.1","NEF_GloFung-its1_532_2020",-4.42648333,-70.07526667,40,327,190,157,444,42,498
"1344","NEF_GloFung-its1_548_2020",-2.56315,-60.32613333,110,238,320,190,373,42,388
"1345","NEF_GloFung-its1_549_2020",-1.91293333,-61.46016667,112,0,0,0,0,0,0
"1316.1","NEF_GloFung-its1_528_2020",-1.73676666,-51.46168333,113,206,436,138,269,45,228
"1347","NEF_GloFung-its1_550_2020",-2.56035,-60.32283333,110,255,296,208,405,43,385
"1340.1","NEF_GloFung-its1_547_2020",-2.55621666,-60.32216667,110,251,248,198,378,43,442
"1333.1","NEF_GloFung-its1_543_2020",-1.926,-61.4529,112,0,0,0,0,0,0
"1325.3","NEF_GloFung-its1_536_2020",-1.74335,-51.3872,113,308,350,177,410,47,312
"1351","NEF_GloFung-its1_455_2020",-3.03988333,-60.76948333,110,248,330,137,318,42,349
"1326.1","NEF_GloFung-its1_537_2020",-4.33586666,-70.01043333,40,315,138,166,591,43,611
"1353","NEF_GloFung-its1_551_2020",-2.55666666,-60.32081667,110,251,248,198,378,43,442
"1325.4","NEF_GloFung-its1_536_2020",-1.74335,-51.3872,113,308,350,177,410,47,312
"1351.1","NEF_GloFung-its1_455_2020",-3.03988333,-60.76948333,110,248,330,137,318,42,349
"1313.1","NEF_GloFung-its1_447_2020",-2.5708,-60.01995,110,230,453,145,319,41,225
"1357","NEF_GloFung-its1_552_2020",-2.58758333,-60.03291667,110,255,440,170,297,41,218
"1358","NEF_GloFung-its1_553_2020",-2.566,-60.32075,110,225,307,201,338,43,394
"1325.5","NEF_GloFung-its1_536_2020",-1.74335,-51.3872,113,308,350,177,410,47,312
"1360","NEF_GloFung-its1_554_2020",-4.35276666,-70.02735,40,305,119,180,544,44,668
"1331.1","NEF_GloFung-its1_541_2020",-1.73941666,-51.45631667,113,229,441,141,276,44,240
"1362","NEF_GloFung-its1_555_2020",-1.73831666,-51.4586,113,230,443,139,263,45,245
"1337.1","NEF_GloFung-its1_544_2020",-4.34593333,-70.02085,40,318,126,169,731,43,617
"1328.1","NEF_GloFung-its1_539_2020",-1.93945,-61.44631667,112,240,255,179,539,43,388
"1365","NEF_GloFung-its1_556_2020",-4.32335,-70.00291667,40,307,132,153,448,45,601
"1366","NEF_GloFung-its1_557_2020",-4.42538333,-70.05903333,40,355,312,160,430,44,424
"1366.1","NEF_GloFung-its1_557_2020",-4.42538333,-70.05903333,40,355,312,160,430,44,424
"1329.1","NEF_GloFung-its1_540_2020",-1.46143333,-61.46143333,112,236,244,141,368,40,389
"1369","NEF_GloFung-its1_558_2020",-1.7747,-51.41778333,113,0,0,0,0,0,0
"1360.1","NEF_GloFung-its1_554_2020",-4.35276666,-70.02735,40,305,119,180,544,44,668
"1332.1","NEF_GloFung-its1_542_2020",-3.08725,-60.84361667,110,263,371,128,267,41,270
"1345.1","NEF_GloFung-its1_549_2020",-1.91293333,-61.46016667,112,0,0,0,0,0,0
"1347.1","NEF_GloFung-its1_550_2020",-2.56035,-60.32283333,110,255,296,208,405,43,385
"1353.1","NEF_GloFung-its1_551_2020",-2.55666666,-60.32081667,110,251,248,198,378,43,442
"1314.1","NEF_GloFung-its1_526_2020",-4.32071666,-70.00263333,40,328,110,162,461,45,620
"1362.1","NEF_GloFung-its1_555_2020",-1.73831666,-51.4586,113,230,443,139,263,45,245
"1344.1","NEF_GloFung-its1_548_2020",-2.56315,-60.32613333,110,238,320,190,373,42,388
"1323.1","NEF_GloFung-its1_535_2020",-1.78038333,-51.42853333,113,0,0,0,0,0,0
"1338.1","NEF_GloFung-its1_545_2020",-1.7245,-51.45428333,113,211,411,143,284,44,207
"1315.1","NEF_GloFung-its1_527_2020",-3.07933333,-60.77676667,110,248,266,134,307,42,410
"1317.1","NEF_GloFung-its1_529_2020",-4.32608333,-70.00603333,40,319,145,156,442,45,585
"1318.1","NEF_GloFung-its1_530_2020",-4.42538333,-70.07126667,40,325,226,163,453,43,515
"1357.1","NEF_GloFung-its1_552_2020",-2.58758333,-60.03291667,110,255,440,170,297,41,218
"1384","NEF_GloFung-its1_559_2020",-1.77133333,-51.41043333,113,0,0,0,0,0,0
"1384.1","NEF_GloFung-its1_559_2020",-1.77133333,-51.41043333,113,0,0,0,0,0,0
"1369.1","NEF_GloFung-its1_558_2020",-1.7747,-51.41778333,113,0,0,0,0,0,0
"1365.1","NEF_GloFung-its1_556_2020",-4.32335,-70.00291667,40,307,132,153,448,45,601
"1388","NEF_GloFung-its1_560_2020",-2.58156666,-60.03063333,110,219,427,161,312,41,198
"1405","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1406","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1407","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1408","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1409","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1409.1","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1408.1","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1412","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1413","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1405.1","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1405.2","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1416","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1416.1","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1409.2","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1416.2","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1420","NEF_GloFung-its1_571_2021",4.21005375,-52.12883125,11,332,346,194,715,44,293
"1407.1","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1409.3","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1423","NEF_GloFung-its1_572_2021",4.21021725,-52.1233245,11,281,340,187,640,45,297
"1405.3","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1409.4","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1413.1","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1409.5","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1428","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1413.2","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1405.4","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1409.6","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1432","NEF_GloFung-its1_574_2021",5.068781,-53.056027,12,522,319,234,757,46,365
"1433","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1434","NEF_GloFung-its1_576_2021",4.196059,-52.148993,11,338,326,231,670,46,323
"1428.1","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1408.2","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1412.1","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1407.2","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1409.7","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1440","NEF_GloFung-its1_577_2021",4.095999962,-52.68384998,11,472,306,169,588,46,339
"1441","NEF_GloFung-its1_578_2021",4.197243,-52.148993,11,339,335,192,705,46,345
"1433.1","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1409.8","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1444","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1409.9","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1408.3","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1412.2","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1413.3","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1416.3","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1405.5","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1412.3","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1407.3","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1412.4","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1407.4","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1455","NEF_GloFung-its1_580_2021",4.192065,-52.150066,11,299,333,196,643,46,315
"1444.1","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1444.2","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1412.5","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1413.4","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1432.1","NEF_GloFung-its1_574_2021",5.068781,-53.056027,12,522,319,234,757,46,365
"1412.6","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1416.4","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1409.10","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1412.7","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1465","NEF_GloFung-its1_581_2021",4.196503,-52.151028,11,336,333,223,646,47,323
"1466","NEF_GloFung-its1_582_2021",4.2054915,-52.136187,11,398,355,201,662,45,306
"1405.6","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1416.5","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1409.11","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1412.8","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1405.7","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1428.2","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1409.12","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1433.2","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1407.5","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1433.3","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1405.8","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1408.4","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1409.13","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1412.9","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1481","NEF_GloFung-its1_583_2021",4.196944,-52.128885,11,372,363,195,673,45,306
"1409.14","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1409.15","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1433.4","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1408.5","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1405.9","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1408.6","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1432.2","NEF_GloFung-its1_574_2021",5.068781,-53.056027,12,522,319,234,757,46,365
"1444.3","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1409.16","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1412.10","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1405.10","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1412.11","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1434.1","NEF_GloFung-its1_576_2021",4.196059,-52.148993,11,338,326,231,670,46,323
"1412.12","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1412.13","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1412.14","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1444.4","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1409.17","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1407.6","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1409.18","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1405.11","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1413.5","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1412.15","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1413.6","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1506","NEF_GloFung-its1_584_2021",4.19067,-52.146816,11,318,339,194,684,45,329
"1405.12","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1416.6","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1413.7","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1409.19","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1511","NEF_GloFung-its1_585_2021",4.208558667,-52.13127867,11,359,345,193,709,44,292
"1506.1","NEF_GloFung-its1_584_2021",4.19067,-52.146816,11,318,339,194,684,45,329
"1406.1","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1408.7","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1406.2","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1428.3","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1465.1","NEF_GloFung-its1_581_2021",4.196503,-52.151028,11,336,333,223,646,47,323
"1413.8","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1519","NEF_GloFung-its1_586_2021",4.18836,-52.141249,11,367,350,203,633,45,306
"1440.1","NEF_GloFung-its1_577_2021",4.095999962,-52.68384998,11,472,306,169,588,46,339
"1416.7","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1405.13","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1444.5","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1405.14","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1416.8","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1420.1","NEF_GloFung-its1_571_2021",4.21005375,-52.12883125,11,332,346,194,715,44,293
"1412.16","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1444.6","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1409.20","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1428.4","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1416.9","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1432.3","NEF_GloFung-its1_574_2021",5.068781,-53.056027,12,522,319,234,757,46,365
"1407.7","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1413.9","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1405.15","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1428.5","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1409.21","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1406.3","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1412.17","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1519.1","NEF_GloFung-its1_586_2021",4.18836,-52.141249,11,367,350,203,633,45,306
"1428.6","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1408.8","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1428.7","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1406.4","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1407.8","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1416.10","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1405.16","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1406.5","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1405.17","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1408.9","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1433.5","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1407.9","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1432.4","NEF_GloFung-its1_574_2021",5.068781,-53.056027,12,522,319,234,757,46,365
"1409.22","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1444.7","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1409.23","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1412.18","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1409.24","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1440.2","NEF_GloFung-its1_577_2021",4.095999962,-52.68384998,11,472,306,169,588,46,339
"1428.8","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1433.6","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1412.19","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1405.18","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1412.20","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1428.9","NEF_GloFung-its1_573_2021",5.04114,-53.100134,12,440,423,159,720,45,285
"1566","NEF_GloFung-its1_587_2021",4.189703,-52.144105,11,375,352,206,637,45,321
"1433.7","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1409.25","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1409.26","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1466.1","NEF_GloFung-its1_582_2021",4.2054915,-52.136187,11,398,355,201,662,45,306
"1408.10","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1412.21","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1440.3","NEF_GloFung-its1_577_2021",4.095999962,-52.68384998,11,472,306,169,588,46,339
"1433.8","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1405.19","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1406.6","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1519.2","NEF_GloFung-its1_586_2021",4.18836,-52.141249,11,367,350,203,633,45,306
"1412.22","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1566.1","NEF_GloFung-its1_587_2021",4.189703,-52.144105,11,375,352,206,637,45,321
"1408.11","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1444.8","NEF_GloFung-its1_579_2021",5.073928,-52.973993,12,355,415,172,672,45,274
"1412.23","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1405.20","NEF_GloFung-its1_563_2021",4.197168,-52.151563,11,336,333,223,646,47,323
"1406.7","NEF_GloFung-its1_564_2021",4.214539,-52.121489,11,343,350,207,660,46,337
"1407.10","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
"1412.24","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1412.25","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1416.11","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1413.10","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1408.12","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1412.26","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1409.27","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1416.12","NEF_GloFung-its1_570_2021",4.194585,-52.149037,11,338,326,231,670,46,323
"1465.2","NEF_GloFung-its1_581_2021",4.196503,-52.151028,11,336,333,223,646,47,323
"1412.27","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1412.28","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1413.11","NEF_GloFung-its1_569_2021",5.068006,-53.054934,12,522,319,234,757,46,365
"1409.28","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1433.9","NEF_GloFung-its1_575_2021",3.96630099,-51.89163601,11,401,336,179,688,45,290
"1409.29","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1423.1","NEF_GloFung-its1_572_2021",4.21021725,-52.1233245,11,281,340,187,640,45,297
"1409.30","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1409.31","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1481.1","NEF_GloFung-its1_583_2021",4.196944,-52.128885,11,372,363,195,673,45,306
"1408.13","NEF_GloFung-its1_566_2021",4.096155027,-52.683682,11,418,340,178,662,46,324
"1511.1","NEF_GloFung-its1_585_2021",4.208558667,-52.13127867,11,359,345,193,709,44,292
"1409.32","NEF_GloFung-its1_567_2021",4.19652,-52.152224,11,336,333,223,646,47,323
"1412.29","NEF_GloFung-its1_568_2021",5.065288,-52.997022,12,419,359,174,635,46,296
"1407.11","NEF_GloFung-its1_565_2021",5.06893,-53.056313,12,522,319,234,757,46,365
