PermanentID,location,morrone_biogeoregions_Region,morrone_biogeoregions_Dominio,morrone_biogeoregions_Provincias,climenv_holdridge_class,“”,morrone_biogeoregions_Provincias,ND,algal_parasite,animal-associated,animal_endosymbiont,animal_parasite,arbuscular_mycorrhizal,arthropod-associated,dung_saprotroph,ectomycorrhizal,epiphyte,ericoid_mycorrhizal,foliar_endophyte,lichen_parasite,lichenized,litter_saprotroph,moss_symbiont,mycoparasite,nectar/tap_saprotroph,plant_pathogen,pollen_saprotroph,protistan_parasite,root_endophyte,soil_saprotroph,sooty_mold,unspecified,unspecified_pathotroph,unspecified_saprotroph,unspecified_symbiotroph,wood_saprotroph,sample_type,Sum,Count,% ECM per sample,% ECM per sample_ok,, Hill_q0,  Hill_q1
GF05000077V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000077V,Imeri province,119,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,10,0,4,soil,147,8,2.040816327,2.040816327,,8,2.207079
GF05000078V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000078V,Imeri province,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,soil,31,3,0,0,,3,2.557234
GF05000079V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000079V,Imeri province,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,soil,45,4,0,0,,4,2.129713
GF05000080V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000080V,Imeri province,26,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,2,0,2,0,0,0,7,0,0,0,13,0,7,soil,65,9,0,0,,9,5.814582
GF05000081V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000081V,Imeri province,52,0,0,0,3,0,0,0,0,0,0,1,0,0,6,0,8,0,7,0,0,1,4,1,0,0,20,0,11,soil,114,11,0,0,,11,5.695444
GF05000082V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000082V,Imeri province,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,8,0,0,0,32,0,2,soil,57,7,0,0,,7,3.850382
GF05000083V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000083V,Imeri province,21,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,0,5,0,0,0,7,0,0,0,13,0,4,soil,59,8,0,0,,8,5.926973
GF05000084V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000084V,Imeri province,14,0,0,0,1,0,0,0,0,0,1,2,0,0,5,0,2,0,7,0,0,0,9,0,0,0,5,0,4,soil,50,10,0,0,,10,7.515114
GF05000085V,"Brazil,Jau",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF05000085V,Imeri province,19,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,10,0,0,0,8,0,0,0,4,0,5,soil,54,8,0,0,,8,6.002062
GF05000086V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000086V,Roraima province,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,soil,40,4,0,0,,4,2.058738
GF05000087V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000087V,Roraima province,27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,1,soil,58,5,0,0,,5,2.632683
GF05000088V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000088V,Roraima province,24,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,2,soil,43,5,0,0,,5,3.220915
GF05000089V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000089V,Roraima province,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,6,0,0,0,11,0,0,0,11,0,5,soil,72,8,0,0,,8,5.347049
GF05000090V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000090V,Roraima province,25,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,15,0,0,0,1,0,4,soil,55,8,0,0,,8,4.411246
GF05000091V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000091V,Roraima province,36,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,5,0,0,0,7,0,0,0,1,0,2,soil,59,9,0,0,,9,3.985811
GF05000092V,"Chile,Santiago",N/A,N/A,N/A,Steppe|Moist forest,GF05000092V,N/A,79,0,0,0,3,0,0,5,0,0,1,0,5,0,30,0,3,0,21,1,0,0,23,0,0,0,14,0,11,soil,196,12,0,0,,12,6.445639
GF05000093V,"Chile,Magallanes",N/A,N/A,N/A,Moist forest|Wet forest,GF05000093V,N/A,9,0,0,0,1,0,0,0,14,0,0,0,0,0,3,0,0,2,1,0,0,1,16,0,0,0,7,0,2,soil,56,10,25,25,,10,6.479804
GF05000094V,"Chile,Cabo de Hornos",N/A,N/A,N/A,Moist forest|Wet forest,GF05000094V,N/A,16,0,0,0,0,0,0,0,15,0,1,0,0,0,4,0,0,1,0,0,0,0,15,0,0,0,0,0,10,soil,62,7,24.19354839,24.19354839,,7,5.15753
GF05000095V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000095V,Roraima province,58,0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,3,0,4,0,0,1,1,0,0,0,9,0,1,soil,83,12,2.409638554,2.409638554,,12,3.387014
GF05000096V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000096V,Roraima province,54,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,1,10,0,0,1,7,0,0,0,30,0,3,soil,112,11,0,0,,11,4.47337
GF05000097V,"Brazil,Cuieras",Neotropical,Boreal Brazilian,Roraima province,Moist forest,GF05000097V,Roraima province,50,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,1,10,0,0,0,7,0,0,soil,74,8,2.702702703,2.702702703,,8,3.089799
GF05000206V,"Colombia,Playa Canavale",Neotropical,Pacific,Guajira province,,GF05000206V,Guajira province,51,0,0,0,3,0,0,0,14,0,4,0,0,0,2,0,2,0,5,0,0,0,5,0,0,0,8,0,4,soil,98,10,14.28571429,14.28571429,,10,5.22125
GF05000207V,"Colombia,Playa de Flamencos",Neotropical,Pacific,Guajira province,Very dry forest|Dry forest,GF05000207V,Guajira province,45,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,4,0,7,0,0,0,16,0,0,0,14,0,5,soil,102,8,0,0,,8,5.237679
GF05000208V,"Colombia,Baia de la Vela",Neotropical,Pacific,Guajira province,,GF05000208V,Guajira province,25,0,0,0,2,0,0,3,0,0,1,0,0,0,9,0,2,0,6,1,0,0,3,0,0,0,4,0,5,soil,61,11,0,0,,11,6.786294
GF05000209V,"Colombia,Marquetalia",Neotropical,Pacific,Guajira province,,GF05000209V,Guajira province,21,0,0,0,1,0,0,0,19,0,0,0,0,0,2,0,1,0,5,0,0,0,4,3,0,0,7,0,5,soil,68,10,27.94117647,27.94117647,,10,6.48297
GF05000210V,"Colombia,Perico Aquao",Neotropical,Pacific,Guajira province,Dry forest,GF05000210V,Guajira province,47,0,0,0,4,0,0,1,18,0,4,0,0,0,3,0,2,0,4,0,0,0,3,0,0,0,8,0,5,soil,99,11,18.18181818,18.18181818,,11,5.719082
GF05000211V,"Colombia,Boca don Diego",Neotropical,Pacific,Guajira province,,GF05000211V,Guajira province,45,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,2,1,5,1,0,0,2,1,0,0,6,0,4,soil,75,13,0,0,,13,4.908842
GF05000212V,"Colombia,Buritaca",Neotropical,Pacific,Guajira province,Very dry forest|Dry forest,GF05000212V,Guajira province,33,0,0,0,1,0,0,0,0,0,0,1,0,0,13,0,3,0,13,0,0,0,6,0,0,0,3,0,9,soil,82,9,0,0,,9,5.661349
GF05000213V,"Colombia,La Aquacateria",Neotropical,Pacific,Guajira province,Dry forest,GF05000213V,Guajira province,87,0,0,0,3,0,0,3,0,0,1,0,0,0,22,0,6,2,19,0,0,0,16,2,0,0,14,0,12,soil,187,12,0,0,,12,5.981902
GF05000264V,"USA,Arizona,Tuscon,Mt Lemmon",N/A,N/A,N/A,,GF05000264V,N/A,26,0,0,0,2,0,0,0,10,0,0,0,2,0,5,0,3,0,10,0,0,0,29,0,0,0,12,0,6,soil,105,10,9.523809524,9.523809524,,10,7.08359
GF05000265V,"USA,Arizona,Tuscon,Mt Lemmon",N/A,N/A,N/A,,GF05000265V,N/A,16,0,0,0,1,0,0,0,37,0,0,0,0,1,8,0,0,0,4,1,0,0,22,0,0,0,3,0,5,soil,98,10,37.75510204,37.75510204,,10,5.657645
GF05000266V,"USA,New Mexico,Silver City",N/A,N/A,N/A,,GF05000266V,N/A,19,0,0,0,0,0,0,0,35,0,0,0,1,0,9,0,2,0,7,0,0,0,23,0,0,0,8,0,7,soil,111,9,31.53153153,31.53153153,,9,6.352397
GF05000267V,"USA,New Mexico,Silver City",N/A,N/A,N/A,,GF05000267V,N/A,8,0,0,0,1,0,0,0,2,0,0,0,0,1,3,0,0,0,1,0,0,0,15,0,0,0,4,0,1,soil,36,9,5.555555556,5.555555556,,9,5.523295
GF05000268V,"USA,New Mexico,Silver City",N/A,N/A,N/A,,GF05000268V,N/A,34,0,0,0,2,0,0,1,11,0,0,2,0,0,10,0,1,0,12,0,0,0,13,1,0,0,7,0,1,soil,95,12,11.57894737,11.57894737,,12,6.919466
GF05000288V,"Cuba,Playa Bailen",Neotropical,Antillean,Cuban province,Dry forest,GF05000288V,Cuban province,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,soil,6,4,0,0,,4,3.779763
GF05000289V,"Cuba,Pinar del Rio",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000289V,Cuban province,51,0,0,0,1,0,0,0,28,0,0,0,0,0,12,0,1,1,3,0,0,1,19,0,0,0,1,0,9,soil,127,11,22.04724409,22.04724409,,11,5.331563
GF05000290V,"Cuba,Vinales",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000290V,Cuban province,28,0,0,0,0,0,0,2,4,0,0,1,0,0,10,0,1,0,8,0,0,0,3,0,0,0,2,0,4,soil,63,10,6.349206349,6.349206349,,10,5.813877
GF05000291V,"Cuba,La Palma",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000291V,Cuban province,79,0,0,1,2,0,0,0,23,0,4,0,0,0,9,0,4,0,1,0,0,0,40,1,0,0,11,0,7,soil,182,12,12.63736264,12.63736264,,12,5.492669
GF05000292V,"Cuba,Torsiente",Neotropical,Antillean,Cuban province,Dry forest,GF05000292V,Cuban province,41,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,1,1,7,0,0,0,1,0,0,0,4,0,6,soil,69,11,2.898550725,2.898550725,,11,4.452447
GF05000293V,"Cuba,Australia",Neotropical,Antillean,Cuban province,Dry forest,GF05000293V,Cuban province,34,0,0,0,1,0,0,1,12,0,1,0,1,0,2,0,1,2,4,0,0,0,3,0,0,0,1,0,1,soil,64,13,18.75,18.75,,13,5.145495
GF05000294V,"Cuba,Playa Larga",Neotropical,Antillean,Cuban province,,GF05000294V,Cuban province,22,0,0,0,0,0,0,0,21,0,0,0,0,0,2,0,0,0,8,0,0,0,2,1,0,0,4,0,0,soil,60,7,35,35,,7,4.390711
GF05000295V,"Cuba,Babiney",Neotropical,Antillean,Cuban province,Dry forest,GF05000295V,Cuban province,96,0,0,0,2,10,0,4,0,0,4,1,0,0,9,0,0,0,9,0,0,0,3,0,0,0,0,0,7,soil,145,10,0,0,,10,3.745467
GF05000296V,"Cuba,Rancho Querete",Neotropical,Antillean,Cuban province,Dry forest,GF05000296V,Cuban province,20,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,10,0,0,0,1,0,0,0,7,0,2,soil,46,9,0,0,,9,5.092072
GF05000297V,"Cuba,Punta Alegre",Neotropical,Antillean,Cuban province,Dry forest,GF05000297V,Cuban province,13,0,0,0,2,0,0,1,10,0,0,0,0,0,11,0,1,0,6,0,0,0,2,1,0,0,6,0,2,soil,55,11,18.18181818,18.18181818,,11,7.662177
GF05000298V,"Cuba,Playa Santa Lucia",Neotropical,Antillean,Cuban province,Dry forest,GF05000298V,Cuban province,13,0,0,0,2,0,0,0,25,0,0,0,0,0,4,0,0,0,1,0,0,0,4,1,0,0,1,0,0,soil,51,8,49.01960784,49.01960784,,8,4.286603
GF05000299V,"Cuba,Los Horneros",Neotropical,Antillean,Cuban province,Dry forest,GF05000299V,Cuban province,66,0,0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,0,5,0,0,0,18,0,0,0,3,0,1,soil,104,8,0.961538462,0.961538462,,8,3.274296
GF05000300V,"Cuba,Victorino",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000300V,Cuban province,57,0,0,0,0,2,0,5,0,0,0,1,0,0,9,0,1,0,8,0,0,0,8,0,0,0,4,0,9,soil,104,10,0,0,,10,4.875678
GF05000301V,"Cuba,Cantillo",Neotropical,Antillean,Cuban province,Dry forest,GF05000301V,Cuban province,48,0,0,0,3,0,0,0,1,0,1,0,0,0,11,0,0,0,3,0,0,0,11,1,0,0,2,0,3,soil,84,10,1.19047619,1.19047619,,10,4.290785
GF05000302V,"Cuba,Holguin airport",Neotropical,Antillean,Cuban province,Very dry forest|Dry forest,GF05000302V,Cuban province,35,0,0,0,8,0,0,0,2,0,0,0,0,0,5,0,1,0,10,0,0,0,10,0,0,0,4,0,8,soil,83,9,2.409638554,2.409638554,,9,5.950264
GF05000303V,"Cuba,Las Haticos",Neotropical,Antillean,Cuban province,Dry forest,GF05000303V,Cuban province,47,0,0,0,0,2,0,0,12,0,0,0,0,0,11,0,0,0,3,0,0,0,1,2,0,0,5,0,1,soil,84,9,14.28571429,14.28571429,,9,4.218703
GF05000304V,"Cuba,Gran Piedra",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000304V,Cuban province,33,0,0,0,1,0,0,0,25,0,4,0,0,0,6,0,1,2,2,0,0,0,3,0,0,0,2,0,3,soil,82,11,30.48780488,30.48780488,,11,5.410766
GF05000305V,"Cuba,Gran Piedra Botanical Garden",Neotropical,Antillean,Cuban province,Dry forest|Moist forest,GF05000305V,Cuban province,27,0,0,1,0,0,0,0,21,0,0,0,1,0,2,0,4,0,3,0,0,0,19,0,0,0,1,0,4,soil,83,10,25.30120482,25.30120482,,10,5.541925
GF05000306V,"Cuba,Antonio Maceo airport",Neotropical,Antillean,Cuban province,Dry forest,GF05000306V,Cuban province,17,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,2,0,1,soil,33,8,3.03030303,3.03030303,,8,4.403157
GF05000307V,"Cuba,Abel Santamaria",Neotropical,Antillean,Cuban province,Dry forest,GF05000307V,Cuban province,33,0,0,0,0,0,0,0,3,0,1,1,0,1,17,0,0,0,10,0,0,0,11,0,0,0,2,0,7,soil,86,10,3.488372093,3.488372093,,10,5.843494
GF05000395V,"USA,Texas,Double Bayou",N/A,N/A,N/A,Dry forest|Moist forest,GF05000395V,N/A,24,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,2,0,1,0,0,0,12,0,0,0,0,0,5,soil,61,7,22.95081967,22.95081967,,7,4.745967
GF05000396V,"USA,Texas,Mary Edna Park",N/A,N/A,N/A,Dry forest|Moist forest,GF05000396V,N/A,23,0,0,0,1,0,0,0,50,0,0,0,0,0,5,0,2,0,2,0,0,0,9,0,0,0,1,0,2,soil,95,9,52.63157895,52.63157895,,9,4.051773
GF05000397V,"USA,Louisiana,Deweyville",N/A,N/A,N/A,,GF05000397V,N/A,27,0,0,0,2,0,0,0,53,0,0,0,0,0,4,0,0,0,8,0,0,1,4,0,0,0,1,0,2,soil,102,9,51.96078431,51.96078431,,9,4.017042
GF05000398V,"USA,Louisiana,Stark",N/A,N/A,N/A,,GF05000398V,N/A,34,0,0,0,0,0,0,0,34,0,0,0,0,0,5,0,3,0,4,0,0,0,14,0,0,0,4,0,2,soil,100,8,34,34,,8,4.950954
GF05000399V,"USA,Texas,Evadale",N/A,N/A,N/A,,GF05000399V,N/A,27,0,0,0,1,0,0,0,60,0,0,0,0,0,6,0,2,0,4,0,0,1,9,0,0,0,0,0,1,soil,111,9,54.05405405,54.05405405,,9,3.885416
GF05000400V,"USA,Texas,Big Thicket",N/A,N/A,N/A,,GF05000400V,N/A,29,0,0,0,0,0,0,0,44,0,0,0,0,0,6,0,3,0,2,1,0,0,19,0,0,0,1,0,5,soil,110,9,40,40,,9,4.840532
GF05000401V,"USA,Texas,Saratoga",N/A,N/A,N/A,,GF05000401V,N/A,27,0,0,0,0,0,0,0,49,0,0,0,0,0,6,0,2,0,2,0,0,0,14,0,0,0,0,0,1,soil,101,7,48.51485149,48.51485149,,7,3.842956
GF05000402V,"Puerto Rico,Vacia Talega",Neotropical,Antillean,Puerto Rico province,,GF05000402V,Puerto Rico province,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,1,soil,25,7,56,56,,7,4.08897
GF05000403V,"Puerto Rico,Luquillo",Neotropical,Antillean,Puerto Rico province,Moist forest,GF05000403V,Puerto Rico province,40,0,0,0,1,1,0,1,0,0,1,2,0,0,9,0,2,0,8,1,0,0,10,2,0,0,2,0,5,soil,85,14,0,0,,14,6.344231
GF05000404V,"Puerto Rico,Los Pinos",Neotropical,Antillean,Puerto Rico province,Dry forest|Moist forest,GF05000404V,Puerto Rico province,183,0,0,0,6,2,0,0,4,0,6,3,0,0,27,0,7,1,23,0,0,0,46,1,0,0,4,0,39,soil,352,14,1.136363636,1.136363636,,14,5.190245
GF05000405V,"Puerto Rico,Toro Negro",Neotropical,Antillean,Puerto Rico province,Dry forest|Moist forest,GF05000405V,Puerto Rico province,12,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,1,0,1,soil,28,7,14.28571429,14.28571429,,7,4.633045
GF05000406V,"Puerto Rico,Playa Santa",Neotropical,Antillean,Puerto Rico province,Very dry forest|Dry forest,GF05000406V,Puerto Rico province,31,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,2,0,0,0,4,0,0,0,3,0,3,soil,63,7,22.22222222,22.22222222,,7,4.40016
GF05000407V,"Puerto Rico,Maricao",Neotropical,Antillean,Puerto Rico province,Moist forest,GF05000407V,Puerto Rico province,72,0,0,0,0,0,0,1,9,0,0,0,0,0,11,0,1,0,3,0,0,1,15,0,0,0,1,0,1,soil,115,10,7.826086957,7.826086957,,10,3.611645
GF05000408V,"British Virgin Islands,West End",Neotropical,Antillean,Puerto Rico province,,GF05000408V,Puerto Rico province,23,0,0,0,0,0,0,0,5,0,0,1,0,0,9,0,2,0,9,0,0,0,7,0,0,0,3,0,6,soil,65,9,7.692307692,7.692307692,,9,6.590664
GF05000409V,"British Virgin Islands,Mt. Sage",Neotropical,Antillean,Puerto Rico province,Dry forest,GF05000409V,Puerto Rico province,81,0,0,0,2,0,0,2,6,0,1,0,0,0,14,0,2,0,10,0,0,1,27,0,0,0,4,0,5,soil,155,12,3.870967742,3.870967742,,12,4.963219
GF05000410V,"British Virgin Islands,Beef Island",Neotropical,Antillean,Puerto Rico province,Dry forest,GF05000410V,Puerto Rico province,11,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,3,0,3,soil,41,7,34.14634146,34.14634146,,7,5.166935
GF05000411V,"Dominica,Cabrits NP",Neotropical,Antillean,Lesser Antilles province,,GF05000411V,Lesser Antilles province,47,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,1,0,5,0,0,0,9,2,0,0,1,0,1,soil,74,9,8.108108108,8.108108108,,9,3.669223
GF05000412V,"Dominica,Lake Boeri",Neotropical,Antillean,Lesser Antilles province,Dry forest|Moist forest,GF05000412V,Lesser Antilles province,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,9,0,0,0,1,0,0,soil,34,8,0,0,,8,4.54184
GF05000413V,"Dominica,Bellevue Chopin",Neotropical,Antillean,Lesser Antilles province,Dry forest|Moist forest,GF05000413V,Lesser Antilles province,50,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,1,0,1,0,0,0,12,0,0,0,1,0,2,soil,75,9,5.333333333,5.333333333,,9,3.239839
GF05000414V,"Dominica,Pont Casse",Neotropical,Antillean,Lesser Antilles province,Dry forest|Moist forest,GF05000414V,Lesser Antilles province,224,0,0,0,1,1,0,0,5,0,4,2,0,0,36,0,2,0,18,2,0,0,27,0,0,0,9,0,21,soil,352,13,1.420454545,1.420454545,,13,3.913802
GF05000415V,"Dominica,Kalinago Barana Aute",Neotropical,Antillean,Lesser Antilles province,Moist forest,GF05000415V,Lesser Antilles province,38,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,2,0,4,0,0,0,6,1,0,0,2,0,2,soil,73,9,23.28767123,23.28767123,,9,4.292768
GF05000416V,"Guadeloupe,Deshaies",Neotropical,Antillean,Lesser Antilles province,Dry forest,GF05000416V,Lesser Antilles province,19,0,0,0,1,0,0,1,10,0,0,0,0,0,6,0,0,0,7,0,0,0,4,1,0,0,0,0,4,soil,53,9,18.86792453,18.86792453,,9,6.117715
GF05000417V,"Guadeloupe,Morne Louis",Neotropical,Antillean,Lesser Antilles province,Dry forest|Moist forest,GF05000417V,Lesser Antilles province,71,0,0,0,1,0,0,0,4,0,0,1,0,0,9,0,2,3,16,0,0,1,14,0,0,0,1,0,4,soil,127,12,3.149606299,3.149606299,,12,4.669212
GF05000418V,"Guadeloupe,Chute du Carbet",Neotropical,Antillean,Lesser Antilles province,Dry forest|Moist forest,GF05000418V,Lesser Antilles province,10,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,7,0,0,0,0,0,0,soil,26,7,0,0,,7,5.131058
GF05000426V,"Brazil,Pacatuba",Neotropical,Chacoan,Caatinga province,Dry forest|Moist forest,GF05000426V,Caatinga province,35,0,0,0,3,0,0,1,0,0,0,1,0,0,14,0,1,0,12,0,0,0,5,0,0,0,23,0,12,soil,107,10,0,0,,10,6.216523
GF05000427V,"Brazil,Capistrano",Neotropical,Chacoan,Caatinga province,Dry forest,GF05000427V,Caatinga province,76,0,0,0,1,2,0,1,0,0,0,1,0,1,21,0,3,0,17,0,0,0,6,1,0,0,17,0,10,soil,157,13,0,0,,13,5.441691
GF05000428V,"Brazil,Capistrano",Neotropical,Chacoan,Caatinga province,Dry forest,GF05000428V,Caatinga province,50,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,2,0,15,0,0,0,9,1,0,0,8,0,4,soil,105,10,0,0,,10,5.152966
GF05000429V,"Brazil,Quixada",Neotropical,Chacoan,Caatinga province,Very dry forest|Dry forest,GF05000429V,Caatinga province,37,0,0,0,2,0,0,0,0,0,0,1,0,0,18,0,6,0,21,0,0,0,21,0,0,0,18,0,15,soil,139,9,0,0,,9,6.856726
GF05000430V,"Brazil,Solonopolis",Neotropical,Chacoan,Caatinga province,Very dry forest|Dry forest,GF05000430V,Caatinga province,94,0,0,0,0,4,0,2,0,0,2,0,0,0,18,0,4,0,30,0,0,1,23,0,0,0,10,0,4,soil,192,11,0,0,,11,5.12509
GF05000431V,"Brazil,Milagres",Neotropical,Chacoan,Caatinga province,Very dry forest|Dry forest,GF05000431V,Caatinga province,28,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,1,0,15,0,0,0,12,0,0,0,11,0,5,soil,81,9,0,0,,9,6.038316
GF05000432V,"Brazil,Salgueiro",Neotropical,Chacoan,Caatinga province,Very dry forest,GF05000432V,Caatinga province,27,0,0,0,1,3,0,1,0,0,0,0,0,0,9,0,1,0,12,0,0,0,19,0,0,0,7,0,3,soil,83,10,0,0,,10,6.244026
GF05000433V,"Brazil,Floresta",Neotropical,Chacoan,Caatinga province,Thorn woodland,GF05000433V,Caatinga province,52,0,0,0,1,1,0,3,0,0,0,1,0,0,9,0,1,0,26,0,0,0,25,1,0,0,8,0,9,soil,137,12,0,0,,12,5.931973
GF05000434V,"Brazil,Petrolandia",Neotropical,Chacoan,Caatinga province,Thorn woodland,GF05000434V,Caatinga province,88,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,2,0,15,0,0,0,24,0,0,0,10,0,10,soil,169,8,0,0,,8,4.655966
GF05000435V,"Brazil,Minuim",Neotropical,Chacoan,Caatinga province,Very dry forest,GF05000435V,Caatinga province,86,0,0,0,1,0,0,1,0,1,1,0,0,1,23,0,3,0,34,0,0,0,25,1,0,0,17,0,14,soil,208,13,0,0,,13,5.816974
GF05000436V,"Brazil,Sao Pedro",Neotropical,Chacoan,Caatinga province,Very dry forest|Dry forest,GF05000436V,Caatinga province,32,0,0,0,0,0,0,1,0,0,0,1,0,1,5,0,2,0,14,0,0,0,8,1,0,0,13,0,6,soil,84,11,0,0,,11,6.267696
GF05000437V,"Brazil,Areia Branca",Neotropical,Chacoan,Caatinga province,Dry forest|Moist forest,GF05000437V,Caatinga province,104,0,0,0,5,0,0,0,0,0,0,0,0,1,18,0,5,0,14,0,0,0,25,0,0,0,23,0,15,soil,210,9,0,0,,9,5.086867
GF05000438V,"Brazil,Sao Cristovao",Neotropical,Parana,Atlantic province,Dry forest|Moist forest,GF05000438V,Atlantic province,29,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,2,0,4,0,0,0,22,0,0,0,3,0,3,soil,76,8,3.947368421,3.947368421,,8,5.087541
GF05000439V,"Brazil,Aldeia",Neotropical,Parana,Atlantic province,Dry forest|Moist forest,GF05000439V,Atlantic province,76,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,31,0,0,0,9,0,4,soil,128,8,0.78125,0.78125,,8,3.281517
GF05000440V,"Brazil,Flecheira",Neotropical,Parana,Atlantic province,Dry forest,GF05000440V,Atlantic province,44,0,0,0,2,0,0,2,1,0,0,0,0,0,12,0,3,0,11,0,0,0,15,1,0,0,8,0,11,soil,110,11,0.909090909,0.909090909,,11,6.426728
GF05000441V,"Brazil,Lagoa Grande",Neotropical,Parana,Atlantic province,Dry forest,GF05000441V,Atlantic province,75,0,0,0,1,0,0,1,2,0,0,0,0,0,12,0,1,0,5,0,0,0,19,0,0,0,9,0,6,soil,131,10,1.526717557,1.526717557,,10,4.236091
GF05000442V,"Brazil,Lagoa Grande",Neotropical,Parana,Atlantic province,Dry forest,GF05000442V,Atlantic province,51,0,0,0,1,0,0,0,10,0,0,0,0,1,5,0,0,0,8,0,0,0,19,1,0,0,8,0,4,soil,108,10,9.259259259,9.259259259,,10,5.26094
GF05000443V,"Brazil,Aguilhada",Neotropical,Parana,Atlantic province,Dry forest,GF05000443V,Atlantic province,47,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,2,0,5,0,0,0,18,2,0,0,4,0,1,soil,94,9,10.63829787,10.63829787,,9,4.759231
GF05000444V,"Brazil,Sapucaia",Neotropical,Parana,Atlantic province,Dry forest,GF05000444V,Atlantic province,69,0,0,0,2,0,0,0,4,0,1,0,0,0,6,0,1,0,0,0,0,0,19,0,0,0,2,0,2,soil,106,9,3.773584906,3.773584906,,9,3.275697
