PermanentID,location,morrone_biogeoregions_Region,morrone_biogeoregions_Dominio,morrone_biogeoregions_Provincias,climenv_holdridge_class,“”,morrone_biogeoregions_Provincias,ND,algal_parasite,animal-associated,animal_endosymbiont,animal_parasite,arbuscular_mycorrhizal,arthropod-associated,dung_saprotroph,ectomycorrhizal,epiphyte,ericoid_mycorrhizal,foliar_endophyte,lichen_parasite,lichenized,litter_saprotroph,moss_symbiont,mycoparasite,nectar/tap_saprotroph,plant_pathogen,pollen_saprotroph,protistan_parasite,root_endophyte,soil_saprotroph,sooty_mold,unspecified,unspecified_pathotroph,unspecified_saprotroph,unspecified_symbiotroph,wood_saprotroph,sample_type,Sum,Count,% ECM per sample,% ECM per sample_ok,, Hill_q0,  Hill_q1
GF01013512S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013512S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013513S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013513S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013514S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013514S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013519S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013519S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013521S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013521S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013523S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013523S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013527S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013527S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013531S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013531S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013534S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013534S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013537S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013537S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013541S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013541S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013543S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013543S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013544S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013544S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013545S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013545S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013547S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013547S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013551S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013551S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013552S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013552S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013561S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013561S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013564S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013564S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013566S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013566S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013573S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013573S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013577S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013577S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013586S,"the Upper Potaro River Basin in the Pakaraima Mountains, Potaro-Siparuni, Guyana",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF01013586S,Guianan province,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,root,0,0,#DIV/0!,0,,0,1
GF01013904S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013904S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01013905S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013905S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01013906S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013906S,N/A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,3,3,0,0,,3,3
GF01013907S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013907S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01013908S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013908S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01013909S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013909S,N/A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,3,3,0,0,,3,3
GF01013910S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013910S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01013911S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013911S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01013912S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013912S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,soil,2,2,0,0,,2,2
GF01013913S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013913S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,2,2,0,0,,2,2
GF01013914S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013914S,N/A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,soil,4,3,0,0,,3,2.828427
GF01013915S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013915S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,soil,2,1,0,0,,1,1
GF01013916S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013916S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01013944S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013944S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01013945S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013945S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01013946S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013946S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,2,2,0,0,,2,2
GF01013955S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013955S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01013961S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013961S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01013962S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01013962S,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,2,2,0,0,,2,2
GF01014019S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014019S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014028S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014028S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014041S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014041S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014053S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014053S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014055S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014055S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014061S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014061S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014078S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014078S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,soil,3,3,0,0,,3,3
GF01014101S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014101S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014110S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014110S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014164S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014164S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014174S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014174S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,2,2,0,0,,2,2
GF01014206S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014206S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014212S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014212S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,2,2,0,0,,2,2
GF01014213S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014213S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014214S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014214S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014215S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014215S,N/A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,2,2,0,0,,2,2
GF01014216S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014216S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014222S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014222S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01014228S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014228S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014245S,"Austin Kerry, Memorial Forest, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014245S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,2,2,0,0,,2,2
GF01014269S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014269S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014276S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014276S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014290S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014290S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014307S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014307S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014340S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014340S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01014359S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014359S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014394S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014394S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014400S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014400S,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,3,3,0,0,,3,3
GF01014402S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014402S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014412S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014412S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,soil,1,1,0,0,,1,1
GF01014454S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014454S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01014458S,"Mark Elliot’s Property, Florida, USA",N/A,N/A,N/A,Dry forest|Moist forest,GF01014458S,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soil,0,0,#DIV/0!,0,,0,1
GF01014485S,"Mexico, Oaxaca, Santa Catarina Ixtepeji",Neotropical,,Sierra Madre del Sur province,Dry forest|Moist forest,GF01014485S,Sierra Madre del Sur province,26,0,0,0,1,0,0,0,16,0,0,0,0,0,1,0,2,0,1,0,0,0,36,0,0,0,2,0,1,soil,86,9,18.60465116,18.60465116,,9,4.142062
GF01014488S,"Argentina, Camino a Queni",N/A,N/A,N/A,Moist forest|Wet forest,GF01014488S,N/A,18,0,0,0,3,0,0,0,9,0,0,0,0,0,4,0,1,0,2,0,0,0,23,0,0,0,17,0,6,soil,83,9,10.84337349,10.84337349,,9,6.371569
GF01014489S,"Argentina, Lago La Plata, Rio Senguer",N/A,N/A,N/A,Moist forest|Wet forest,GF01014489S,N/A,13,0,0,0,2,0,0,0,27,0,0,0,0,0,4,0,0,0,2,0,0,0,22,0,0,0,1,0,2,soil,73,8,36.98630137,36.98630137,,8,4.712413
GF01014497S,"Argentina, Reserva Corazon de la Isla, Tolhuin",N/A,N/A,N/A,Steppe|Moist forest,GF01014497S,N/A,17,0,0,0,4,0,0,0,12,0,1,0,0,0,3,0,2,0,4,0,0,1,19,0,0,0,2,0,5,soil,70,11,17.14285714,17.14285714,,11,7.207737
GF01014506S,"Argentina, Tronador",N/A,N/A,N/A,Wet forest,GF01014506S,N/A,19,0,0,0,3,0,0,0,24,0,1,0,0,0,6,0,2,0,2,0,0,1,34,0,0,0,5,0,3,soil,100,11,24,24,,11,6.064252
GF01014516S,"Colombia, Intermedio, El Zafire",Neotropical,South Brazilian,Madeira province,Moist forest,GF01014516S,Madeira province,44,0,0,0,1,0,0,0,7,0,1,0,0,0,1,0,5,0,7,0,0,2,5,0,0,0,2,0,7,soil,82,11,8.536585366,8.536585366,,11,5.195281
GF01014522S,"Guyana, Pegaima",Neotropical,Boreal Brazilian,Guianan province,Moist forest,GF01014522S,Guianan province,47,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,3,0,0,0,0,1,13,0,0,0,1,0,6,soil,104,8,30.76923077,30.76923077,,8,3.984293
GF01014528S,"Colombia, Varillal, El Zafire",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF01014528S,Imeri province,13,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,9,0,0,0,2,0,1,soil,31,7,0,0,,7,4.593782
GF01014539S,"Argentina, Huemules, Esquel",N/A,N/A,N/A,Moist forest|Wet forest,GF01014539S,N/A,14,0,0,0,2,0,0,0,10,0,0,0,0,0,3,0,1,0,2,0,0,0,28,0,0,0,2,0,2,soil,64,9,15.625,15.625,,9,5.082636
GF01014541S,"Mexico, Aguascalientes, San Jose de Gracia",Neotropical,,Sierra Madre Occidental province,Very dry forest|Dry forest,GF01014541S,Sierra Madre Occidental province,8,0,0,0,1,0,0,0,55,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,3,0,0,soil,90,6,61.11111111,61.11111111,,6,2.926584
GF01014545S,"Colombia,  Murillo",Neotropical,South American Transition Zone,Paramo province,Moist forest|Wet forest,GF01014545S,Paramo province,14,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,10,0,0,0,2,0,3,soil,37,9,0,0,,9,5.760873
GF01014547S,"Argentina, Trompul",N/A,N/A,N/A,Moist forest|Wet forest,GF01014547S,N/A,12,0,0,0,3,0,0,2,11,0,0,0,0,0,5,0,1,0,2,0,0,0,17,0,0,0,7,0,2,soil,62,10,17.74193548,17.74193548,,10,7.200659
GF01014552S,"Chile, Patagonia Sur, Melimoyu",N/A,N/A,N/A,Wet forest,GF01014552S,N/A,50,0,0,0,0,0,0,1,26,0,0,0,0,0,9,0,0,2,4,1,0,1,30,0,0,0,0,0,5,soil,129,10,20.15503876,20.15503876,,10,5.085886
GF01014554S,"USA, FL, Austin Cary",N/A,N/A,N/A,Dry forest|Moist forest,GF01014554S,N/A,18,0,0,0,0,0,0,0,31,0,0,0,0,0,2,0,1,0,1,0,0,0,18,0,0,0,4,0,3,soil,78,8,39.74358974,39.74358974,,8,4.603339
GF01014556S,"Puerto Rico, El Yunque",Neotropical,Antillean,Puerto Rico province,Moist forest,GF01014556S,Puerto Rico province,34,0,0,0,1,0,0,1,3,0,2,0,0,0,12,0,1,0,3,0,0,1,19,1,0,0,2,0,5,soil,85,13,3.529411765,3.529411765,,13,6.161297
GF01014557S,"Colombia, Chino, El Zafire",Neotropical,South Brazilian,Rondonia province,Moist forest,GF01014557S,Rondonia province,36,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,3,0,7,0,0,2,4,0,0,0,4,0,4,soil,70,10,10,10,,10,5.43043
GF01014558S,"Colombia, Varillal, El Zafire",Neotropical,Boreal Brazilian,Imeri province,Moist forest,GF01014558S,Imeri province,12,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,6,0,0,0,16,0,1,soil,45,9,0,0,,9,5.665929
