plot_id;tokeep_NEF;alternative_plot_id;site_id;site_name;habitat;habitat_simple;project;seq_run;fg_soil_project;latitude;longitude;altitude;eDNA_sequence_data_available;phys_chem_data_available;phys_chem_patches_analyzed;clay;silt;sand;pH;TN;OC;CN;AP
BUG-1951;no;BUG_1951;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.886.871.815;-522.978.096;25;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1952;no;BUG_1952;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.881.875.038;-5.228.035.355;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1953;no;BUG_1953;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.901.346.207;-5.233.842.087;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1954;no;BUG_1954;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;48.898.139;-5.228.911.591;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1955;no;BUG_1955;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;488.536.787;-5.227.681.351;17;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1956;no;BUG_1956;URB_MAC;Macouria;Garden;Urban Area;BUG;BUG;yes;498.614.502;-5.248.555.756;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1957;no;BUG_1957;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.852.053.165;-5.232.746.506;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1958;no;BUG_1958;URB_MAC;Macouria;Garden;Urban Area;BUG;BUG;yes;4.927.866.936;-5.241.317.749;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1959;no;BUG_1959;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.793.253.899;-5.233.016.968;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1960;no;BUG_1960;URB_MAC;Macouria;Garden;Urban Area;BUG;BUG;yes;4.937.305.927;-5.240.470.123;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1961;no;BUG_1961;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.847.113.132;-5.232.322.311;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1962;no;BUG_1962;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1963;no;BUG_1963;URB_MAC;Macouria;Garden;Urban Area;BUG;BUG;yes;4.912.940.025;-5.237.386.322;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1964;no;BUG_1964;URB_MAC;Macouria;Garden;Urban Area;BUG;BUG;yes;5.005.065.918;-5.246.512.985;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1965;no;BUG_1965;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.829.897.881;-5.231.278.229;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1966;no;BUG_1966;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;488.229.084;-5.234.170.914;9;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1967;no;BUG_1967;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.868.515.015;-5.232.237.625;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1968;no;BUG_1968;URB_REM;Remire-Montjoly;Garden;Urban Area;BUG;BUG;yes;4.894.843.102;-5.231.006.241;6;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1969;no;BUG_1969;URB_SOU;Soula;Garden;Urban Area;BUG;BUG;yes;4.928.397.179;-524.054.985;12;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1970;no;BUG_1970;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;484.228.611;-5.232.261.276;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1971;no;BUG_1971;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.852.002.144;-5.232.995.987;10;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1972;no;BUG_1972;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1973;no;BUG_1973;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1974;no;BUG_1974;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1975;no;BUG_1975;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1976;no;BUG_1976;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1977;no;BUG_1977;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1978;no;BUG_1978;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1979;no;BUG_1979;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1980;no;BUG_1980;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1981;no;BUG_1981;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1982;no;BUG_1982;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1983;no;BUG_1983;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1984;no;BUG_1984;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1985;no;BUG_1985;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1986;no;BUG_1986;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1987;no;BUG_1987;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1988;no;BUG_1988;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1989;no;BUG_1989;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1990;no;BUG_1990;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1991;no;BUG_1991;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1992;no;BUG_1992;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1993;no;BUG_1993;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1994;no;BUG_1994;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1995;no;BUG_1995;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1996;no;BUG_1996;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1997;no;BUG_1997;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1998;no;BUG_1998;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-1999;no;BUG_1999;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2000;no;BUG_2000;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2001;no;BUG_2001;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2002;no;BUG_2002;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2003;no;BUG_2003;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2004;no;BUG_2004;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2005;no;BUG_2005;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2006;no;BUG_2006;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2007;no;BUG_2007;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2008;no;BUG_2008;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2009;no;BUG_2009;URB_ROU;Roura;Schoolyard;Urban Area;BUG;BUG;yes;4.732.138.157;-5.232.187.271;7;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2010;no;BUG_2010;URB_LOK;Loka;Urban green space;Urban Area;BUG;BUG;yes;3.826.650.018;-5.419.223.699;113;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2011;no;BUG_2011;URB_LOK;Loka;Urban green space;Urban Area;BUG;BUG;yes;3.824.739.028;-5.419.206.399;118;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2012;no;BUG_2012;URB_LOK;Loka;Urban green space;Urban Area;BUG;BUG;yes;3.824.695.023;-5.419.280.302;116;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2013;no;BUG_2013;URB_LOK;Loka;Urban green space;Urban Area;BUG;BUG;yes;3.824.645.989;-5.419.328.699;107;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2014;no;BUG_2014;URB_LOK;Loka;Urban green space;Urban Area;BUG;BUG;yes;3.821.391.966;-5.419.206.399;115;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2015;no;BUG_2015;URB_LOK;Loka;Urban green space;Urban Area;BUG;BUG;yes;3.827.918.032;-54.191.994;99;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2016;no;BUG_2016;URB_LOK;Loka;Urban green space;Urban Area;BUG;BUG;yes;3.828.880.023;-5.419.190.699;101;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2017;no;BUG_2017;URB_BON;Boniville;Urban green space;Urban Area;BUG;BUG;yes;3.833.839.009;-5.418.873.402;99;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2018;no;BUG_2018;URB_BON;Boniville;Urban green space;Urban Area;BUG;BUG;yes;3.836.084.018;-5.418.790.103;102;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2019;no;BUG_2019;URB_BON;Boniville;Urban green space;Urban Area;BUG;BUG;yes;3.835.813.031;-54.188.328;98;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2020;no;BUG_2020;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.812.837.983;-5.414.725.601;106;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2021;no;BUG_2021;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.806.278.976;-5.415.151.301;90;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2022;no;BUG_2022;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.807.233.004;-5.414.921.997;92;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2023;no;BUG_2023;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.807.079.028;-5.414.959.196;92;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2024;no;BUG_2024;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.808.875.019;-5.414.845.797;91;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2025;no;BUG_2025;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.808.787.009;-5.414.845.797;93;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2026;no;BUG_2026;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.808.611.995;-5.414.970.797;91;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2027;no;BUG_2027;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.808.692.964;-5.415.031.096;91;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2028;no;BUG_2028;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;380.824.998;-5.415.069.703;91;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2029;no;BUG_2029;URB_PAP;Papaichton;Urban green space;Urban Area;BUG;BUG;yes;3.807.233.004;-5.415.138.099;93;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2030;no;BUG_2030;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.386.540.003;-5.404.395.701;133;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2031;no;BUG_2031;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.384.748.036;-5.404.375.602;107;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2032;no;BUG_2032;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.383.988.971;-5.404.397.503;107;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2033;no;BUG_2033;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.381.494.014;-5.405.095.004;113;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2034;no;BUG_2034;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.381.616.976;-5.405.133.803;104;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2035;no;BUG_2035;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.381.182.961;-5.404.975.302;107;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2036;no;BUG_2036;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.380.986.992;-5.404.916.997;108;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2037;no;BUG_2037;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.382.723.974;-5.404.952.997;107;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2038;no;BUG_2038;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.382.692.039;-5.404.926.301;106;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2039;no;BUG_2039;URB_TAL;Taluen;Urban green space;Urban Area;BUG;BUG;yes;3.381.786.039;-54.049.808;109;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2040;no;BUG_2040;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;329.778.797;-5.406.969.398;105;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2041;no;BUG_2041;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.298.071.027;-5.407.035.397;110;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2042;no;BUG_2042;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.297.214.983;-5.407.109.301;112;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2043;no;BUG_2043;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.297.442.971;-5.407.128.797;112;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2044;no;BUG_2044;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.297.314.979;-5.407.072.697;112;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2045;no;BUG_2045;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.297.101.995;-5.407.050.904;111;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2046;no;BUG_2046;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.296.578.964;-5.407.259.303;113;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2047;no;BUG_2047;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.296.408.979;-54.073.623;117;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2048;no;BUG_2048;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.296.334.967;-5.407.156.499;117;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2049;no;BUG_2049;URB_ANT;Antecume Pata;Urban green space;Urban Area;BUG;BUG;yes;3.296.856.992;-5.407.182.399;117;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2050;no;BUG_2050;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.656.243.999;-5.403.618.297;125;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2051;no;BUG_2051;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.640.382.001;-5.402.846.801;107;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2052;no;BUG_2052;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.643.799.974;-5.403.120.998;109;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2053;no;BUG_2053;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;363.977.599;-5.403.006.703;104;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2054;no;BUG_2054;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.642.602.032;-5.402.843.901;90;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2055;no;BUG_2055;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.639.550.013;-5.403.465.897;102;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2056;no;BUG_2056;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.641.597.042;-5.403.483.197;106;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2057;no;BUG_2057;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.644.325.016;-5.403.557.301;111;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2058;no;BUG_2058;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.644.335.996;-5.403.477.598;110;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2059;no;BUG_2059;URB_MAR;Maripasoula;Urban green space;Urban Area;BUG;BUG;yes;3.640.946;-54.028.061;95;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2060;no;BUG_2060;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2061;no;BUG_2061;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;4.717.945.099;-5.227.912.903;8;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2062;no;BUG_2062;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.821.205.139;-5.234.392.548;7;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2063;no;BUG_2063;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2064;no;BUG_2064;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2065;no;BUG_2065;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;4.731.408.119;-5.232.135.391;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2066;no;BUG_2066;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;NA;NA;NA;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2067;no;BUG_2067;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;4.728.402.138;-523.196.106;43;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2068;no;BUG_2068;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.783.866.882;-523.457.489;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2069;no;BUG_2069;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;4.743.580.818;-5.232.673.264;2;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2070;no;BUG_2070;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;4.730.533.123;-5.232.701.111;19;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2071;no;BUG_2071;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;472.666.502;-5.232.645.416;17;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2072;no;BUG_2072;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;4.739.060.879;-52.320.961;5;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2073;no;BUG_2073;URB_MAT;Matoury;Garden;Urban Area;BUG;BUG;yes;4.767.408.848;-5.233.501.434;4;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2074;no;BUG_2074;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;4.672.403.812;-5.245.726.776;9;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2075;no;BUG_2075;URB_ROU;Roura;Garden;Urban Area;BUG;BUG;yes;493.120.718;-5.232.235.336;3;yes;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2076;no;BUG_2076;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2077;no;BUG_2077;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2078;no;BUG_2078;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2079;no;BUG_2079;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2080;no;BUG_2080;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2081;no;BUG_2081;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2082;no;BUG_2082;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2083;no;BUG_2083;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2084;no;BUG_2084;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2085;no;BUG_2085;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2086;no;BUG_2086;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
BUG-2087;no;BUG_2087;URB_MAR;Maripasoula;Schoolyard;Urban Area;BUG;BUG;yes;3.644.706.964;-5.403.621.292;106;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA
