plot_id,alternative_plot_id,site_id,site_name,habitat,habitat_simple,project,seq_run,fg_soil_project,latitude,longitude,altitude,eDNA_sequence_data_available,phys_chem_data_available,phys_chem_patches_analyzed,clay,silt,sand,pH,TN,OC,CN,AP  
BUG-1923,BUG_1923,URB_KOU,Kourou,Garden,Urban Area,BUG,BUG,yes,5.176200867,-52.65095901,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1924,BUG_1924,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1925,BUG_1925,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1926,BUG_1926,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1927,BUG_1927,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1928,BUG_1928,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1929,BUG_1929,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1930,BUG_1930,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1931,BUG_1931,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1932,BUG_1932,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1933,BUG_1933,URB_REM,Remire-Montjoly,Schoolyard,Urban Area,BUG,BUG,yes,4.894539356,-52.27867508,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1934,BUG_1934,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1935,BUG_1935,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1936,BUG_1936,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1937,BUG_1937,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1938,BUG_1938,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1939,BUG_1939,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.922488213,-52.30589676,40,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1940,BUG_1940,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.919957161,-52.31171036,17,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1941,BUG_1941,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.925817966,-52.31298447,11,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1942,BUG_1942,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.934177876,-52.31567764,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1943,BUG_1943,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.890284061,-52.28809357,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1944,BUG_1944,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.924928188,-52.30381775,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1945,BUG_1945,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.932113171,-52.2915802,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1946,BUG_1946,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.926309109,-52.30052185,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1947,BUG_1947,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.91623497,-52.29758835,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1948,BUG_1948,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1949,BUG_1949,URB_CAY,Cayenne,Garden,Urban Area,BUG,BUG,yes,4.923709869,-52.31443024,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1950,BUG_1950,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.764165878,-52.32535553,3,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1951,BUG_1951,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.886871815,-52.2978096,25,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1952,BUG_1952,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.881875038,-52.28035355,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1953,BUG_1953,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.901346207,-52.33842087,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1954,BUG_1954,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.8898139,-52.28911591,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1955,BUG_1955,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.88536787,-52.27681351,17,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1956,BUG_1956,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,4.98614502,-52.48555756,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1957,BUG_1957,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.852053165,-52.32746506,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1958,BUG_1958,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,4.927866936,-52.41317749,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1959,BUG_1959,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.793253899,-52.33016968,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1960,BUG_1960,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,4.937305927,-52.40470123,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1961,BUG_1961,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.847113132,-52.32322311,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1962,BUG_1962,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1963,BUG_1963,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,4.912940025,-52.37386322,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1964,BUG_1964,URB_MAC,Macouria,Garden,Urban Area,BUG,BUG,yes,5.005065918,-52.46512985,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1965,BUG_1965,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.829897881,-52.31278229,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1966,BUG_1966,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.88229084,-52.34170914,9,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1967,BUG_1967,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.868515015,-52.32237625,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1968,BUG_1968,URB_REM,Remire-Montjoly,Garden,Urban Area,BUG,BUG,yes,4.894843102,-52.31006241,6,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1969,BUG_1969,URB_SOU,Soula,Garden,Urban Area,BUG,BUG,yes,4.928397179,-52.4054985,12,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1970,BUG_1970,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.84228611,-52.32261276,4,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1971,BUG_1971,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.852002144,-52.32995987,10,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1972,BUG_1972,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1973,BUG_1973,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1974,BUG_1974,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1975,BUG_1975,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1976,BUG_1976,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1977,BUG_1977,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1978,BUG_1978,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1979,BUG_1979,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1980,BUG_1980,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1981,BUG_1981,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1982,BUG_1982,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1983,BUG_1983,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1984,BUG_1984,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1985,BUG_1985,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1986,BUG_1986,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1987,BUG_1987,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1988,BUG_1988,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1989,BUG_1989,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1990,BUG_1990,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1991,BUG_1991,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1992,BUG_1992,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1993,BUG_1993,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1994,BUG_1994,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1995,BUG_1995,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1996,BUG_1996,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1997,BUG_1997,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1998,BUG_1998,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-1999,BUG_1999,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2000,BUG_2000,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2001,BUG_2001,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2002,BUG_2002,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2003,BUG_2003,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2004,BUG_2004,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2005,BUG_2005,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2006,BUG_2006,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2007,BUG_2007,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2008,BUG_2008,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2009,BUG_2009,URB_ROU,Roura,Schoolyard,Urban Area,BUG,BUG,yes,4.732138157,-52.32187271,7,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2010,BUG_2010,URB_LOK,Loka,Urban green space,Urban Area,BUG,BUG,yes,3.826650018,-54.19223699,113,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2011,BUG_2011,URB_LOK,Loka,Urban green space,Urban Area,BUG,BUG,yes,3.824739028,-54.19206399,118,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2012,BUG_2012,URB_LOK,Loka,Urban green space,Urban Area,BUG,BUG,yes,3.824695023,-54.19280302,116,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2013,BUG_2013,URB_LOK,Loka,Urban green space,Urban Area,BUG,BUG,yes,3.824645989,-54.19328699,107,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2014,BUG_2014,URB_LOK,Loka,Urban green space,Urban Area,BUG,BUG,yes,3.821391966,-54.19206399,115,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2015,BUG_2015,URB_LOK,Loka,Urban green space,Urban Area,BUG,BUG,yes,3.827918032,-54.191994,99,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2016,BUG_2016,URB_LOK,Loka,Urban green space,Urban Area,BUG,BUG,yes,3.828880023,-54.19190699,101,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2017,BUG_2017,URB_BON,Boniville,Urban green space,Urban Area,BUG,BUG,yes,3.833839009,-54.18873402,99,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2018,BUG_2018,URB_BON,Boniville,Urban green space,Urban Area,BUG,BUG,yes,3.836084018,-54.18790103,102,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2019,BUG_2019,URB_BON,Boniville,Urban green space,Urban Area,BUG,BUG,yes,3.835813031,-54.188328,98,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2020,BUG_2020,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.812837983,-54.14725601,106,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2021,BUG_2021,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.806278976,-54.15151301,90,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2022,BUG_2022,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.807233004,-54.14921997,92,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2023,BUG_2023,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.807079028,-54.14959196,92,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2024,BUG_2024,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.808875019,-54.14845797,91,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2025,BUG_2025,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.808787009,-54.14845797,93,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2026,BUG_2026,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.808611995,-54.14970797,91,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2027,BUG_2027,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.808692964,-54.15031096,91,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2028,BUG_2028,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.80824998,-54.15069703,91,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2029,BUG_2029,URB_PAP,Papaichton,Urban green space,Urban Area,BUG,BUG,yes,3.807233004,-54.15138099,93,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2030,BUG_2030,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.386540003,-54.04395701,133,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2031,BUG_2031,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.384748036,-54.04375602,107,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2032,BUG_2032,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.383988971,-54.04397503,107,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2033,BUG_2033,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.381494014,-54.05095004,113,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2034,BUG_2034,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.381616976,-54.05133803,104,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2035,BUG_2035,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.381182961,-54.04975302,107,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2036,BUG_2036,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.380986992,-54.04916997,108,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2037,BUG_2037,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.382723974,-54.04952997,107,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2038,BUG_2038,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.382692039,-54.04926301,106,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2039,BUG_2039,URB_TAL,Taluen,Urban green space,Urban Area,BUG,BUG,yes,3.381786039,-54.049808,109,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2040,BUG_2040,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.29778797,-54.06969398,105,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2041,BUG_2041,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.298071027,-54.07035397,110,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2042,BUG_2042,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.297214983,-54.07109301,112,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2043,BUG_2043,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.297442971,-54.07128797,112,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2044,BUG_2044,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.297314979,-54.07072697,112,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2045,BUG_2045,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.297101995,-54.07050904,111,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2046,BUG_2046,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.296578964,-54.07259303,113,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2047,BUG_2047,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.296408979,-54.073623,117,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2048,BUG_2048,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.296334967,-54.07156499,117,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2049,BUG_2049,URB_ANT,Antecume Pata,Urban green space,Urban Area,BUG,BUG,yes,3.296856992,-54.07182399,117,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2050,BUG_2050,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.656243999,-54.03618297,125,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2051,BUG_2051,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.640382001,-54.02846801,107,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2052,BUG_2052,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.643799974,-54.03120998,109,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2053,BUG_2053,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.63977599,-54.03006703,104,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2054,BUG_2054,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.642602032,-54.02843901,90,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2055,BUG_2055,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.639550013,-54.03465897,102,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2056,BUG_2056,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.641597042,-54.03483197,106,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2057,BUG_2057,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.644325016,-54.03557301,111,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2058,BUG_2058,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.644335996,-54.03477598,110,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2059,BUG_2059,URB_MAR,Maripasoula,Urban green space,Urban Area,BUG,BUG,yes,3.640946,-54.028061,95,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2060,BUG_2060,URB_ROU,Roura,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2061,BUG_2061,URB_ROU,Roura,Garden,Urban Area,BUG,BUG,yes,4.717945099,-52.27912903,8,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2062,BUG_2062,URB_MAT,Matoury,Garden,Urban Area,BUG,BUG,yes,4.821205139,-52.34392548,7,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2063,BUG_2063,URB_ROU,Roura,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2064,BUG_2064,URB_ROU,Roura,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2065,BUG_2065,URB_ROU,Roura,Garden,Urban Area,BUG,BUG,yes,4.731408119,-52.32135391,5,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2066,BUG_2066,URB_ROU,Roura,Garden,Urban Area,BUG,BUG,yes,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUG-2067,BUG_2067,URB_ROU,Roura,Garden,Urban Area,BUG,BUG,yes,4.728402138,-52.3196106,43,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
