PermanentID,location,morrone_biogeoregions_Region,morrone_biogeoregions_Dominio,morrone_biogeoregions_Provincias,climenv_holdridge_class,“”,biogeoregions_Provincias,ND,algal_parasite,animal_endosymbiont,animal_parasite,arbuscular_mycorrhizal,arthropod-associated,dung_saprotroph,ectomycorrhizal,epiphyte,ericoid_mycorrhizal,foliar_endophyte,lichen_parasite,lichenized,litter_saprotroph,moss_symbiont,mycoparasite,nectar/tap_saprotroph,plant_pathogen,pollen_saprotroph,protistan_parasite,root_endophyte,soil_saprotroph,sooty_mold,unspecified,unspecified_pathotroph,unspecified_saprotroph,unspecified_symbiotroph,wood_saprotroph,sample_type,Sum,Count,% ECM per sample,% ECM per sample_OK,,, Hill_q0, Hill_q1,,,,,,,,,,,,,,,,,,,,
GF01018277S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018277S,Pacific Lowlands province,96,0,0,13,0,0,0,0,0,1,1,1,0,10,0,4,0,21,0,0,0,13,1,0,0,26,0,35,soil,222,12,0,0,,,12,5.869123,,,,,,,,,,,,,,,,,,,,
GF01018278S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018278S,Pacific Lowlands province,75,0,0,4,6,0,1,2,0,3,0,0,0,6,0,5,0,10,0,0,0,22,0,0,0,10,0,12,soil,156,12,1.282051282,1.282051282,,,12,6.030938,,,,,,,,,,,,,,,,,,,,
GF01018279S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018279S,Pacific Lowlands province,96,0,0,4,2,0,0,9,0,1,0,1,0,16,0,11,0,24,0,0,0,28,2,0,0,32,0,27,soil,253,13,3.557312253,3.557312253,,,13,7.032103,,,,,,,,,,,,,,,,,,,,
GF01018280S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018280S,Pacific Lowlands province,126,0,0,0,8,0,2,3,0,1,2,0,1,7,0,5,0,20,0,0,0,26,0,0,0,21,0,14,soil,236,13,1.271186441,1.271186441,,,13,5.224956,,,,,,,,,,,,,,,,,,,,
GF01018281S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018281S,Pacific Lowlands province,79,0,0,5,1,0,0,2,0,0,0,0,0,7,0,1,0,11,0,0,0,21,0,0,0,10,0,6,soil,143,10,1.398601399,1.398601399,,,10,4.57214,,,,,,,,,,,,,,,,,,,,
GF01018282S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018282S,Pacific Lowlands province,98,0,0,1,5,0,0,4,0,2,2,0,0,10,0,1,0,27,0,0,0,22,0,0,0,8,0,19,soil,199,12,2.010050251,2.010050251,,,12,5.386077,,,,,,,,,,,,,,,,,,,,
GF01018283S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018283S,Pacific Lowlands province,63,0,0,3,3,0,0,2,0,1,0,0,0,3,0,0,0,4,0,0,1,10,0,0,0,10,0,5,soil,105,11,1.904761905,1.904761905,,,11,4.448964,,,,,,,,,,,,,,,,,,,,
GF01018284S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018284S,Pacific Lowlands province,74,0,0,2,2,0,0,3,0,0,1,0,0,5,0,5,0,22,0,0,0,24,0,0,0,13,0,11,soil,162,11,1.851851852,1.851851852,,,11,5.615278,,,,,,,,,,,,,,,,,,,,
GF01018285S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018285S,Pacific Lowlands province,79,0,0,8,4,0,0,1,0,1,1,0,0,21,0,7,0,21,0,0,0,6,1,0,0,21,0,13,soil,184,13,0.543478261,0.543478261,,,13,6.438413,,,,,,,,,,,,,,,,,,,,
GF01018286S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018286S,Pacific Lowlands province,102,0,0,11,1,0,0,0,0,0,1,0,0,12,0,12,0,33,0,0,0,13,2,0,0,26,0,28,soil,241,11,0,0,,,11,6.103773,,,,,,,,,,,,,,,,,,,,
GF01018287S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018287S,Pacific Lowlands province,69,0,0,7,0,0,1,6,0,1,2,0,0,10,0,8,2,15,0,0,0,24,0,0,0,17,0,16,soil,178,13,3.370786517,3.370786517,,,13,7.3056,,,,,,,,,,,,,,,,,,,,
GF01018288S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018288S,Pacific Lowlands province,53,0,0,10,0,0,0,1,0,0,1,0,0,9,0,8,0,23,0,0,0,6,1,0,0,14,0,23,soil,149,11,0.67114094,0.67114094,,,11,6.7172,,,,,,,,,,,,,,,,,,,,
GF01018289S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018289S,Pacific Lowlands province,89,0,0,8,1,0,0,3,0,4,0,0,0,14,0,12,0,15,0,0,0,34,0,0,0,20,0,23,soil,223,11,1.34529148,1.34529148,,,11,6.620865,,,,,,,,,,,,,,,,,,,,
GF01018290S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018290S,Pacific Lowlands province,88,0,0,4,9,0,2,3,0,0,1,0,0,7,0,3,0,20,0,0,0,23,0,0,0,12,0,11,soil,183,12,1.639344262,1.639344262,,,12,5.879652,,,,,,,,,,,,,,,,,,,,
GF01018291S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018291S,Pacific Lowlands province,76,0,0,4,3,0,0,8,0,1,0,0,1,4,0,14,1,10,0,0,0,17,0,0,0,20,0,5,soil,164,13,4.87804878,4.87804878,,,13,6.233944,,,,,,,,,,,,,,,,,,,,
GF01018292S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018292S,Pacific Lowlands province,114,0,0,5,2,0,1,1,0,1,3,0,0,12,0,6,2,25,0,0,0,26,1,0,0,17,0,28,soil,244,15,0.409836066,0.409836066,,,15,6.070724,,,,,,,,,,,,,,,,,,,,
GF01018293S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018293S,Pacific Lowlands province,94,0,0,3,2,0,1,1,0,1,0,0,0,7,0,4,1,6,0,0,0,12,0,0,0,14,0,14,soil,160,13,0.625,0.625,,,13,4.671779,,,,,,,,,,,,,,,,,,,,
GF01018294S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018294S,Pacific Lowlands province,91,0,0,0,4,0,1,3,0,1,0,0,0,8,0,4,2,13,0,0,1,14,0,0,0,10,0,3,soil,155,13,1.935483871,1.935483871,,,13,4.77179,,,,,,,,,,,,,,,,,,,,
GF01018295S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018295S,Pacific Lowlands province,136,0,0,11,1,0,0,1,0,0,0,0,0,7,0,4,0,29,0,0,0,23,0,0,0,16,0,23,soil,251,10,0.398406375,0.398406375,,,10,4.672746,,,,,,,,,,,,,,,,,,,,
GF01018296S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018296S,Pacific Lowlands province,102,0,0,7,1,0,2,2,0,0,3,1,1,20,0,7,0,33,0,0,0,29,0,0,0,17,0,25,soil,250,14,0.8,0.8,,,14,6.651733,,,,,,,,,,,,,,,,,,,,
GF01018297S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018297S,Pacific Lowlands province,51,0,0,3,3,0,0,10,0,0,0,0,0,3,0,8,0,9,0,0,0,27,0,0,0,16,0,7,soil,137,10,7.299270073,7.299270073,,,10,6.53726,,,,,,,,,,,,,,,,,,,,
GF01018298S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018298S,Pacific Lowlands province,38,0,0,4,3,0,0,10,0,0,1,0,0,1,0,8,0,5,0,0,0,24,0,0,0,18,0,7,soil,119,11,8.403361345,8.403361345,,,11,7.026708,,,,,,,,,,,,,,,,,,,,
GF01018299S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018299S,Pacific Lowlands province,52,0,0,8,2,0,0,3,0,0,0,0,0,5,0,12,1,7,0,0,0,31,0,0,0,26,0,10,soil,157,11,1.910828025,1.910828025,,,11,6.817955,,,,,,,,,,,,,,,,,,,,
GF01018300S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018300S,Pacific Lowlands province,88,0,0,4,4,0,0,2,0,0,0,0,0,15,0,5,1,17,0,0,0,20,0,0,0,17,0,21,soil,194,11,1.030927835,1.030927835,,,11,5.970199,,,,,,,,,,,,,,,,,,,,
GF01018301S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018301S,Pacific Lowlands province,40,0,0,4,0,0,1,8,0,0,0,0,0,4,0,10,0,5,0,0,0,23,1,0,0,17,0,5,soil,118,11,6.779661017,6.779661017,,,11,6.91985,,,,,,,,,,,,,,,,,,,,
GF01018302S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018302S,Pacific Lowlands province,30,0,0,3,0,0,0,9,0,0,0,0,1,2,0,7,0,5,0,0,0,28,0,0,0,12,0,6,soil,103,10,8.737864078,8.737864078,,,10,6.662844,,,,,,,,,,,,,,,,,,,,
GF01018303S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018303S,Pacific Lowlands province,65,0,0,7,1,0,0,1,1,0,0,0,0,10,0,4,1,15,0,0,0,13,0,0,0,14,0,19,soil,151,12,0.662251656,0.662251656,,,12,6.270964,,,,,,,,,,,,,,,,,,,,
GF01018304S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018304S,Pacific Lowlands province,70,0,0,3,2,0,0,0,0,0,1,0,0,8,0,1,0,13,0,0,0,11,0,0,0,6,0,10,soil,125,10,0,0,,,10,4.621107,,,,,,,,,,,,,,,,,,,,
GF01018305S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018305S,Pacific Lowlands province,90,0,0,6,0,0,0,5,0,2,1,0,1,11,0,8,0,38,0,0,0,17,0,0,0,24,0,24,soil,227,12,2.202643172,2.202643172,,,12,6.48415,,,,,,,,,,,,,,,,,,,,
GF01018306S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018306S,Pacific Lowlands province,89,0,0,4,4,0,2,5,0,0,1,0,0,13,0,3,1,17,0,0,1,30,0,0,0,10,0,13,soil,193,14,2.590673575,2.590673575,,,14,6.210861,,,,,,,,,,,,,,,,,,,,
GF01018307S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018307S,Pacific Lowlands province,42,0,0,1,3,0,0,12,0,0,0,1,0,5,0,3,0,6,0,0,0,7,0,0,0,13,0,10,soil,103,11,11.65048544,11.65048544,,,11,6.653201,,,,,,,,,,,,,,,,,,,,
GF01018308S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018308S,Pacific Lowlands province,109,0,0,5,13,0,0,3,0,0,1,0,0,9,0,6,0,12,0,0,0,28,0,0,0,16,0,8,soil,210,11,1.428571429,1.428571429,,,11,5.350379,,,,,,,,,,,,,,,,,,,,
GF01018309S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018309S,Pacific Lowlands province,86,0,0,11,6,0,1,1,0,0,1,0,0,17,0,6,0,21,0,0,0,11,1,0,0,19,0,24,soil,205,13,0.487804878,0.487804878,,,13,6.688215,,,,,,,,,,,,,,,,,,,,
GF01018310S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018310S,Pacific Lowlands province,79,0,0,3,1,0,2,4,0,0,1,0,0,11,0,7,1,17,0,0,1,15,0,0,0,14,0,15,soil,171,14,2.339181287,2.339181287,,,14,6.401223,,,,,,,,,,,,,,,,,,,,
GF01018311S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018311S,Pacific Lowlands province,122,0,0,6,5,0,0,5,1,3,1,2,1,10,0,11,0,24,0,0,0,36,0,0,0,20,0,28,soil,275,15,1.818181818,1.818181818,,,15,6.60363,,,,,,,,,,,,,,,,,,,,
GF01018312S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018312S,Pacific Lowlands province,105,0,0,6,4,0,0,1,0,1,1,0,0,14,0,9,1,13,0,0,0,20,0,0,0,20,0,26,soil,221,13,0.452488688,0.452488688,,,13,5.931102,,,,,,,,,,,,,,,,,,,,
GF01018313S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018313S,Pacific Lowlands province,90,0,0,5,1,0,2,1,0,0,1,0,1,10,0,5,0,20,0,0,0,13,1,0,0,30,0,18,soil,198,14,0.505050505,0.505050505,,,14,5.984792,,,,,,,,,,,,,,,,,,,,
GF01018314S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018314S,Pacific Lowlands province,77,0,0,9,2,0,1,3,0,0,0,0,0,11,0,10,0,37,0,0,0,22,0,0,0,18,0,25,soil,215,11,1.395348837,1.395348837,,,11,6.803495,,,,,,,,,,,,,,,,,,,,
GF01018315S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018315S,Pacific Lowlands province,94,0,0,6,3,0,0,2,0,0,1,0,0,12,0,8,0,29,0,0,0,24,0,0,0,10,0,18,soil,207,11,0.966183575,0.966183575,,,11,5.858064,,,,,,,,,,,,,,,,,,,,
GF01018316S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018316S,Pacific Lowlands province,67,0,0,5,0,0,1,3,0,0,0,0,0,5,0,3,0,9,0,0,0,21,0,0,0,9,0,7,soil,130,10,2.307692308,2.307692308,,,10,5.079303,,,,,,,,,,,,,,,,,,,,
GF01018317S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018317S,Pacific Lowlands province,58,0,0,9,0,0,0,6,0,2,1,0,0,7,0,10,0,16,0,0,0,30,0,0,0,27,0,23,soil,189,11,3.174603175,3.174603175,,,11,7.433134,,,,,,,,,,,,,,,,,,,,
GF01018318S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018318S,Pacific Lowlands province,60,0,0,4,2,0,0,2,0,0,0,0,0,7,0,16,0,7,0,0,1,35,0,0,0,20,0,13,soil,167,11,1.19760479,1.19760479,,,11,6.454822,,,,,,,,,,,,,,,,,,,,
GF01018319S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018319S,Pacific Lowlands province,32,0,0,4,2,0,0,12,0,0,0,0,0,2,0,5,0,6,0,0,0,24,0,0,0,11,0,8,soil,106,10,11.32075472,11.32075472,,,10,7.061982,,,,,,,,,,,,,,,,,,,,
GF01018320S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018320S,Pacific Lowlands province,71,0,0,9,1,0,0,13,0,0,0,0,2,8,0,7,3,32,0,0,0,23,0,0,0,21,0,14,soil,204,12,6.37254902,6.37254902,,,12,7.472327,,,,,,,,,,,,,,,,,,,,
GF01018321S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018321S,Pacific Lowlands province,40,0,0,4,0,0,0,14,0,0,0,0,0,3,0,10,0,7,0,0,0,17,0,0,0,9,0,5,soil,109,9,12.8440367,12.8440367,,,9,6.581212,,,,,,,,,,,,,,,,,,,,
GF01018322S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018322S,Pacific Lowlands province,154,0,0,8,5,0,1,1,1,1,2,0,1,22,0,19,0,26,0,0,0,31,2,0,0,15,0,42,soil,331,16,0.302114804,0.302114804,,,16,6.213409,,,,,,,,,,,,,,,,,,,,
GF01018323S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018323S,Pacific Lowlands province,71,0,0,6,1,0,0,1,1,0,1,0,0,10,0,5,0,11,0,0,0,16,2,0,0,12,0,6,soil,143,13,0.699300699,0.699300699,,,13,5.846636,,,,,,,,,,,,,,,,,,,,
GF01018324S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018324S,Pacific Lowlands province,62,0,0,2,2,0,0,3,0,0,0,0,0,18,0,5,0,9,0,0,0,15,0,0,0,14,0,5,soil,135,10,2.222222222,2.222222222,,,10,5.693027,,,,,,,,,,,,,,,,,,,,
GF01018325S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018325S,Pacific Lowlands province,69,0,0,8,0,0,1,5,0,1,2,0,1,16,0,8,1,30,0,0,0,29,0,0,0,35,0,19,soil,225,14,2.222222222,2.222222222,,,14,7.702043,,,,,,,,,,,,,,,,,,,,
GF01018326S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018326S,Pacific Lowlands province,63,0,0,1,4,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,11,0,0,0,10,0,12,soil,118,9,0,0,,,9,4.90326,,,,,,,,,,,,,,,,,,,,
GF01018327S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018327S,Pacific Lowlands province,91,0,0,5,2,0,1,2,0,0,1,0,1,11,0,7,2,22,0,0,0,29,0,0,0,13,0,27,soil,214,14,0.934579439,0.934579439,,,14,6.411738,,,,,,,,,,,,,,,,,,,,
GF01018328S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018328S,Pacific Lowlands province,62,0,0,4,3,0,2,2,0,1,2,0,0,6,0,11,0,19,0,0,0,29,1,0,0,13,0,25,soil,180,14,1.111111111,1.111111111,,,14,7.443046,,,,,,,,,,,,,,,,,,,,
GF01018329S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018329S,Pacific Lowlands province,55,0,0,5,1,0,2,3,0,0,1,0,0,8,0,2,0,18,0,0,0,8,0,0,0,8,0,9,soil,120,12,2.5,2.5,,,12,6.165266,,,,,,,,,,,,,,,,,,,,
GF01018330S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018330S,Pacific Lowlands province,51,0,0,2,2,0,2,2,0,1,0,0,0,2,0,3,0,10,0,0,0,13,0,0,0,3,0,8,soil,99,12,2.02020202,2.02020202,,,12,5.449942,,,,,,,,,,,,,,,,,,,,
GF01018331S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018331S,Pacific Lowlands province,70,0,0,5,2,0,0,2,0,0,0,0,0,3,0,3,0,12,0,0,0,16,0,0,0,6,0,12,soil,131,10,1.526717557,1.526717557,,,10,4.933975,,,,,,,,,,,,,,,,,,,,
GF01018332S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018332S,Pacific Lowlands province,60,0,0,5,3,0,2,0,0,1,0,0,0,11,0,5,0,16,0,0,0,15,0,0,0,16,0,12,soil,146,11,0,0,,,11,6.605332,,,,,,,,,,,,,,,,,,,,
GF01018333S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018333S,Pacific Lowlands province,68,0,0,3,4,0,1,2,0,1,0,0,0,10,0,3,1,15,0,0,0,31,0,0,0,9,0,8,soil,156,13,1.282051282,1.282051282,,,13,6.050311,,,,,,,,,,,,,,,,,,,,
GF01018334S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018334S,Pacific Lowlands province,15,0,0,3,1,0,0,2,0,0,1,0,1,2,0,0,0,5,0,0,0,8,0,0,0,7,0,1,soil,46,11,4.347826087,4.347826087,,,11,7.249711,,,,,,,,,,,,,,,,,,,,
GF01018335S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018335S,Pacific Lowlands province,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,6,0,0,0,0,0,1,soil,15,6,0,0,,,6,4.614707,,,,,,,,,,,,,,,,,,,,
GF01018336S,Costa Rica,Neotropical,Mesoamerican,Pacific Lowlands province,Dry forest|Moist forest,GF01018336S,Pacific Lowlands province,55,0,0,3,8,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,6,0,0,0,5,0,1,soil,85,9,2.352941176,2.352941176,,,9,3.715405,,,,,,,,,,,,,,,,,,,,
GF03006825S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006825S,Guatuso-Talamanca province,137,0,0,2,1,0,0,0,0,0,0,0,0,6,0,7,2,11,1,0,0,38,0,0,0,3,0,6,soil,214,11,0,0,,,11,3.506453,,,,,,,,,,,,,,,,,,,,
GF03006826S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006826S,Guatuso-Talamanca province,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,13,0,0,0,0,0,1,soil,108,7,0,0,,,7,2.362127,,,,,,,,,,,,,,,,,,,,
GF03006827S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006827S,Guatuso-Talamanca province,69,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,9,0,0,0,0,0,1,soil,92,7,0,0,,,7,2.563197,,,,,,,,,,,,,,,,,,,,
GF03006828S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006828S,Guatuso-Talamanca province,49,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,5,2,1,0,0,28,0,0,0,0,0,0,soil,94,8,0,0,,,8,3.682787,,,,,,,,,,,,,,,,,,,,
GF03006829S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006829S,Guatuso-Talamanca province,134,0,0,2,3,0,0,0,0,0,2,0,0,1,0,6,2,2,1,0,0,28,0,0,0,2,0,4,soil,187,12,0,0,,,12,2.946601,,,,,,,,,,,,,,,,,,,,
GF03006830S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006830S,Guatuso-Talamanca province,71,0,0,2,1,0,0,0,0,0,1,0,0,2,0,6,1,4,1,0,0,34,0,0,0,1,0,5,soil,129,12,0,0,,,12,3.951361,,,,,,,,,,,,,,,,,,,,
GF03006831S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006831S,Guatuso-Talamanca province,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,14,1,0,0,0,21,0,0,0,0,0,2,soil,102,8,0,0,,,8,3.522253,,,,,,,,,,,,,,,,,,,,
GF03006832S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006832S,Guatuso-Talamanca province,58,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,11,0,0,0,1,0,1,soil,77,7,0,0,,,7,2.415549,,,,,,,,,,,,,,,,,,,,
GF03006833S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006833S,Guatuso-Talamanca province,60,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,7,0,0,0,0,0,1,soil,78,6,0,0,,,6,2.345499,,,,,,,,,,,,,,,,,,,,
GF03006834S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006834S,Guatuso-Talamanca province,72,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,6,0,0,0,0,0,1,soil,96,7,0,0,,,7,2.561539,,,,,,,,,,,,,,,,,,,,
GF03006835S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006835S,Guatuso-Talamanca province,159,0,0,5,5,0,0,0,0,2,2,0,0,3,0,9,3,4,1,0,0,22,0,0,0,5,0,7,soil,227,13,0,0,,,13,3.510506,,,,,,,,,,,,,,,,,,,,
GF03006836S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006836S,Guatuso-Talamanca province,24,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,2,8,1,0,0,32,0,0,0,0,0,6,soil,80,9,0,0,,,9,4.986858,,,,,,,,,,,,,,,,,,,,
GF03006837S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006837S,Guatuso-Talamanca province,67,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,17,0,0,0,0,0,0,soil,101,7,0,0,,,7,3.034255,,,,,,,,,,,,,,,,,,,,
GF03006838S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006838S,Guatuso-Talamanca province,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,soil,14,3,0,0,,,3,2.401289,,,,,,,,,,,,,,,,,,,,
GF03006839S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006839S,Guatuso-Talamanca province,61,0,0,0,5,0,0,0,0,0,1,0,0,0,0,9,14,2,1,0,0,11,0,0,0,0,0,1,soil,105,9,0,0,,,9,3.992748,,,,,,,,,,,,,,,,,,,,
GF03006840S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006840S,Guatuso-Talamanca province,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,11,0,0,0,0,0,2,soil,73,7,0,0,,,7,2.512822,,,,,,,,,,,,,,,,,,,,
GF03006841S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006841S,Guatuso-Talamanca province,107,0,0,2,5,0,0,0,0,0,0,0,0,4,0,6,7,6,1,0,0,23,0,0,0,2,0,7,soil,170,11,0,0,,,11,4.004658,,,,,,,,,,,,,,,,,,,,
GF03006842S,Maquenque National Wildlife Refuge,Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF03006842S,Guatuso-Talamanca province,60,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,10,0,0,0,0,0,0,soil,83,7,0,0,,,7,2.721512,,,,,,,,,,,,,,,,,,,,
