PermanentID,location,morrone_biogeoregions_Region,morrone_biogeoregions_Dominio,morrone_biogeoregions_Provincias,climenv_holdridge_class,“”,biogeoregions_Provincias,ND,algal_parasite,animal_endosymbiont,animal_parasite,arbuscular_mycorrhizal,arthropod-associated,dung_saprotroph,ectomycorrhizal,epiphyte,ericoid_mycorrhizal,foliar_endophyte,lichen_parasite,lichenized,litter_saprotroph,moss_symbiont,mycoparasite,nectar/tap_saprotroph,plant_pathogen,pollen_saprotroph,protistan_parasite,root_endophyte,soil_saprotroph,sooty_mold,unspecified,unspecified_pathotroph,unspecified_saprotroph,unspecified_symbiotroph,wood_saprotroph,sample_type,Sum,Count,% ECM per sample,% ECM per sample_OK,,, Hill_q0, Hill_q1,,,,,,,,,,,,,,,,,,,,
GF05000769V,"Guyana,Potaro",Neotropical,Boreal Brazilian,Guianan province,Dry forest|Moist forest,GF05000769V,Guianan province,30,0,1,1,0,0,0,23,0,0,0,0,0,3,0,4,0,2,0,0,0,9,0,0,0,0,0,0,soil,73,8,31.50684932,31.50684932,,,8,4.454081,,,,,,,,,,,,,,,,,,,,
GF05000779V,"USA,FL,Gainesville,Austin Cary",N/A,N/A,N/A,Dry forest|Moist forest,GF05000779V,N/A,33,0,0,2,1,0,0,28,0,0,0,0,0,5,0,5,0,4,0,0,0,26,0,0,0,4,0,7,soil,115,10,24.34782609,24.34782609,,,10,6.213744,,,,,,,,,,,,,,,,,,,,
GF05000780V,"USA,FL,Gainesville,San Felasco",N/A,N/A,N/A,Dry forest|Moist forest,GF05000780V,N/A,19,0,0,2,0,0,1,40,0,0,0,0,0,7,0,2,0,1,0,0,0,16,0,0,0,2,0,2,soil,92,10,43.47826087,43.47826087,,,10,5.049635,,,,,,,,,,,,,,,,,,,,
GF05000781V,"Chile,Patagonia Sur Nature Reserve,Melimoyu",N/A,N/A,N/A,Wet forest,GF05000781V,N/A,37,0,0,1,0,0,1,15,0,0,0,1,0,11,0,0,3,1,0,0,0,20,0,0,0,1,0,5,soil,96,11,15.625,15.625,,,11,5.654667,,,,,,,,,,,,,,,,,,,,
GF05000782V,"Argentina,Mt. Otto",N/A,N/A,N/A,Moist forest|Wet forest,GF05000782V,N/A,15,0,0,4,0,0,2,12,0,0,0,0,0,6,0,2,0,2,0,0,0,26,0,0,0,4,0,2,soil,75,10,16,16,,,10,6.577612,,,,,,,,,,,,,,,,,,,,
GF05000783V,"Argentina,Arroyo Los Notros",N/A,N/A,N/A,Moist forest|Wet forest,GF05000783V,N/A,35,1,0,1,0,0,1,34,0,1,0,1,0,6,0,1,0,4,0,0,1,44,0,0,0,4,0,2,soil,136,14,25,25,,,14,5.590119,,,,,,,,,,,,,,,,,,,,
GF05000784V,"Argentina,Lag. Los Moscos",N/A,N/A,N/A,Moist forest|Wet forest,GF05000784V,N/A,20,0,0,1,0,0,0,18,0,0,0,0,0,6,0,1,0,1,0,0,0,23,0,0,0,6,0,2,soil,78,9,23.07692308,23.07692308,,,9,5.493504,,,,,,,,,,,,,,,,,,,,
GF05000785V,"Argentina,Lag. Mascardi",N/A,N/A,N/A,Moist forest|Wet forest,GF05000785V,N/A,13,0,0,2,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,0,21,0,0,0,7,0,1,soil,53,8,9.433962264,9.433962264,,,8,5.143071,,,,,,,,,,,,,,,,,,,,
GF05000786V,"Argentina,Hua Hum",N/A,N/A,N/A,Moist forest|Wet forest,GF05000786V,N/A,26,1,0,6,0,0,0,12,0,0,0,0,0,3,0,3,0,2,0,0,1,30,0,0,0,7,0,6,soil,97,11,12.37113402,12.37113402,,,11,6.67083,,,,,,,,,,,,,,,,,,,,
GF05000787V,"Argentina,Hua Hum",N/A,N/A,N/A,Moist forest|Wet forest,GF05000787V,N/A,17,0,0,3,0,0,0,10,0,0,0,0,0,2,0,3,0,2,0,0,0,18,0,0,0,8,0,4,soil,67,9,14.92537313,14.92537313,,,9,6.651284,,,,,,,,,,,,,,,,,,,,
GF05000788V,"Argentina,Camino a Queni",N/A,N/A,N/A,Moist forest|Wet forest,GF05000788V,N/A,7,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,3,soil,28,6,14.28571429,14.28571429,,,6,5.198919,,,,,,,,,,,,,,,,,,,,
GF05000789V,"Argentina,Camino a Queni",N/A,N/A,N/A,Moist forest|Wet forest,GF05000789V,N/A,36,0,0,3,0,0,3,7,0,1,0,0,0,6,0,1,0,4,0,0,1,52,0,0,0,10,0,3,soil,127,12,5.511811024,5.511811024,,,12,5.561269,,,,,,,,,,,,,,,,,,,,
GF05000790V,"Argentina,Trompul",N/A,N/A,N/A,Moist forest|Wet forest,GF05000790V,N/A,14,0,0,2,0,0,0,5,0,0,0,0,0,3,0,2,0,1,0,0,0,10,0,0,0,5,0,2,soil,44,9,11.36363636,11.36363636,,,9,6.592733,,,,,,,,,,,,,,,,,,,,
GF05000791V,"Argentina,Trompul",N/A,N/A,N/A,Moist forest|Wet forest,GF05000791V,N/A,11,0,0,1,0,0,2,4,0,0,0,0,0,2,0,0,0,1,0,0,0,19,0,0,0,7,0,4,soil,51,9,7.843137255,7.843137255,,,9,5.922606,,,,,,,,,,,,,,,,,,,,
GF05000792V,"Argentina,Yuco",N/A,N/A,N/A,Moist forest|Wet forest,GF05000792V,N/A,9,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,4,0,2,soil,26,8,7.692307692,7.692307692,,,8,6.139716,,,,,,,,,,,,,,,,,,,,
GF05000793V,"Argentina,Tronador",N/A,N/A,N/A,Moist forest|Wet forest,GF05000793V,N/A,37,0,0,3,0,0,2,12,0,2,0,0,0,10,0,3,0,4,0,0,1,35,0,0,0,5,0,5,soil,119,12,10.08403361,10.08403361,,,12,6.726809,,,,,,,,,,,,,,,,,,,,
GF05000794V,"Argentina,Tronador",N/A,N/A,N/A,Moist forest|Wet forest,GF05000794V,N/A,52,0,0,3,0,0,6,9,0,3,0,0,0,12,0,4,0,16,2,0,1,41,0,0,0,14,0,8,soil,171,13,5.263157895,5.263157895,,,13,7.729022,,,,,,,,,,,,,,,,,,,,
GF05000795V,"Argentina,Chall Huaco",N/A,N/A,N/A,Moist forest|Wet forest,GF05000795V,N/A,20,0,0,2,0,0,0,12,0,0,0,1,0,6,0,1,0,3,0,0,1,25,0,0,0,4,0,3,soil,78,11,15.38461538,15.38461538,,,11,6.445529,,,,,,,,,,,,,,,,,,,,
GF05000796V,"Argentina,Huemules,Esquel",N/A,N/A,N/A,Moist forest|Wet forest,GF05000796V,N/A,39,0,0,5,0,0,2,14,0,0,0,1,0,8,0,1,0,2,0,0,1,38,0,0,0,5,0,2,soil,118,12,11.86440678,11.86440678,,,12,5.828123,,,,,,,,,,,,,,,,,,,,
GF05000797V,"Argentina,Huemules,Esquel",N/A,N/A,N/A,Moist forest|Wet forest,GF05000797V,N/A,38,0,0,6,0,0,1,25,0,0,0,0,0,5,0,4,0,3,0,0,2,39,0,0,0,5,0,6,soil,134,11,18.65671642,18.65671642,,,11,6.312943,,,,,,,,,,,,,,,,,,,,
GF05000798V,"Argentina,Reserva Corazón de la Isla,Tolhuin",N/A,N/A,N/A,Steppe|Moist forest,GF05000798V,N/A,16,0,0,2,0,0,0,7,0,0,0,0,0,3,0,1,0,0,0,0,0,18,0,0,0,3,0,4,soil,54,8,12.96296296,12.96296296,,,8,5.481303,,,,,,,,,,,,,,,,,,,,
GF05000799V,"Argentina,Reserva Corazón de la Isla,Tolhuin",N/A,N/A,N/A,Steppe|Moist forest,GF05000799V,N/A,12,0,0,2,0,0,0,5,0,0,0,0,0,3,0,2,0,1,0,0,0,17,0,0,0,2,0,4,soil,48,9,10.41666667,10.41666667,,,9,6.098627,,,,,,,,,,,,,,,,,,,,
GF05000800V,"Argentina,Estancia Ushuaia,Tolhuin",N/A,N/A,N/A,Steppe|Moist forest,GF05000800V,N/A,33,0,0,2,0,0,1,19,0,0,0,0,0,4,0,1,0,2,0,0,1,26,0,0,0,1,0,6,soil,96,11,19.79166667,19.79166667,,,11,5.466511,,,,,,,,,,,,,,,,,,,,
GF05000801V,"Argentina,Estancia Ushuaia,Tolhuin",N/A,N/A,N/A,Steppe|Moist forest,GF05000801V,N/A,32,0,0,2,0,0,0,15,0,0,0,0,0,3,0,2,0,1,0,0,0,27,0,0,0,2,0,6,soil,90,9,16.66666667,16.66666667,,,9,5.079305,,,,,,,,,,,,,,,,,,,,
GF05000802V,"Argentina,Estancia Ushuaia,Tolhuin",N/A,N/A,N/A,Steppe|Moist forest,GF05000802V,N/A,36,0,1,3,0,0,1,13,0,0,0,0,0,4,0,4,0,0,0,0,2,30,0,0,0,2,0,6,soil,102,11,12.74509804,12.74509804,,,11,5.808504,,,,,,,,,,,,,,,,,,,,
GF05000803V,"Argentina,Lago La Plata,Rio Senguer",N/A,N/A,N/A,Moist forest|Wet forest,GF05000803V,N/A,28,0,0,1,0,0,0,39,0,0,0,0,0,4,0,0,0,3,0,0,1,37,1,0,0,2,0,7,soil,123,10,31.70731707,31.70731707,,,10,5.012395,,,,,,,,,,,,,,,,,,,,
GF05000804V,"Argentina,Lago La Plata,Río Senguer",N/A,N/A,N/A,Moist forest|Wet forest,GF05000804V,N/A,25,0,0,2,0,0,0,49,0,0,0,0,0,4,0,1,0,3,0,0,0,28,0,0,0,1,0,3,soil,116,9,42.24137931,42.24137931,,,9,4.459356,,,,,,,,,,,,,,,,,,,,
GF05000825V,"Chile,Puyehue National Park",N/A,N/A,N/A,Wet forest,GF05000825V,N/A,29,0,0,0,0,0,0,17,0,6,0,0,0,6,0,2,0,2,0,0,1,25,0,0,0,1,0,3,soil,92,10,18.47826087,18.47826087,,,10,5.826791,,,,,,,,,,,,,,,,,,,,
GF05000826V,"Chile,Puyehue National Park",N/A,N/A,N/A,Wet forest,GF05000826V,N/A,45,0,0,0,0,0,2,23,0,5,0,0,0,17,0,1,1,8,0,0,1,18,0,0,0,2,0,10,soil,133,12,17.29323308,17.29323308,,,12,6.870772,,,,,,,,,,,,,,,,,,,,
GF05000827V,"Chile,Nahuelbuta National Park",N/A,N/A,N/A,Moist forest|Wet forest,GF05000827V,N/A,30,0,0,4,0,0,1,15,0,3,0,0,0,11,0,1,0,4,0,0,2,34,0,0,0,11,0,7,soil,123,12,12.19512195,12.19512195,,,12,7.461387,,,,,,,,,,,,,,,,,,,,
GF05000828V,"Chile,Nahuelbuta National Park",N/A,N/A,N/A,Moist forest|Wet forest,GF05000828V,N/A,38,0,0,0,0,0,3,23,0,12,0,0,0,6,0,0,0,7,0,0,1,29,0,0,0,8,0,1,soil,128,10,17.96875,17.96875,,,10,6.467116,,,,,,,,,,,,,,,,,,,,
GF05000829V,"Chile,Alerce Costero National Park",N/A,N/A,N/A,Wet forest,GF05000829V,N/A,22,0,0,0,0,0,2,9,0,1,0,0,0,6,0,1,0,1,0,0,0,19,0,0,0,2,0,6,soil,69,10,13.04347826,13.04347826,,,10,6.045909,,,,,,,,,,,,,,,,,,,,
GF05000861V,"Chile,Nahuelbuta NP",N/A,N/A,N/A,Moist forest|Wet forest,GF05000861V,N/A,52,0,0,2,0,0,0,4,0,4,0,0,0,2,0,1,0,0,0,0,0,32,0,0,0,9,0,1,soil,107,9,3.738317757,3.738317757,,,9,4.062274,,,,,,,,,,,,,,,,,,,,
GF05000862V,"Chile,Nahuelbuta NP",N/A,N/A,N/A,Moist forest|Wet forest,GF05000862V,N/A,31,0,0,0,0,0,4,4,0,7,0,1,0,13,0,0,0,2,0,0,1,25,0,0,0,3,0,4,soil,95,11,4.210526316,4.210526316,,,11,6.471887,,,,,,,,,,,,,,,,,,,,
GF05000927V,"Peru,Iquitos",Neotropical,South Brazilian,Ucayali province,Moist forest,GF05000927V,Ucayali province,24,0,0,6,0,0,0,0,1,0,1,0,0,9,0,11,5,18,1,0,0,14,0,0,0,6,0,17,soil,113,12,0,0,,,12,8.748465,,,,,,,,,,,,,,,,,,,,
GF05000965V,"Costa Rica,San Pedrillo",Neotropical,Pacific,Puntarenas-Chiriqui province,Moist forest|Wet forest,GF05000965V,Puntarenas-Chiriqui province,28,0,0,1,0,0,1,2,0,0,0,0,0,3,0,2,0,7,1,0,0,9,0,0,0,4,0,5,soil,63,11,3.174603175,3.174603175,,,11,6.171719,,,,,,,,,,,,,,,,,,,,
GF05000967V,"Costa Rica,La Palma",Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF05000967V,Guatuso-Talamanca province,90,0,0,1,1,0,0,2,0,0,0,0,0,7,0,6,1,9,0,0,0,14,1,0,0,6,0,11,soil,149,12,1.342281879,1.342281879,,,12,4.407052,,,,,,,,,,,,,,,,,,,,
GF05001003V,"Barbados,Archer Bay",Neotropical,Antillean,Lesser Antilles province,Dry forest,GF05001003V,Lesser Antilles province,30,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,0,4,0,1,soil,53,8,3.773584906,3.773584906,,,8,4.247949,,,,,,,,,,,,,,,,,,,,
GF05001004V,"Colombia,Ayapel,El Cedro",Neotropical,Pacific,Magdalena province,Moist forest,GF05001004V,Magdalena province,99,0,0,1,0,0,4,0,0,0,0,0,0,6,0,1,0,3,0,0,1,8,0,0,0,7,0,9,soil,139,10,0,0,,,10,3.192493,,,,,,,,,,,,,,,,,,,,
GF05001005V,"Colombia,Ayapel,El Cedro",Neotropical,Pacific,Magdalena province,Moist forest,GF05001005V,Magdalena province,141,0,0,2,0,0,1,4,0,1,0,0,0,8,0,4,0,9,0,0,0,12,0,0,0,4,0,16,soil,202,11,1.98019802,1.98019802,,,11,3.377848,,,,,,,,,,,,,,,,,,,,
GF05001006V,"Colombia,Ayapel,Las Delicias",Neotropical,Pacific,Magdalena province,Dry forest|Moist forest,GF05001006V,Magdalena province,61,0,0,0,0,0,0,10,0,0,0,1,0,4,0,4,0,5,0,0,0,8,0,0,0,7,0,12,soil,112,9,8.928571429,8.928571429,,,9,4.790769,,,,,,,,,,,,,,,,,,,,
GF05001007V,"Colombia,Tolú",Neotropical,Pacific,Guajira province,Dry forest,GF05001007V,Guajira province,135,0,0,0,3,0,2,0,0,1,0,0,0,10,0,1,0,7,0,0,1,5,0,0,0,4,0,6,soil,175,11,0,0,,,11,2.733128,,,,,,,,,,,,,,,,,,,,
GF05001008V,"Colombia,Tolú",Neotropical,Pacific,Guajira province,Dry forest,GF05001008V,Guajira province,92,0,0,1,6,0,0,9,0,1,0,0,0,11,0,1,0,11,0,0,1,5,0,0,0,2,0,12,soil,152,12,5.921052632,5.921052632,,,12,4.39681,,,,,,,,,,,,,,,,,,,,
GF05001081V,"USA,FL,Homestead",N/A,N/A,N/A,Dry forest|Moist forest,GF05001081V,N/A,42,0,0,3,0,0,0,5,0,0,0,0,0,3,0,1,0,9,2,0,0,11,1,0,0,9,0,9,soil,95,11,5.263157895,5.263157895,,,11,6.237767,,,,,,,,,,,,,,,,,,,,
GF05001179V,"Panama,Fortuna",Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF05001179V,Guatuso-Talamanca province,15,0,1,0,0,0,1,5,0,0,0,0,0,2,0,1,0,1,0,0,0,14,0,0,0,1,0,2,soil,43,10,11.62790698,11.62790698,,,10,5.505132,,,,,,,,,,,,,,,,,,,,
GF05001180V,"Panama,Majagua",Neotropical,Pacific,Puntarenas-Chiriqui province,Moist forest|Wet forest,GF05001180V,Puntarenas-Chiriqui province,145,0,0,4,0,0,0,3,0,1,1,0,0,8,0,3,2,6,0,0,0,24,0,0,0,25,0,10,soil,232,12,1.293103448,1.293103448,,,12,3.995108,,,,,,,,,,,,,,,,,,,,
GF05001181V,"Panama,Hornito",Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF05001181V,Guatuso-Talamanca province,19,0,0,11,0,0,0,3,0,0,0,0,0,2,0,5,0,1,0,0,0,12,0,0,0,2,0,2,soil,57,9,5.263157895,5.263157895,,,9,6.072184,,,,,,,,,,,,,,,,,,,,
GF05001182V,"Panama,Alto Frio",Neotropical,Pacific,Puntarenas-Chiriqui province,Moist forest|Wet forest,GF05001182V,Puntarenas-Chiriqui province,13,0,0,1,0,0,2,14,0,0,0,0,0,3,0,1,0,3,0,0,0,7,0,0,0,4,0,2,soil,50,10,28,28,,,10,6.928088,,,,,,,,,,,,,,,,,,,,
GF05001183V,"Panama,Honda",Neotropical,Pacific,Puntarenas-Chiriqui province,Moist forest|Wet forest,GF05001183V,Puntarenas-Chiriqui province,42,0,1,7,0,0,1,8,0,0,0,0,0,1,0,8,0,1,0,0,1,20,0,0,0,0,0,5,soil,95,11,8.421052632,8.421052632,,,11,5.432727,,,,,,,,,,,,,,,,,,,,
GF05001184V,"Panama,Honda",Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF05001184V,Guatuso-Talamanca province,20,0,2,5,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,1,4,0,0,0,14,0,2,soil,57,10,0,0,,,10,6.535159,,,,,,,,,,,,,,,,,,,,
GF05001185V,"Panama,Zarceadero",Neotropical,Pacific,Puntarenas-Chiriqui province,Moist forest|Wet forest,GF05001185V,Puntarenas-Chiriqui province,13,0,0,1,0,0,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0,22,0,0,0,9,0,3,soil,55,9,5.454545455,5.454545455,,,9,5.259603,,,,,,,,,,,,,,,,,,,,
GF05001192V,"Mexico,Puebla,Tlachichuca",Neotropical,NA,Transmexican Volcanic Belt province,Moist forest|Wet forest,GF05001192V,Transmexican Volcanic Belt province,21,0,0,1,0,0,0,3,0,1,0,0,0,1,0,3,0,1,0,0,0,19,0,0,0,8,0,2,soil,60,10,5,5,,,10,5.398553,,,,,,,,,,,,,,,,,,,,
GF05001193V,"Mexico,Oaxaca,Santa Catarina Ixtepeji",Neotropical,NA,Sierra Madre del Sur province,Dry forest|Moist forest,GF05001193V,Sierra Madre del Sur province,27,0,0,1,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0,0,0,31,0,0,0,5,0,2,soil,77,8,9.090909091,9.090909091,,,8,4.320587,,,,,,,,,,,,,,,,,,,,
GF05001194V,"Mexico,Aguascalientes,San José de Gracia",Neotropical,NA,Sierra Madre Occidental province,Very dry forest|Dry forest,GF05001194V,Sierra Madre Occidental province,8,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,5,0,1,soil,87,6,52.87356322,52.87356322,,,6,3.267991,,,,,,,,,,,,,,,,,,,,
GF05001252V,"USA,FL,Fisheating Creek outpost",N/A,N/A,N/A,Dry forest,GF05001252V,N/A,65,0,0,3,0,0,0,16,0,0,0,0,0,2,0,3,1,3,0,0,0,20,0,0,0,1,0,2,soil,116,10,13.79310345,13.79310345,,,10,4.081332,,,,,,,,,,,,,,,,,,,,
GF05001272V,"French Guiana,Roura",Neotropical,Boreal Brazilian,Guianan Lowlands province,Moist forest|Wet forest,GF05001272V,Guianan Lowlands province,53,0,0,0,0,0,0,0,0,1,1,0,0,13,0,2,0,6,0,0,0,9,0,0,0,4,0,5,soil,94,9,0,0,,,9,4.331488,,,,,,,,,,,,,,,,,,,,
GF05001273V,"French Guiana,Roura",Neotropical,Boreal Brazilian,Guianan Lowlands province,Moist forest|Wet forest,GF05001273V,Guianan Lowlands province,53,0,0,3,0,0,0,4,0,0,1,0,0,6,0,5,0,9,0,0,0,15,1,0,0,4,0,9,soil,110,11,3.636363636,3.636363636,,,11,5.795165,,,,,,,,,,,,,,,,,,,,
GF05001274V,"French Guiana,Roura",Neotropical,Boreal Brazilian,Guianan Lowlands province,Moist forest|Wet forest,GF05001274V,Guianan Lowlands province,47,0,0,3,0,0,0,0,0,0,0,0,0,12,0,2,0,8,0,0,0,16,0,0,0,5,0,9,soil,102,8,0,0,,,8,5.164787,,,,,,,,,,,,,,,,,,,,
GF05001275V,"Argentina,Bariloche",N/A,N/A,N/A,Moist forest|Wet forest,GF05001275V,N/A,32,0,0,1,0,0,0,40,0,1,0,1,0,8,0,1,0,4,0,0,0,19,0,0,0,1,0,6,soil,114,11,35.0877193,35.0877193,,,11,5.416263,,,,,,,,,,,,,,,,,,,,
GF05001276V,"Argentina,Bariloche",N/A,N/A,N/A,Moist forest|Wet forest,GF05001276V,N/A,38,0,0,2,0,0,0,32,0,2,0,0,0,11,0,0,0,7,0,0,1,31,0,0,0,4,0,5,soil,133,10,24.06015038,24.06015038,,,10,6.007395,,,,,,,,,,,,,,,,,,,,
GF05001277V,"Argentina,Bariloche",N/A,N/A,N/A,Moist forest|Wet forest,GF05001277V,N/A,45,0,0,2,0,0,0,34,0,0,0,0,0,14,0,1,0,2,0,0,1,32,0,0,0,8,0,8,soil,147,10,23.1292517,23.1292517,,,10,5.803884,,,,,,,,,,,,,,,,,,,,
GF05001278V,"Argentina,Chalten",N/A,N/A,N/A,Moist forest|Wet forest,GF05001278V,N/A,50,0,0,3,0,0,1,34,0,0,0,0,0,10,0,2,0,3,0,0,1,36,0,0,0,7,0,5,soil,152,11,22.36842105,22.36842105,,,11,5.771793,,,,,,,,,,,,,,,,,,,,
GF05001279V,"Argentina,Chalten",N/A,N/A,N/A,Moist forest|Wet forest,GF05001279V,N/A,12,0,0,1,0,0,0,34,0,0,0,0,0,2,0,0,0,2,0,0,0,19,0,0,0,2,0,3,soil,75,8,45.33333333,45.33333333,,,8,4.375258,,,,,,,,,,,,,,,,,,,,
GF05001280V,"Argentina,Calafate",N/A,N/A,N/A,Dry forest|Moist forest,GF05001280V,N/A,21,0,0,3,0,0,2,32,0,0,0,0,0,4,0,0,0,0,0,0,1,19,0,0,0,4,0,2,soil,88,9,36.36363636,36.36363636,,,9,5.258355,,,,,,,,,,,,,,,,,,,,
GF05001281V,"Argentina,Chalten",N/A,N/A,N/A,Moist forest|Wet forest,GF05001281V,N/A,15,0,0,2,0,0,1,40,0,0,0,0,0,4,0,0,0,4,0,0,1,18,0,0,0,2,0,2,soil,89,10,44.94382022,44.94382022,,,10,5.044965,,,,,,,,,,,,,,,,,,,,
GF05001282V,"Argentina,Chalten",N/A,N/A,N/A,Moist forest|Wet forest,GF05001282V,N/A,25,0,0,1,0,0,0,30,0,0,0,0,0,4,0,0,0,2,0,0,1,28,0,0,0,1,0,4,soil,96,9,31.25,31.25,,,9,4.765331,,,,,,,,,,,,,,,,,,,,
GF05001283V,"Argentina,Bariloche",N/A,N/A,N/A,Moist forest|Wet forest,GF05001283V,N/A,43,0,0,4,0,0,2,14,0,0,0,0,0,15,0,0,0,5,0,0,2,33,0,0,0,7,0,6,soil,131,10,10.6870229,10.6870229,,,10,6.402689,,,,,,,,,,,,,,,,,,,,
GF05001284V,"Argentina,Ushuaia",N/A,N/A,N/A,Dry forest|Moist forest,GF05001284V,N/A,26,0,0,1,0,0,0,29,0,0,0,0,0,8,0,1,2,1,0,0,1,12,0,0,0,0,0,5,soil,86,10,33.72093023,33.72093023,,,10,5.387054,,,,,,,,,,,,,,,,,,,,
GF05001285V,"Argentina,Ushuaia",N/A,N/A,N/A,Dry forest|Moist forest,GF05001285V,N/A,33,0,0,1,0,0,1,30,0,1,0,0,0,8,0,0,1,2,0,0,2,19,0,0,0,1,0,6,soil,105,12,28.57142857,28.57142857,,,12,5.831408,,,,,,,,,,,,,,,,,,,,
GF05001286V,"Argentina,Ushuaia",N/A,N/A,N/A,Moist forest|Wet forest,GF05001286V,N/A,20,0,0,0,0,0,0,27,0,1,0,0,0,8,0,1,1,4,0,0,0,8,0,0,0,0,0,8,soil,78,9,34.61538462,34.61538462,,,9,5.679059,,,,,,,,,,,,,,,,,,,,
GF05001287V,"Argentina,Ushuaia",N/A,N/A,N/A,Moist forest|Wet forest,GF05001287V,N/A,8,0,0,0,0,0,0,13,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,1,0,4,soil,33,7,39.39393939,39.39393939,,,7,4.972316,,,,,,,,,,,,,,,,,,,,
GF05001288V,"Argentina,Ushuaia",N/A,N/A,N/A,Moist forest|Wet forest,GF05001288V,N/A,9,0,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,1,soil,46,6,56.52173913,56.52173913,,,6,3.424526,,,,,,,,,,,,,,,,,,,,
GF05001331V,"Colombia,Santa Rosa de Ojos",Neotropical,Pacific,Magdalena province,Moist forest|Wet forest,GF05001331V,Magdalena province,48,0,1,4,0,0,0,38,0,1,0,0,0,5,0,4,2,0,0,0,2,12,0,0,0,1,0,1,soil,119,12,31.93277311,31.93277311,,,12,5.059921,,,,,,,,,,,,,,,,,,,,
GF05001332V,"Colombia,Jamundi",Neotropical,Pacific,Cauca province,Moist forest,GF05001332V,Cauca province,27,0,1,2,0,0,0,31,0,1,0,0,0,2,0,4,1,1,0,0,2,10,0,0,0,1,0,1,soil,84,13,36.9047619,36.9047619,,,13,5.553865,,,,,,,,,,,,,,,,,,,,
GF05001333V,"Colombia,Juanchaco",Neotropical,Pacific,Choco-Darien province,,GF05001333V,Choco-Darien province,59,0,2,5,0,0,1,5,0,0,2,0,0,11,0,4,0,11,0,0,1,18,0,0,0,6,0,9,soil,134,13,3.731343284,3.731343284,,,13,6.757006,,,,,,,,,,,,,,,,,,,,
GF05001334V,"Colombia,Panoe",Neotropical,Pacific,Cauca province,Dry forest|Moist forest,GF05001334V,Cauca province,56,0,0,2,0,0,0,4,0,0,1,0,0,8,0,3,0,4,0,0,0,12,0,0,0,1,0,4,soil,95,10,4.210526316,4.210526316,,,10,4.339017,,,,,,,,,,,,,,,,,,,,
GF05001335V,"Chile,Puyehue National Park",N/A,N/A,N/A,Wet forest,GF05001335V,N/A,20,0,0,0,0,0,2,4,0,0,0,1,0,4,0,2,0,4,0,0,0,15,0,0,0,5,0,4,soil,61,10,6.557377049,6.557377049,,,10,6.832981,,,,,,,,,,,,,,,,,,,,
GF05001356V,"USA,FL,Miami",N/A,N/A,N/A,,GF05001356V,N/A,27,0,0,1,0,0,1,14,0,1,0,0,0,6,0,4,0,7,0,0,0,2,0,0,0,5,0,3,soil,71,11,19.71830986,19.71830986,,,11,6.608139,,,,,,,,,,,,,,,,,,,,
GF05001357V,"Costa Rica,Cahuita beach",Neotropical,Pacific,Guatuso-Talamanca province,,GF05001357V,Guatuso-Talamanca province,14,0,0,1,0,0,3,7,0,0,1,0,0,1,0,1,0,1,0,0,0,5,0,0,0,0,0,3,soil,37,10,18.91891892,18.91891892,,,10,6.350703,,,,,,,,,,,,,,,,,,,,
GF05001358V,"French Guiana,Montabo beach",Neotropical,Boreal Brazilian,Guianan Lowlands province,Moist forest,GF05001358V,Guianan Lowlands province,29,0,0,2,0,0,1,3,0,0,0,0,0,19,0,2,0,12,1,0,0,11,0,0,0,2,0,8,soil,90,11,3.333333333,3.333333333,,,11,6.6934,,,,,,,,,,,,,,,,,,,,
GF05001359V,"Costa Rica,Villa Mills",Neotropical,Pacific,Guatuso-Talamanca province,Wet forest,GF05001359V,Guatuso-Talamanca province,26,0,0,1,0,0,2,0,0,1,0,0,0,6,0,6,2,2,0,0,0,11,0,0,0,9,0,2,soil,68,11,0,0,,,11,6.668009,,,,,,,,,,,,,,,,,,,,
GF05001360V,"Costa Rica,Alberto Manuel Brenes Biological reserve",Neotropical,Pacific,Guatuso-Talamanca province,Moist forest|Wet forest,GF05001360V,Guatuso-Talamanca province,34,0,0,3,0,0,0,2,0,1,0,0,0,6,0,3,0,3,0,0,1,12,0,0,0,4,0,0,soil,69,10,2.898550725,2.898550725,,,10,5.284423,,,,,,,,,,,,,,,,,,,,
