"","new.ID","PermanentID","sequencing_platform","NEF.dataset"
"164","NEF_GloFung-its2_66_2022","GF05028192S","Illumina","ITS2"
"165","NEF_GloFung-its2_66_2022","GF05028191S","Illumina","ITS2"
"166","NEF_GloFung-its2_67_2022","GF05028190S","Illumina","ITS2"
"167","NEF_GloFung-its2_67_2022","GF05028189S","Illumina","ITS2"
"168","NEF_GloFung-its2_67_2022","GF05028188S","Illumina","ITS2"
"169","NEF_GloFung-its2_67_2022","GF05028187S","Illumina","ITS2"
"170","NEF_GloFung-its2_67_2022","GF05028186S","Illumina","ITS2"
"171","NEF_GloFung-its2_67_2022","GF05028185S","Illumina","ITS2"
"172","NEF_GloFung-its2_67_2022","GF05028184S","Illumina","ITS2"
"173","NEF_GloFung-its2_67_2022","GF05028183S","Illumina","ITS2"
"174","NEF_GloFung-its2_67_2022","GF05028182S","Illumina","ITS2"
"175","NEF_GloFung-its2_67_2022","GF05028181S","Illumina","ITS2"
"176","NEF_GloFung-its2_67_2022","GF05028180S","Illumina","ITS2"
"177","NEF_GloFung-its2_67_2022","GF05028179S","Illumina","ITS2"
"178","NEF_GloFung-its2_68_2022","GF05028178S","Illumina","ITS2"
"179","NEF_GloFung-its2_68_2022","GF05028177S","Illumina","ITS2"
"180","NEF_GloFung-its2_68_2022","GF05028176S","Illumina","ITS2"
"181","NEF_GloFung-its2_68_2022","GF05028175S","Illumina","ITS2"
"182","NEF_GloFung-its2_68_2022","GF05028174S","Illumina","ITS2"
"183","NEF_GloFung-its2_68_2022","GF05028173S","Illumina","ITS2"
"184","NEF_GloFung-its2_68_2022","GF05028172S","Illumina","ITS2"
"185","NEF_GloFung-its2_68_2022","GF05028171S","Illumina","ITS2"
"186","NEF_GloFung-its2_68_2022","GF05028170S","Illumina","ITS2"
"187","NEF_GloFung-its2_68_2022","GF05028169S","Illumina","ITS2"
"188","NEF_GloFung-its2_68_2022","GF05028168S","Illumina","ITS2"
"189","NEF_GloFung-its2_68_2022","GF05028167S","Illumina","ITS2"
"190","NEF_GloFung-its2_69_2022","GF05026793S","IonTorrent","ITS2"
"191","NEF_GloFung-its2_70_2022","GF05026791S","IonTorrent","ITS2"
"192","NEF_GloFung-its2_71_2022","GF05026789S","IonTorrent","ITS2"
"193","NEF_GloFung-its2_72_2022","GF05026787S","IonTorrent","ITS2"
"194","NEF_GloFung-its2_73_2022","GF05026785S","IonTorrent","ITS2"
"195","NEF_GloFung-its2_74_2022","GF05026783S","IonTorrent","ITS2"
"196","NEF_GloFung-its2_75_2022","GF05026781S","IonTorrent","ITS2"
"197","NEF_GloFung-its2_76_2022","GF05026779S","IonTorrent","ITS2"
"198","NEF_GloFung-its2_77_2022","GF05026777S","IonTorrent","ITS2"
"199","NEF_GloFung-its2_78_2022","GF05026775S","IonTorrent","ITS2"
"200","NEF_GloFung-its2_79_2022","GF05026773S","IonTorrent","ITS2"
"201","NEF_GloFung-its2_80_2022","GF05026772S","IonTorrent","ITS2"
"202","NEF_GloFung-its2_80_2022","GF05026771S","IonTorrent","ITS2"
"203","NEF_GloFung-its2_81_2022","GF05026770S","IonTorrent","ITS2"
"204","NEF_GloFung-its2_81_2022","GF05026769S","IonTorrent","ITS2"
"205","NEF_GloFung-its2_82_2022","GF05026768S","IonTorrent","ITS2"
"206","NEF_GloFung-its2_83_2022","GF05026767S","IonTorrent","ITS2"
"207","NEF_GloFung-its2_83_2022","GF05026766S","IonTorrent","ITS2"
"208","NEF_GloFung-its2_84_2022","GF05026765S","IonTorrent","ITS2"
"209","NEF_GloFung-its2_84_2022","GF05026764S","IonTorrent","ITS2"
"210","NEF_GloFung-its2_85_2022","GF05026763S","IonTorrent","ITS2"
"211","NEF_GloFung-its2_86_2022","GF05026762S","IonTorrent","ITS2"
"212","NEF_GloFung-its2_87_2022","GF05026761S","IonTorrent","ITS2"
"213","NEF_GloFung-its2_88_2022","GF05026760S","IonTorrent","ITS2"
"214","NEF_GloFung-its2_88_2022","GF05026759S","IonTorrent","ITS2"
"215","NEF_GloFung-its2_89_2022","GF05026758S","IonTorrent","ITS2"
"216","NEF_GloFung-its2_89_2022","GF05026757S","IonTorrent","ITS2"
"279","NEF_GloFung-its2_107_2022","GF05016792S","Illumina","ITS2"
"280","NEF_GloFung-its2_107_2022","GF05016791S","Illumina","ITS2"
"281","NEF_GloFung-its2_107_2022","GF05016790S","Illumina","ITS2"
"282","NEF_GloFung-its2_107_2022","GF05016789S","Illumina","ITS2"
"283","NEF_GloFung-its2_107_2022","GF05016788S","Illumina","ITS2"
"284","NEF_GloFung-its2_107_2022","GF05016787S","Illumina","ITS2"
"285","NEF_GloFung-its2_107_2022","GF05016786S","Illumina","ITS2"
"286","NEF_GloFung-its2_107_2022","GF05016785S","Illumina","ITS2"
"287","NEF_GloFung-its2_107_2022","GF05016784S","Illumina","ITS2"
"288","NEF_GloFung-its2_107_2022","GF05016783S","Illumina","ITS2"
"289","NEF_GloFung-its2_107_2022","GF05016782S","Illumina","ITS2"
"290","NEF_GloFung-its2_107_2022","GF05016781S","Illumina","ITS2"
"291","NEF_GloFung-its2_107_2022","GF05016780S","Illumina","ITS2"
"292","NEF_GloFung-its2_107_2022","GF05016779S","Illumina","ITS2"
"293","NEF_GloFung-its2_107_2022","GF05016778S","Illumina","ITS2"
"294","NEF_GloFung-its2_107_2022","GF05016777S","Illumina","ITS2"
"295","NEF_GloFung-its2_107_2022","GF05016776S","Illumina","ITS2"
"296","NEF_GloFung-its2_107_2022","GF05016775S","Illumina","ITS2"
"297","NEF_GloFung-its2_107_2022","GF05016774S","Illumina","ITS2"
"298","NEF_GloFung-its2_107_2022","GF05016773S","Illumina","ITS2"
"299","NEF_GloFung-its2_107_2022","GF05016772S","Illumina","ITS2"
"300","NEF_GloFung-its2_107_2022","GF05016771S","Illumina","ITS2"
"301","NEF_GloFung-its2_107_2022","GF05016770S","Illumina","ITS2"
"302","NEF_GloFung-its2_107_2022","GF05016769S","Illumina","ITS2"
"303","NEF_GloFung-its2_107_2022","GF05016768S","Illumina","ITS2"
"304","NEF_GloFung-its2_107_2022","GF05016767S","Illumina","ITS2"
"305","NEF_GloFung-its2_107_2022","GF05016766S","Illumina","ITS2"
"306","NEF_GloFung-its2_107_2022","GF05016765S","Illumina","ITS2"
"307","NEF_GloFung-its2_107_2022","GF05016764S","Illumina","ITS2"
"308","NEF_GloFung-its2_107_2022","GF05016763S","Illumina","ITS2"
"309","NEF_GloFung-its2_107_2022","GF05016762S","Illumina","ITS2"
"310","NEF_GloFung-its2_107_2022","GF05016761S","Illumina","ITS2"
"311","NEF_GloFung-its2_107_2022","GF05016760S","Illumina","ITS2"
"312","NEF_GloFung-its2_107_2022","GF05016759S","Illumina","ITS2"
"313","NEF_GloFung-its2_107_2022","GF05016758S","Illumina","ITS2"
"314","NEF_GloFung-its2_107_2022","GF05016757S","Illumina","ITS2"
"315","NEF_GloFung-its2_108_2021","GF05016050S","Illumina","ITS2"
"487","NEF_GloFung-its2_182_2021","GF05011325S","Illumina","ITS2"
"488","NEF_GloFung-its2_182_2021","GF05011322S","Illumina","ITS2"
"489","NEF_GloFung-its2_182_2021","GF05011321S","Illumina","ITS2"
"490","NEF_GloFung-its2_183_2020","GF05011154S","Illumina","ITS2"
"491","NEF_GloFung-its2_183_2020","GF05011153S","Illumina","ITS2"
"492","NEF_GloFung-its2_183_2020","GF05011152S","Illumina","ITS2"
"493","NEF_GloFung-its2_183_2020","GF05011151S","Illumina","ITS2"
"494","NEF_GloFung-its2_183_2020","GF05011150S","Illumina","ITS2"
"495","NEF_GloFung-its2_183_2020","GF05011149S","Illumina","ITS2"
"496","NEF_GloFung-its2_183_2020","GF05011148S","Illumina","ITS2"
"497","NEF_GloFung-its2_183_2020","GF05011147S","Illumina","ITS2"
"498","NEF_GloFung-its2_183_2020","GF05011146S","Illumina","ITS2"
"499","NEF_GloFung-its2_183_2020","GF05011145S","Illumina","ITS2"
"500","NEF_GloFung-its2_183_2020","GF05011144S","Illumina","ITS2"
"501","NEF_GloFung-its2_183_2020","GF05011143S","Illumina","ITS2"
"502","NEF_GloFung-its2_183_2020","GF05011142S","Illumina","ITS2"
"503","NEF_GloFung-its2_183_2020","GF05011141S","Illumina","ITS2"
"504","NEF_GloFung-its2_183_2020","GF05011140S","Illumina","ITS2"
"505","NEF_GloFung-its2_183_2020","GF05011139S","Illumina","ITS2"
"506","NEF_GloFung-its2_183_2020","GF05011138S","Illumina","ITS2"
"507","NEF_GloFung-its2_183_2020","GF05011137S","Illumina","ITS2"
"508","NEF_GloFung-its2_183_2020","GF05011136S","Illumina","ITS2"
"509","NEF_GloFung-its2_183_2020","GF05011135S","Illumina","ITS2"
"510","NEF_GloFung-its2_183_2020","GF05011134S","Illumina","ITS2"
"511","NEF_GloFung-its2_184_2020","GF05011091S","Illumina","ITS2"
"512","NEF_GloFung-its2_184_2020","GF05011090S","Illumina","ITS2"
"513","NEF_GloFung-its2_184_2020","GF05011089S","Illumina","ITS2"
"514","NEF_GloFung-its2_184_2020","GF05011088S","Illumina","ITS2"
"515","NEF_GloFung-its2_184_2020","GF05011087S","Illumina","ITS2"
"516","NEF_GloFung-its2_184_2020","GF05011086S","Illumina","ITS2"
"517","NEF_GloFung-its2_184_2020","GF05011085S","Illumina","ITS2"
"518","NEF_GloFung-its2_184_2020","GF05011084S","Illumina","ITS2"
"519","NEF_GloFung-its2_184_2020","GF05011083S","Illumina","ITS2"
"520","NEF_GloFung-its2_184_2020","GF05011082S","Illumina","ITS2"
"521","NEF_GloFung-its2_184_2020","GF05011081S","Illumina","ITS2"
"522","NEF_GloFung-its2_184_2020","GF05011080S","Illumina","ITS2"
"523","NEF_GloFung-its2_184_2020","GF05011079S","Illumina","ITS2"
"524","NEF_GloFung-its2_184_2020","GF05011078S","Illumina","ITS2"
"525","NEF_GloFung-its2_184_2020","GF05011077S","Illumina","ITS2"
"526","NEF_GloFung-its2_184_2020","GF05011076S","Illumina","ITS2"
"527","NEF_GloFung-its2_184_2020","GF05011075S","Illumina","ITS2"
"528","NEF_GloFung-its2_184_2020","GF05011074S","Illumina","ITS2"
"529","NEF_GloFung-its2_184_2020","GF05011073S","Illumina","ITS2"
"530","NEF_GloFung-its2_184_2020","GF05011072S","Illumina","ITS2"
"531","NEF_GloFung-its2_184_2020","GF05011071S","Illumina","ITS2"
"532","NEF_GloFung-its2_185_2021","GF05003613S","Illumina","ITS2"
"533","NEF_GloFung-its2_186_2021","GF05003612S","Illumina","ITS2"
"534","NEF_GloFung-its2_185_2021","GF05003611S","Illumina","ITS2"
"535","NEF_GloFung-its2_185_2021","GF05003610S","Illumina","ITS2"
"536","NEF_GloFung-its2_187_2021","GF05003609S","Illumina","ITS2"
"537","NEF_GloFung-its2_188_2021","GF05003608S","Illumina","ITS2"
"538","NEF_GloFung-its2_189_2021","GF05003607S","Illumina","ITS2"
"539","NEF_GloFung-its2_188_2021","GF05003606S","Illumina","ITS2"
"540","NEF_GloFung-its2_190_2021","GF05003605S","Illumina","ITS2"
"541","NEF_GloFung-its2_190_2021","GF05003604S","Illumina","ITS2"
"542","NEF_GloFung-its2_190_2021","GF05003603S","Illumina","ITS2"
"543","NEF_GloFung-its2_190_2021","GF05003602S","Illumina","ITS2"
"544","NEF_GloFung-its2_191_2021","GF05003601S","Illumina","ITS2"
"545","NEF_GloFung-its2_191_2021","GF05003600S","Illumina","ITS2"
"546","NEF_GloFung-its2_192_2021","GF05003599S","Illumina","ITS2"
"547","NEF_GloFung-its2_193_2021","GF05003598S","Illumina","ITS2"
"548","NEF_GloFung-its2_194_2021","GF05003597S","Illumina","ITS2"
"549","NEF_GloFung-its2_191_2021","GF05003596S","Illumina","ITS2"
"550","NEF_GloFung-its2_191_2021","GF05003595S","Illumina","ITS2"
"551","NEF_GloFung-its2_192_2021","GF05003594S","Illumina","ITS2"
"552","NEF_GloFung-its2_194_2021","GF05003593S","Illumina","ITS2"
"553","NEF_GloFung-its2_193_2021","GF05003592S","Illumina","ITS2"
"554","NEF_GloFung-its2_195_2021","GF05003591S","Illumina","ITS2"
"555","NEF_GloFung-its2_195_2021","GF05003590S","Illumina","ITS2"
"556","NEF_GloFung-its2_196_2021","GF05003589S","Illumina","ITS2"
"557","NEF_GloFung-its2_196_2021","GF05003588S","Illumina","ITS2"
"558","NEF_GloFung-its2_197_2021","GF05003587S","Illumina","ITS2"
"559","NEF_GloFung-its2_197_2021","GF05003586S","Illumina","ITS2"
"560","NEF_GloFung-its2_197_2021","GF05003585S","Illumina","ITS2"
"561","NEF_GloFung-its2_197_2021","GF05003584S","Illumina","ITS2"
"562","NEF_GloFung-its2_198_2021","GF05003583S","Illumina","ITS2"
"563","NEF_GloFung-its2_198_2021","GF05003582S","Illumina","ITS2"
"564","NEF_GloFung-its2_199_2021","GF05003581S","Illumina","ITS2"
"565","NEF_GloFung-its2_199_2021","GF05003580S","Illumina","ITS2"
"566","NEF_GloFung-its2_199_2021","GF05003579S","Illumina","ITS2"
"567","NEF_GloFung-its2_198_2021","GF05003578S","Illumina","ITS2"
"568","NEF_GloFung-its2_198_2021","GF05003577S","Illumina","ITS2"
"569","NEF_GloFung-its2_199_2021","GF05003576S","Illumina","ITS2"
"570","NEF_GloFung-its2_199_2021","GF05003575S","Illumina","ITS2"
"571","NEF_GloFung-its2_199_2021","GF05003574S","Illumina","ITS2"
"572","NEF_GloFung-its2_200_2021","GF05003573S","Illumina","ITS2"
"573","NEF_GloFung-its2_200_2021","GF05003572S","Illumina","ITS2"
"574","NEF_GloFung-its2_200_2021","GF05003571S","Illumina","ITS2"
"575","NEF_GloFung-its2_200_2021","GF05003570S","Illumina","ITS2"
"1390","NEF_GloFung-its2_650_2021","GF04001294S","Illumina","ITS2"
"1391","NEF_GloFung-its2_651_2021","GF04001293S","Illumina","ITS2"
"1392","NEF_GloFung-its2_652_2021","GF04001292S","Illumina","ITS2"
"1402","NEF_GloFung-its2_654_2019","GF03008839S","Illumina","ITS2"
"1403","NEF_GloFung-its2_654_2019","GF03008836S","Illumina","ITS2"
"1404","NEF_GloFung-its2_654_2019","GF03008833S","Illumina","ITS2"
"14051","NEF_GloFung-its2_655_2019","GF03008832S","Illumina","ITS2"
"14061","NEF_GloFung-its2_654_2019","GF03008831S","Illumina","ITS2"
"14161","NEF_GloFung-its2_659_2019","GF03006842S","Illumina","ITS2"
"14171","NEF_GloFung-its2_659_2019","GF03006841S","Illumina","ITS2"
"14181","NEF_GloFung-its2_659_2019","GF03006840S","Illumina","ITS2"
"14191","NEF_GloFung-its2_659_2019","GF03006839S","Illumina","ITS2"
"14201","NEF_GloFung-its2_659_2019","GF03006838S","Illumina","ITS2"
"14211","NEF_GloFung-its2_659_2019","GF03006837S","Illumina","ITS2"
"14221","NEF_GloFung-its2_659_2019","GF03006836S","Illumina","ITS2"
"14231","NEF_GloFung-its2_659_2019","GF03006835S","Illumina","ITS2"
"14241","NEF_GloFung-its2_659_2019","GF03006834S","Illumina","ITS2"
"14251","NEF_GloFung-its2_659_2019","GF03006833S","Illumina","ITS2"
"14261","NEF_GloFung-its2_659_2019","GF03006832S","Illumina","ITS2"
"14271","NEF_GloFung-its2_659_2019","GF03006831S","Illumina","ITS2"
"14281","NEF_GloFung-its2_659_2019","GF03006830S","Illumina","ITS2"
"14291","NEF_GloFung-its2_659_2019","GF03006829S","Illumina","ITS2"
"14301","NEF_GloFung-its2_659_2019","GF03006828S","Illumina","ITS2"
"14311","NEF_GloFung-its2_659_2019","GF03006827S","Illumina","ITS2"
"14321","NEF_GloFung-its2_659_2019","GF03006826S","Illumina","ITS2"
"14331","NEF_GloFung-its2_659_2019","GF03006825S","Illumina","ITS2"
"14341","NEF_GloFung-its2_660_2019","GF03005834S","Illumina","ITS2"
"14351","NEF_GloFung-its2_661_2019","GF03005833S","Illumina","ITS2"
"14361","NEF_GloFung-its2_661_2019","GF03005832S","Illumina","ITS2"
"14371","NEF_GloFung-its2_661_2019","GF03005831S","Illumina","ITS2"
"14381","NEF_GloFung-its2_662_2019","GF03005830S","Illumina","ITS2"
"14391","NEF_GloFung-its2_660_2019","GF03005829S","Illumina","ITS2"
"14401","NEF_GloFung-its2_660_2019","GF03005828S","Illumina","ITS2"
"14411","NEF_GloFung-its2_660_2019","GF03005827S","Illumina","ITS2"
"14421","NEF_GloFung-its2_661_2019","GF03005826S","Illumina","ITS2"
"14431","NEF_GloFung-its2_660_2019","GF03005825S","Illumina","ITS2"
"14441","NEF_GloFung-its2_660_2019","GF03005824S","Illumina","ITS2"
"14451","NEF_GloFung-its2_662_2019","GF03005823S","Illumina","ITS2"
"14461","NEF_GloFung-its2_662_2019","GF03005822S","Illumina","ITS2"
"14471","NEF_GloFung-its2_661_2019","GF03005821S","Illumina","ITS2"
"14481","NEF_GloFung-its2_662_2019","GF03005820S","Illumina","ITS2"
"14491","NEF_GloFung-its2_661_2019","GF03005819S","Illumina","ITS2"
"14501","NEF_GloFung-its2_660_2019","GF03005818S","Illumina","ITS2"
"14511","NEF_GloFung-its2_663_2019","GF03005817S","Illumina","ITS2"
"14521","NEF_GloFung-its2_663_2019","GF03005816S","Illumina","ITS2"
"14531","NEF_GloFung-its2_660_2019","GF03005815S","Illumina","ITS2"
"14541","NEF_GloFung-its2_661_2019","GF03005814S","Illumina","ITS2"
"14551","NEF_GloFung-its2_660_2019","GF03005813S","Illumina","ITS2"
"14561","NEF_GloFung-its2_662_2019","GF03005812S","Illumina","ITS2"
"14571","NEF_GloFung-its2_661_2019","GF03005811S","Illumina","ITS2"
"14581","NEF_GloFung-its2_663_2019","GF03005810S","Illumina","ITS2"
"14591","NEF_GloFung-its2_662_2019","GF03005809S","Illumina","ITS2"
"14601","NEF_GloFung-its2_662_2019","GF03005808S","Illumina","ITS2"
"14611","NEF_GloFung-its2_662_2019","GF03005807S","Illumina","ITS2"
"14621","NEF_GloFung-its2_662_2019","GF03005806S","Illumina","ITS2"
"14631","NEF_GloFung-its2_663_2019","GF03005805S","Illumina","ITS2"
"14641","NEF_GloFung-its2_662_2019","GF03005804S","Illumina","ITS2"
"14651","NEF_GloFung-its2_660_2019","GF03005803S","Illumina","ITS2"
"14661","NEF_GloFung-its2_663_2019","GF03005802S","Illumina","ITS2"
"14671","NEF_GloFung-its2_663_2019","GF03005801S","Illumina","ITS2"
"14681","NEF_GloFung-its2_663_2019","GF03005800S","Illumina","ITS2"
"14691","NEF_GloFung-its2_663_2019","GF03005799S","Illumina","ITS2"
"14701","NEF_GloFung-its2_663_2019","GF03005798S","Illumina","ITS2"
"14711","NEF_GloFung-its2_663_2019","GF03005797S","Illumina","ITS2"
"14721","NEF_GloFung-its2_661_2019","GF03005796S","Illumina","ITS2"
"14731","NEF_GloFung-its2_663_2019","GF03005795S","Illumina","ITS2"
"14741","NEF_GloFung-its2_661_2019","GF03005794S","Illumina","ITS2"
"14751","NEF_GloFung-its2_662_2019","GF03005793S","Illumina","ITS2"
"14761","NEF_GloFung-its2_662_2019","GF03005792S","Illumina","ITS2"
"14771","NEF_GloFung-its2_662_2019","GF03005791S","Illumina","ITS2"
"14781","NEF_GloFung-its2_661_2019","GF03005790S","Illumina","ITS2"
"14791","NEF_GloFung-its2_660_2019","GF03005789S","Illumina","ITS2"
"14801","NEF_GloFung-its2_662_2019","GF03005788S","Illumina","ITS2"
"14811","NEF_GloFung-its2_662_2019","GF03005787S","Illumina","ITS2"
"14821","NEF_GloFung-its2_663_2019","GF03005786S","Illumina","ITS2"
"14831","NEF_GloFung-its2_662_2019","GF03005785S","Illumina","ITS2"
"14841","NEF_GloFung-its2_663_2019","GF03005784S","Illumina","ITS2"
"14851","NEF_GloFung-its2_663_2019","GF03005783S","Illumina","ITS2"
"14861","NEF_GloFung-its2_663_2019","GF03005782S","Illumina","ITS2"
"14871","NEF_GloFung-its2_660_2019","GF03005781S","Illumina","ITS2"
"14881","NEF_GloFung-its2_661_2019","GF03005780S","Illumina","ITS2"
"14891","NEF_GloFung-its2_663_2019","GF03005779S","Illumina","ITS2"
"14901","NEF_GloFung-its2_660_2019","GF03005778S","Illumina","ITS2"
"14911","NEF_GloFung-its2_660_2019","GF03005777S","Illumina","ITS2"
"14921","NEF_GloFung-its2_660_2019","GF03005776S","Illumina","ITS2"
"14931","NEF_GloFung-its2_663_2019","GF03005775S","Illumina","ITS2"
"14941","NEF_GloFung-its2_662_2019","GF03005774S","Illumina","ITS2"
"14951","NEF_GloFung-its2_663_2019","GF03005773S","Illumina","ITS2"
"14961","NEF_GloFung-its2_661_2019","GF03005772S","Illumina","ITS2"
"14971","NEF_GloFung-its2_663_2019","GF03005771S","Illumina","ITS2"
"14981","NEF_GloFung-its2_662_2019","GF03005770S","Illumina","ITS2"
"14991","NEF_GloFung-its2_660_2019","GF03005769S","Illumina","ITS2"
"15001","NEF_GloFung-its2_660_2019","GF03005768S","Illumina","ITS2"
"15011","NEF_GloFung-its2_661_2019","GF03005767S","Illumina","ITS2"
"15021","NEF_GloFung-its2_663_2019","GF03005766S","Illumina","ITS2"
"15031","NEF_GloFung-its2_661_2019","GF03005765S","Illumina","ITS2"
"15041","NEF_GloFung-its2_661_2019","GF03005764S","Illumina","ITS2"
"15051","NEF_GloFung-its2_663_2019","GF03005763S","Illumina","ITS2"
"15061","NEF_GloFung-its2_662_2019","GF03005762S","Illumina","ITS2"
"15071","NEF_GloFung-its2_660_2019","GF03005761S","Illumina","ITS2"
"15081","NEF_GloFung-its2_660_2019","GF03005760S","Illumina","ITS2"
"15091","NEF_GloFung-its2_661_2019","GF03005759S","Illumina","ITS2"
"15101","NEF_GloFung-its2_662_2019","GF03005758S","Illumina","ITS2"
"15111","NEF_GloFung-its2_660_2019","GF03005757S","Illumina","ITS2"
"15121","NEF_GloFung-its2_662_2019","GF03005756S","Illumina","ITS2"
"15131","NEF_GloFung-its2_660_2019","GF03005755S","Illumina","ITS2"
"15141","NEF_GloFung-its2_661_2019","GF03005754S","Illumina","ITS2"
"15151","NEF_GloFung-its2_661_2019","GF03005753S","Illumina","ITS2"
"15161","NEF_GloFung-its2_662_2019","GF03005752S","Illumina","ITS2"
"15371","NEF_GloFung-its2_672_2019","GF02000516S","Illumina","ITS2"
"15421","NEF_GloFung-its2_677_2019","GF02000463S","Illumina","ITS2"
"15431","NEF_GloFung-its2_678_2019","GF02000454S","Illumina","ITS2"
"15451","NEF_GloFung-its2_680_2019","GF02000422S","Illumina","ITS2"
"15461","NEF_GloFung-its2_681_2019","GF02000419S","Illumina","ITS2"
"15841","NEF_GloFung-its2_686_2017","GF01018360S","IonTorrent","ITS2"
"15851","NEF_GloFung-its2_687_2017","GF01018359S","IonTorrent","ITS2"
"15861","NEF_GloFung-its2_688_2017","GF01018358S","IonTorrent","ITS2"
"15871","NEF_GloFung-its2_689_2017","GF01018357S","IonTorrent","ITS2"
"15881","NEF_GloFung-its2_690_2017","GF01018356S","IonTorrent","ITS2"
"15891","NEF_GloFung-its2_691_2017","GF01018355S","IonTorrent","ITS2"
"15901","NEF_GloFung-its2_692_2017","GF01018354S","IonTorrent","ITS2"
"15911","NEF_GloFung-its2_693_2017","GF01018353S","IonTorrent","ITS2"
"15921","NEF_GloFung-its2_694_2017","GF01018352S","IonTorrent","ITS2"
"15931","NEF_GloFung-its2_695_2017","GF01018351S","IonTorrent","ITS2"
"15941","NEF_GloFung-its2_696_2017","GF01018350S","IonTorrent","ITS2"
"15951","NEF_GloFung-its2_697_2017","GF01018349S","IonTorrent","ITS2"
"15961","NEF_GloFung-its2_698_2017","GF01018348S","IonTorrent","ITS2"
"15971","NEF_GloFung-its2_699_2017","GF01018347S","IonTorrent","ITS2"
"15981","NEF_GloFung-its2_700_2017","GF01018346S","IonTorrent","ITS2"
"15991","NEF_GloFung-its2_701_2017","GF01018345S","IonTorrent","ITS2"
"16001","NEF_GloFung-its2_702_2017","GF01018344S","IonTorrent","ITS2"
"16011","NEF_GloFung-its2_703_2017","GF01018343S","IonTorrent","ITS2"
"16021","NEF_GloFung-its2_704_2017","GF01018342S","IonTorrent","ITS2"
"16031","NEF_GloFung-its2_705_2017","GF01018341S","IonTorrent","ITS2"
"16041","NEF_GloFung-its2_706_2017","GF01018340S","IonTorrent","ITS2"
"16051","NEF_GloFung-its2_707_2017","GF01018339S","IonTorrent","ITS2"
"16061","NEF_GloFung-its2_160_2017","GF01018338S","IonTorrent","ITS2"
"16071","NEF_GloFung-its2_708_2017","GF01018337S","IonTorrent","ITS2"
"16081","NEF_GloFung-its2_709_2016","GF01017000S","IonTorrent","ITS2"
"16091","NEF_GloFung-its2_710_2016","GF01016999S","IonTorrent","ITS2"
"16101","NEF_GloFung-its2_711_2016","GF01016998S","IonTorrent","ITS2"
"16111","NEF_GloFung-its2_712_2016","GF01016997S","IonTorrent","ITS2"
"16121","NEF_GloFung-its2_713_2016","GF01016996S","IonTorrent","ITS2"
"16131","NEF_GloFung-its2_714_2016","GF01016995S","IonTorrent","ITS2"
"16141","NEF_GloFung-its2_715_2016","GF01016994S","IonTorrent","ITS2"
"16151","NEF_GloFung-its2_716_2016","GF01016993S","IonTorrent","ITS2"
"16161","NEF_GloFung-its2_717_2016","GF01016992S","IonTorrent","ITS2"
"16171","NEF_GloFung-its2_718_2016","GF01016991S","IonTorrent","ITS2"
"16181","NEF_GloFung-its2_719_2016","GF01016990S","IonTorrent","ITS2"
"16191","NEF_GloFung-its2_720_2016","GF01016989S","IonTorrent","ITS2"
"16201","NEF_GloFung-its2_721_2016","GF01016988S","IonTorrent","ITS2"
"16211","NEF_GloFung-its2_722_2016","GF01016987S","IonTorrent","ITS2"
"16221","NEF_GloFung-its2_723_2016","GF01016986S","IonTorrent","ITS2"
"16231","NEF_GloFung-its2_724_2016","GF01016985S","IonTorrent","ITS2"
"16241","NEF_GloFung-its2_725_2016","GF01016984S","IonTorrent","ITS2"
"16251","NEF_GloFung-its2_726_2016","GF01016983S","IonTorrent","ITS2"
"16261","NEF_GloFung-its2_727_2016","GF01016982S","IonTorrent","ITS2"
"16271","NEF_GloFung-its2_728_2016","GF01016981S","IonTorrent","ITS2"
"16281","NEF_GloFung-its2_729_2016","GF01016980S","IonTorrent","ITS2"
"17401","NEF_GloFung-its2_175_2014","GF01014841S","454Roche","ITS2"
"17411","NEF_GloFung-its2_731_2014","GF01014840S","454Roche","ITS2"
"17441","NEF_GloFung-its2_733_2014","GF01014810S","454Roche","ITS2"
"17451","NEF_GloFung-its2_734_2014","GF01014808S","454Roche","ITS2"
"17471","NEF_GloFung-its2_177_2014","GF01014796S","454Roche","ITS2"
"17501","NEF_GloFung-its2_737_2014","GF01014788S","454Roche","ITS2"
"17521","NEF_GloFung-its2_739_2014","GF01014786S","454Roche","ITS2"
"17531","NEF_GloFung-its2_740_2014","GF01014779S","454Roche","ITS2"
"17541","NEF_GloFung-its2_741_2014","GF01014774S","454Roche","ITS2"
"17551","NEF_GloFung-its2_737_2014","GF01014771S","454Roche","ITS2"
"17571","NEF_GloFung-its2_743_2014","GF01014764S","454Roche","ITS2"
"17591","NEF_GloFung-its2_745_2014","GF01014746S","454Roche","ITS2"
"17601","NEF_GloFung-its2_746_2014","GF01014745S","454Roche","ITS2"
"17611","NEF_GloFung-its2_747_2014","GF01014732S","454Roche","ITS2"
"17621","NEF_GloFung-its2_748_2014","GF01014731S","454Roche","ITS2"
"17631","NEF_GloFung-its2_158_2014","GF01014730S","454Roche","ITS2"
"17651","NEF_GloFung-its2_749_2014","GF01014722S","454Roche","ITS2"
"17661","NEF_GloFung-its2_746_2014","GF01014714S","454Roche","ITS2"
"17671","NEF_GloFung-its2_750_2014","GF01014706S","454Roche","ITS2"
"17711","NEF_GloFung-its2_753_2014","GF01014680S","454Roche","ITS2"
"17721","NEF_GloFung-its2_284_2014","GF01014676S","454Roche","ITS2"
