PermanentID,Longitude,Latitude,continent,country
GF04007976S,-108.2876,32.74914,North America,USA
GF04007974S,-97.8768,30.18331,North America,USA
GF04007968S,-94.26535,31.09185,North America,USA
GF04007966S,-104.12415,30.69382,North America,USA
GF04007965S,-97.87452,30.18225,North America,USA
GF04007963S,-95.03443,29.39087,North America,USA
GF04007962S,-97.8768,30.18331,North America,USA
GF04007953S,-104.03952,30.34758,North America,USA
GF04007952S,-104.76002,31.95908,North America,USA
GF04007947S,-104.12415,30.69382,North America,USA
GF04007935S,-104.76002,31.95908,North America,USA
GF04007930S,-107.64451,32.03624,North America,USA
GF04007928S,-94.26535,31.09185,North America,USA
GF04007925S,-103.28608,29.27425,North America,USA
GF04007915S,-95.03443,29.39087,North America,USA
GF04007911S,-97.87452,30.18225,North America,USA
GF04007909S,-95.03443,29.39087,North America,USA
GF04007907S,-95.03443,29.39087,North America,USA
GF04007904S,-103.37832,29.23005,North America,USA
GF04007900S,-97.8675,30.1847,North America,USA
GF04007893S,-97.8768,30.18331,North America,USA
GF04007888S,-108.2876,32.74914,North America,USA
GF04007883S,-95.03443,29.39087,North America,USA
GF04007869S,-103.28608,29.27425,North America,USA
GF04007866S,-94.26535,31.09185,North America,USA
GF04007865S,-97.8675,30.1847,North America,USA
GF04007864S,-108.18346,32.79587,North America,USA
GF04007856S,-103.37832,29.23005,North America,USA
GF04007855S,-95.03443,29.39087,North America,USA
GF04007848S,-108.2876,32.74914,North America,USA
GF04007843S,-104.76002,31.95908,North America,USA
GF04007841S,-104.04668,30.34736,North America,USA
GF04007838S,-104.76002,31.95908,North America,USA
GF04007834S,-107.64451,32.03624,North America,USA
GF04007833S,-97.87452,30.18225,North America,USA
GF04007832S,-108.2876,32.74914,North America,USA
GF04007830S,-104.76002,31.95908,North America,USA
GF04007827S,-108.18346,32.79587,North America,USA
GF04007824S,-97.8675,30.1847,North America,USA
GF04007823S,-108.18346,32.79587,North America,USA
GF04007820S,-104.12415,30.69382,North America,USA
GF04007817S,-108.18346,32.79587,North America,USA
GF04007816S,-107.75105,32.16806,North America,USA
GF04007815S,-108.2876,32.74914,North America,USA
GF04007814S,-103.37832,29.23005,North America,USA
GF04007813S,-97.8675,30.1847,North America,USA
GF04007812S,-103.28608,29.27425,North America,USA
GF04007811S,-107.64451,32.03624,North America,USA
GF04007810S,-97.8768,30.18331,North America,USA
GF04007807S,-103.37832,29.23005,North America,USA
GF04007805S,-108.18346,32.79587,North America,USA
GF04007799S,-97.87452,30.18225,North America,USA
GF04007798S,-107.64451,32.03624,North America,USA
GF04007796S,-103.37832,29.23005,North America,USA
GF04007795S,-104.04668,30.34736,North America,USA
GF04007793S,-107.75105,32.16806,North America,USA
GF04007792S,-107.75105,32.16806,North America,USA
GF04007790S,-107.75105,32.16806,North America,USA
GF04007789S,-107.75105,32.16806,North America,USA
GF04007784S,-103.37832,29.23005,North America,USA
GF04007782S,-97.8768,30.18331,North America,USA
GF04007780S,-95.03443,29.39087,North America,USA
GF04007779S,-107.75105,32.16806,North America,USA
GF04007778S,-104.76002,31.95908,North America,USA
GF04007775S,-94.26535,31.09185,North America,USA
GF04007773S,-97.8768,30.18331,North America,USA
GF04007772S,-95.03443,29.39087,North America,USA
GF04007771S,-104.76002,31.95908,North America,USA
GF04007765S,-108.18346,32.79587,North America,USA
GF04007761S,-107.75105,32.16806,North America,USA
GF04007758S,-108.18346,32.79587,North America,USA
GF04007750S,-104.76002,31.95908,North America,USA
GF04007748S,-97.8768,30.18331,North America,USA
GF04007743S,-104.04668,30.34736,North America,USA
GF04007741S,-97.8675,30.1847,North America,USA
GF04007738S,-95.03443,29.39087,North America,USA
GF04007735S,-95.03443,29.39087,North America,USA
GF04007731S,-107.64451,32.03624,North America,USA
GF04007726S,-103.37832,29.23005,North America,USA
GF04007725S,-108.18346,32.79587,North America,USA
GF04007722S,-104.12415,30.69382,North America,USA
GF04007720S,-97.87452,30.18225,North America,USA
GF04007719S,-104.03952,30.34758,North America,USA
GF04007711S,-104.03952,30.34758,North America,USA
GF04007704S,-97.87452,30.18225,North America,USA
GF04007699S,-107.75105,32.16806,North America,USA
GF04007693S,-97.8675,30.1847,North America,USA
GF04007690S,-95.03443,29.39087,North America,USA
GF04007683S,-107.64451,32.03624,North America,USA
GF04007682S,-97.8675,30.1847,North America,USA
GF04007678S,-108.18346,32.79587,North America,USA
GF04007676S,-108.18346,32.79587,North America,USA
GF04007674S,-103.37832,29.23005,North America,USA
GF04007665S,-103.37832,29.23005,North America,USA
GF04007664S,-107.75105,32.16806,North America,USA
GF04007659S,-104.12415,30.69382,North America,USA
GF04007658S,-97.8768,30.18331,North America,USA
GF04007652S,-104.12415,30.69382,North America,USA
GF04007649S,-95.03443,29.39087,North America,USA
GF04007647S,-107.64451,32.03624,North America,USA
GF04007646S,-108.18346,32.79587,North America,USA
GF04007643S,-104.03952,30.34758,North America,USA
GF04007641S,-104.76002,31.95908,North America,USA
GF04007638S,-97.87452,30.18225,North America,USA
GF04007636S,-94.26535,31.09185,North America,USA
GF04007634S,-94.26535,31.09185,North America,USA
GF04007631S,-108.18346,32.79587,North America,USA
GF04007623S,-104.76002,31.95908,North America,USA
GF04007622S,-95.03443,29.39087,North America,USA
GF04007616S,-103.28608,29.27425,North America,USA
GF04007613S,-107.64451,32.03624,North America,USA
GF04007609S,-107.64451,32.03624,North America,USA
GF04007607S,-103.28608,29.27425,North America,USA
GF04007603S,-104.12415,30.69382,North America,USA
GF04007602S,-95.03443,29.39087,North America,USA
GF04007599S,-104.04668,30.34736,North America,USA
GF04007598S,-103.28608,29.27425,North America,USA
GF04007596S,-108.18346,32.79587,North America,USA
GF04007586S,-104.12415,30.69382,North America,USA
GF04007585S,-104.12415,30.69382,North America,USA
GF04007584S,-104.76002,31.95908,North America,USA
GF04007581S,-94.26535,31.09185,North America,USA
GF04007579S,-108.18346,32.79587,North America,USA
GF04007578S,-104.04668,30.34736,North America,USA
GF04007576S,-104.03952,30.34758,North America,USA
GF04007572S,-104.12415,30.69382,North America,USA
GF04007557S,-104.12415,30.69382,North America,USA
GF04007554S,-104.76002,31.95908,North America,USA
GF04007552S,-97.8675,30.1847,North America,USA
GF04007551S,-97.8768,30.18331,North America,USA
GF04007550S,-104.76002,31.95908,North America,USA
GF04007547S,-97.87452,30.18225,North America,USA
GF04007545S,-97.87452,30.18225,North America,USA
GF04007544S,-95.03443,29.39087,North America,USA
GF04007541S,-104.76002,31.95908,North America,USA
GF04007538S,-104.12415,30.69382,North America,USA
GF04007537S,-104.76002,31.95908,North America,USA
GF04007536S,-108.18346,32.79587,North America,USA
GF04007535S,-95.03443,29.39087,North America,USA
GF04007531S,-95.03443,29.39087,North America,USA
GF04007525S,-104.03952,30.34758,North America,USA
GF04007524S,-104.04668,30.34736,North America,USA
GF04007520S,-103.37832,29.23005,North America,USA
GF04007512S,-71.541562,-16.378279,South America,Peru
GF04007511S,-71.541019,-16.372398,South America,Peru
GF04007510S,-71.548939,-16.409991,South America,Peru
GF04007509S,-71.673333,-16.4269722,South America,Peru
GF04007508S,-71.535685,-16.365158,South America,Peru
GF04007507S,-71.592793,-16.368054,South America,Peru
GF04007506S,-71.593083,-16.456254,South America,Peru
GF04007505S,-71.605654,-16.401524,South America,Peru
GF04007504S,-71.558701,-16.356661,South America,Peru
GF04007503S,-71.53447,-16.332262,South America,Peru
GF04007502S,-71.640875,-16.412333,South America,Peru
GF04007501S,-71.631538,-16.427321,South America,Peru
GF04007500S,-48.633333,-23.033333,South America,Brazil
GF04007499S,-48.633333,-23.033333,South America,Brazil
GF04007498S,-48.633333,-23.033333,South America,Brazil
GF04007497S,-48.633333,-23.033333,South America,Brazil
GF04007496S,-48.633333,-23.033333,South America,Brazil
GF04007495S,-48.633333,-23.033333,South America,Brazil
GF04007494S,-48.633333,-23.033333,South America,Brazil
GF04007493S,-48.633333,-23.033333,South America,Brazil
GF04007492S,-48.633333,-23.033333,South America,Brazil
GF04007491S,-48.633333,-23.033333,South America,Brazil
GF04007490S,-48.633333,-23.033333,South America,Brazil
GF04007489S,-48.633333,-23.033333,South America,Brazil
GF04007488S,-48.633333,-23.033333,South America,Brazil
GF04007487S,-48.633333,-23.033333,South America,Brazil
GF04007486S,-48.633333,-23.033333,South America,Brazil
GF04007485S,-48.633333,-23.033333,South America,Brazil
GF04007484S,-48.633333,-23.033333,South America,Brazil
GF04007483S,-48.633333,-23.033333,South America,Brazil
GF04007482S,-48.633333,-23.033333,South America,Brazil
GF04007481S,-48.633333,-23.033333,South America,Brazil
GF04007480S,-48.633333,-23.033333,South America,Brazil
GF04007479S,-48.633333,-23.033333,South America,Brazil
GF04007478S,-48.633333,-23.033333,South America,Brazil
GF04007477S,-48.633333,-23.033333,South America,Brazil
GF04007476S,-48.633333,-23.033333,South America,Brazil
GF04007475S,-48.633333,-23.033333,South America,Brazil
GF04007474S,-48.633333,-23.033333,South America,Brazil
GF04007473S,-48.633333,-23.033333,South America,Brazil
GF04007472S,-48.633333,-23.033333,South America,Brazil
GF04007471S,-48.633333,-23.033333,South America,Brazil
GF04007470S,-48.633333,-23.033333,South America,Brazil
GF04007469S,-48.633333,-23.033333,South America,Brazil
GF04007468S,-48.633333,-23.033333,South America,Brazil
GF04007467S,-48.633333,-23.033333,South America,Brazil
GF04007466S,-48.633333,-23.033333,South America,Brazil
GF04007465S,-48.633333,-23.033333,South America,Brazil
GF04007464S,-48.633333,-23.033333,South America,Brazil
GF04007463S,-48.633333,-23.033333,South America,Brazil
GF04007462S,-48.633333,-23.033333,South America,Brazil
GF04007461S,-48.633333,-23.033333,South America,Brazil
GF04007460S,-48.633333,-23.033333,South America,Brazil
GF04007459S,-48.633333,-23.033333,South America,Brazil
GF04007458S,-48.633333,-23.033333,South America,Brazil
GF04007457S,-48.633333,-23.033333,South America,Brazil
GF04007456S,-48.633333,-23.033333,South America,Brazil
GF04007455S,-48.633333,-23.033333,South America,Brazil
GF04007454S,-48.633333,-23.033333,South America,Brazil
GF04007453S,-48.633333,-23.033333,South America,Brazil
GF04007452S,-48.633333,-23.033333,South America,Brazil
GF04007451S,-48.633333,-23.033333,South America,Brazil
GF04007450S,-48.633333,-23.033333,South America,Brazil
GF04007449S,-48.633333,-23.033333,South America,Brazil
GF04007448S,-48.633333,-23.033333,South America,Brazil
GF04007447S,-48.633333,-23.033333,South America,Brazil
GF04007446S,-48.633333,-23.033333,South America,Brazil
GF04007445S,-48.633333,-23.033333,South America,Brazil
GF04007444S,-48.633333,-23.033333,South America,Brazil
GF04007443S,-48.633333,-23.033333,South America,Brazil
GF04007442S,-48.633333,-23.033333,South America,Brazil
GF04007441S,-48.633333,-23.033333,South America,Brazil
GF04007440S,-48.633333,-23.033333,South America,Brazil
GF04007439S,-48.633333,-23.033333,South America,Brazil
GF04007438S,-48.633333,-23.033333,South America,Brazil
GF04007437S,-48.633333,-23.033333,South America,Brazil
GF04007436S,-48.633333,-23.033333,South America,Brazil
GF04007435S,-48.633333,-23.033333,South America,Brazil
GF04007434S,-48.633333,-23.033333,South America,Brazil
GF04007433S,-48.633333,-23.033333,South America,Brazil
GF04007432S,-48.633333,-23.033333,South America,Brazil
GF04007431S,-48.633333,-23.033333,South America,Brazil
GF04007429S,-60.01995,-2.5708,South America,Brazil
GF04007428S,-70.00263333,-4.32071666,South America,Brazil
GF04007427S,-60.77676667,-3.07933333,South America,Brazil
GF04007426S,-51.46168333,-1.73676666,South America,Brazil
GF04007425S,-70.00603333,-4.32608333,South America,Brazil
GF04007424S,-70.07126667,-4.42538333,South America,Brazil
GF04007423S,-61.44468333,-1.95511666,South America,Brazil
GF04007422S,-70.07526667,-4.42648333,South America,Brazil
GF04007421S,-51.44491667,-1.7403,South America,Brazil
GF04007420S,-51.45273333,-1.71751666,South America,Brazil
GF04007419S,-51.42853333,-1.78038333,South America,Brazil
GF04007418S,-61.44468333,-1.95511666,South America,Brazil
GF04007417S,-51.3872,-1.74335,South America,Brazil
GF04007416S,-70.01043333,-4.33586666,South America,Brazil
GF04007415S,-60.31978333,-2.55518333,South America,Brazil
GF04007414S,-61.44631667,-1.93945,South America,Brazil
GF04007413S,-61.46143333,-1.46143333,South America,Brazil
GF04007412S,-60.31978333,-2.55518333,South America,Brazil
GF04007411S,-51.45631667,-1.73941666,South America,Brazil
GF04007410S,-60.84361667,-3.08725,South America,Brazil
GF04007409S,-61.4529,-1.926,South America,Brazil
GF04007408S,-51.38715,-1.74281666,South America,Brazil
GF04007407S,-51.38725,-1.7431,South America,Brazil
GF04007406S,-51.44491667,-1.7403,South America,Brazil
GF04007405S,-70.02085,-4.34593333,South America,Brazil
GF04007404S,-51.45428333,-1.7245,South America,Brazil
GF04007403S,-61.48538333,-1.96526666,South America,Brazil
GF04007402S,-60.32216667,-2.55621666,South America,Brazil
GF04007401S,-61.48538333,-1.96526666,South America,Brazil
GF04007400S,-51.45273333,-1.71751666,South America,Brazil
GF04007399S,-70.07526667,-4.42648333,South America,Brazil
GF04007398S,-60.32613333,-2.56315,South America,Brazil
GF04007397S,-61.46016667,-1.91293333,South America,Brazil
GF04007396S,-51.46168333,-1.73676666,South America,Brazil
GF04007395S,-60.32283333,-2.56035,South America,Brazil
GF04007394S,-60.32216667,-2.55621666,South America,Brazil
GF04007393S,-61.4529,-1.926,South America,Brazil
GF04007392S,-51.3872,-1.74335,South America,Brazil
GF04007391S,-60.76948333,-3.03988333,South America,Brazil
GF04007390S,-70.01043333,-4.33586666,South America,Brazil
GF04007389S,-60.32081667,-2.55666666,South America,Brazil
GF04007388S,-51.38715,-1.74281666,South America,Brazil
GF04007387S,-60.76948333,-3.03988333,South America,Brazil
GF04007386S,-60.01995,-2.5708,South America,Brazil
GF04007385S,-60.03291667,-2.58758333,South America,Brazil
GF04007384S,-60.32075,-2.566,South America,Brazil
GF04007383S,-51.38725,-1.7431,South America,Brazil
GF04007382S,-70.02735,-4.35276666,South America,Brazil
GF04007381S,-51.45631667,-1.73941666,South America,Brazil
GF04007380S,-51.4586,-1.73831666,South America,Brazil
GF04007379S,-70.02085,-4.34593333,South America,Brazil
GF04007378S,-61.44631667,-1.93945,South America,Brazil
GF04007377S,-70.00291667,-4.32335,South America,Brazil
GF04007376S,-70.05903333,-4.42538333,South America,Brazil
GF04007375S,-70.05903333,-4.42538333,South America,Brazil
GF04007374S,-61.46143333,-1.46143333,South America,Brazil
GF04007373S,-51.41778333,-1.7747,South America,Brazil
GF04007372S,-70.02735,-4.35276666,South America,Brazil
GF04007371S,-60.84361667,-3.08725,South America,Brazil
GF04007370S,-61.46016667,-1.91293333,South America,Brazil
GF04007369S,-60.32283333,-2.56035,South America,Brazil
GF04007368S,-60.32081667,-2.55666666,South America,Brazil
GF04007367S,-70.00263333,-4.32071666,South America,Brazil
GF04007366S,-51.4586,-1.73831666,South America,Brazil
GF04007365S,-60.32613333,-2.56315,South America,Brazil
GF04007364S,-51.42853333,-1.78038333,South America,Brazil
GF04007363S,-51.45428333,-1.7245,South America,Brazil
GF04007362S,-60.77676667,-3.07933333,South America,Brazil
GF04007361S,-70.00603333,-4.32608333,South America,Brazil
GF04007360S,-70.07126667,-4.42538333,South America,Brazil
GF04007359S,-60.03291667,-2.58758333,South America,Brazil
GF04007358S,-51.41043333,-1.77133333,South America,Brazil
GF04007357S,-51.41043333,-1.77133333,South America,Brazil
GF04007356S,-51.41778333,-1.7747,South America,Brazil
GF04007355S,-70.00291667,-4.32335,South America,Brazil
GF04007354S,-60.03063333,-2.58156666,South America,Brazil
GF04001294S,-78.855,-2.959,South America,Ecuador
GF04001293S,-78.8339,-2.936,South America,Ecuador
GF04001292S,-78.842,-2.936,South America,Ecuador
GF04001218S,-48.35194444,-21.30638889,South America,Brazil
GF04001217S,-48.35194444,-21.30638889,South America,Brazil
GF04001216S,-48.35194444,-21.30638889,South America,Brazil
GF04001215S,-48.35194444,-21.30638889,South America,Brazil
GF04001214S,-48.35194444,-21.30638889,South America,Brazil
GF04001213S,-48.35194444,-21.30638889,South America,Brazil
GF04001212S,-48.35194444,-21.30638889,South America,Brazil
GF04001211S,-48.35194444,-21.30638889,South America,Brazil
GF04001210S,-48.35194444,-21.30638889,South America,Brazil
GF03008839S,-72.90038889,11.55251389,South America,Colombia
GF03008836S,-72.89988889,11.55233333,South America,Colombia
GF03008833S,-72.89988889,11.55233333,South America,Colombia
GF03008832S,-72.90097222,11.55316667,South America,Colombia
GF03008831S,-72.90038889,11.55251389,South America,Colombia
GF03007161S,-57.9455556,-35.5986111,South America,Argentina
GF03007160S,-58.0394444,-35.7502778,South America,Argentina
GF03007159S,-58.0605556,-35.7608333,South America,Argentina
GF03007158S,-58.0394444,-35.7502778,South America,Argentina
GF03007157S,-58.0605556,-35.7608333,South America,Argentina
GF03007156S,-57.9455556,-35.5986111,South America,Argentina
GF03007155S,-58.0394444,-35.7502778,South America,Argentina
GF03007154S,-58.0605556,-35.7608333,South America,Argentina
GF03007153S,-57.9455556,-35.5986111,South America,Argentina
GF03006842S,-84.16,10.27,North America,Costa Rica
GF03006841S,-84.16,10.27,North America,Costa Rica
GF03006840S,-84.16,10.27,North America,Costa Rica
GF03006839S,-84.16,10.27,North America,Costa Rica
GF03006838S,-84.16,10.27,North America,Costa Rica
GF03006837S,-84.16,10.27,North America,Costa Rica
GF03006836S,-84.16,10.27,North America,Costa Rica
GF03006835S,-84.16,10.27,North America,Costa Rica
GF03006834S,-84.16,10.27,North America,Costa Rica
GF03006833S,-84.16,10.27,North America,Costa Rica
GF03006832S,-84.16,10.27,North America,Costa Rica
GF03006831S,-84.16,10.27,North America,Costa Rica
GF03006830S,-84.16,10.27,North America,Costa Rica
GF03006829S,-84.16,10.27,North America,Costa Rica
GF03006828S,-84.16,10.27,North America,Costa Rica
GF03006827S,-84.16,10.27,North America,Costa Rica
GF03006826S,-84.16,10.27,North America,Costa Rica
GF03006825S,-84.16,10.27,North America,Costa Rica
GF03005834S,-79.1188,-2.8719,South America,Ecuador
GF03005833S,-79.1436,-2.8433,South America,Ecuador
GF03005832S,-79.1436,-2.8433,South America,Ecuador
GF03005831S,-79.1436,-2.8433,South America,Ecuador
GF03005830S,-79.1747,-2.8405,South America,Ecuador
GF03005829S,-79.1188,-2.8719,South America,Ecuador
GF03005828S,-79.1188,-2.8719,South America,Ecuador
GF03005827S,-79.1188,-2.8719,South America,Ecuador
GF03005826S,-79.1436,-2.8433,South America,Ecuador
GF03005825S,-79.1188,-2.8719,South America,Ecuador
GF03005824S,-79.1188,-2.8719,South America,Ecuador
GF03005823S,-79.1747,-2.8405,South America,Ecuador
GF03005822S,-79.1747,-2.8405,South America,Ecuador
GF03005821S,-79.1436,-2.8433,South America,Ecuador
GF03005820S,-79.1747,-2.8405,South America,Ecuador
GF03005819S,-79.1436,-2.8433,South America,Ecuador
GF03005818S,-79.1188,-2.8719,South America,Ecuador
GF03005817S,-79.1238,-2.8702,South America,Ecuador
GF03005816S,-79.1238,-2.8702,South America,Ecuador
GF03005815S,-79.1188,-2.8719,South America,Ecuador
GF03005814S,-79.1436,-2.8433,South America,Ecuador
GF03005813S,-79.1188,-2.8719,South America,Ecuador
GF03005812S,-79.1747,-2.8405,South America,Ecuador
GF03005811S,-79.1436,-2.8433,South America,Ecuador
GF03005810S,-79.1238,-2.8702,South America,Ecuador
GF03005809S,-79.1747,-2.8405,South America,Ecuador
GF03005808S,-79.1747,-2.8405,South America,Ecuador
GF03005807S,-79.1747,-2.8405,South America,Ecuador
GF03005806S,-79.1747,-2.8405,South America,Ecuador
GF03005805S,-79.1238,-2.8702,South America,Ecuador
GF03005804S,-79.1747,-2.8405,South America,Ecuador
GF03005803S,-79.1188,-2.8719,South America,Ecuador
GF03005802S,-79.1238,-2.8702,South America,Ecuador
GF03005801S,-79.1238,-2.8702,South America,Ecuador
GF03005800S,-79.1238,-2.8702,South America,Ecuador
GF03005799S,-79.1238,-2.8702,South America,Ecuador
GF03005798S,-79.1238,-2.8702,South America,Ecuador
GF03005797S,-79.1238,-2.8702,South America,Ecuador
GF03005796S,-79.1436,-2.8433,South America,Ecuador
GF03005795S,-79.1238,-2.8702,South America,Ecuador
GF03005794S,-79.1436,-2.8433,South America,Ecuador
GF03005793S,-79.1747,-2.8405,South America,Ecuador
GF03005792S,-79.1747,-2.8405,South America,Ecuador
GF03005791S,-79.1747,-2.8405,South America,Ecuador
GF03005790S,-79.1436,-2.8433,South America,Ecuador
GF03005789S,-79.1188,-2.8719,South America,Ecuador
GF03005788S,-79.1747,-2.8405,South America,Ecuador
GF03005787S,-79.1747,-2.8405,South America,Ecuador
GF03005786S,-79.1238,-2.8702,South America,Ecuador
GF03005785S,-79.1747,-2.8405,South America,Ecuador
GF03005784S,-79.1238,-2.8702,South America,Ecuador
GF03005783S,-79.1238,-2.8702,South America,Ecuador
GF03005782S,-79.1238,-2.8702,South America,Ecuador
GF03005781S,-79.1188,-2.8719,South America,Ecuador
GF03005780S,-79.1436,-2.8433,South America,Ecuador
GF03005779S,-79.1238,-2.8702,South America,Ecuador
GF03005778S,-79.1188,-2.8719,South America,Ecuador
GF03005777S,-79.1188,-2.8719,South America,Ecuador
GF03005776S,-79.1188,-2.8719,South America,Ecuador
GF03005775S,-79.1238,-2.8702,South America,Ecuador
GF03005774S,-79.1747,-2.8405,South America,Ecuador
GF03005773S,-79.1238,-2.8702,South America,Ecuador
GF03005772S,-79.1436,-2.8433,South America,Ecuador
GF03005771S,-79.1238,-2.8702,South America,Ecuador
GF03005770S,-79.1747,-2.8405,South America,Ecuador
GF03005769S,-79.1188,-2.8719,South America,Ecuador
GF03005768S,-79.1188,-2.8719,South America,Ecuador
GF03005767S,-79.1436,-2.8433,South America,Ecuador
GF03005766S,-79.1238,-2.8702,South America,Ecuador
GF03005765S,-79.1436,-2.8433,South America,Ecuador
GF03005764S,-79.1436,-2.8433,South America,Ecuador
GF03005763S,-79.1238,-2.8702,South America,Ecuador
GF03005762S,-79.1747,-2.8405,South America,Ecuador
GF03005761S,-79.1188,-2.8719,South America,Ecuador
GF03005760S,-79.1188,-2.8719,South America,Ecuador
GF03005759S,-79.1436,-2.8433,South America,Ecuador
GF03005758S,-79.1747,-2.8405,South America,Ecuador
GF03005757S,-79.1188,-2.8719,South America,Ecuador
GF03005756S,-79.1747,-2.8405,South America,Ecuador
GF03005755S,-79.1188,-2.8719,South America,Ecuador
GF03005754S,-79.1436,-2.8433,South America,Ecuador
GF03005753S,-79.1436,-2.8433,South America,Ecuador
GF03005752S,-79.1747,-2.8405,South America,Ecuador
GF03004312S,-117.225474,32.713756,Pacific Ocean,USA
GF03004306S,-117.225474,32.713756,Pacific Ocean,USA
GF03004233S,-117.225474,32.713756,Pacific Ocean,USA
GF03004224S,-117.225474,32.713756,Pacific Ocean,USA
GF03004205S,-117.225474,32.713756,Pacific Ocean,USA
GF03004192S,-117.225474,32.713756,Pacific Ocean,USA
GF03004136S,-117.225474,32.713756,Pacific Ocean,USA
GF03004130S,-117.225474,32.713756,Pacific Ocean,USA
GF03004068S,-117.225474,32.713756,Pacific Ocean,USA
GF03004057S,-117.225474,32.713756,Pacific Ocean,USA
GF03003971S,-117.225474,32.713756,Pacific Ocean,USA
GF03003969S,-82.330771,9.415447,Atlantic Ocean,Panama
GF03003924S,-82.253791,9.347118,Atlantic Ocean,Panama
GF03003914S,-117.225474,32.713756,Pacific Ocean,USA
GF03003890S,-82.330771,9.415447,Atlantic Ocean,Panama
GF02000534S,-99.655561,22.246529,North America,Mexico
GF02000530S,-99.894557,22.64831,North America,Mexico
GF02000528S,-69.676417,-41.807778,South America,Argentina
GF02000526S,-71.663635,-30.662263,South America,Chile
GF02000522S,-70.524528,-41.0335,South America,Argentina
GF02000516S,-100.420636,22.644511,North America,Mexico
GF02000496S,-71.250724,-29.749902,South America,Chile
GF02000484S,-70.080944,-41.253333,South America,Argentina
GF02000472S,-96.88,31.48,North America,USA
GF02000464S,-100.943528,23.601688,North America,Mexico
GF02000463S,-69.946911,9.666497,South America,Venezuela
GF02000454S,-102.455579,22.352438,North America,Mexico
GF02000448S,-71.244902,-29.311377,South America,Chile
GF02000422S,-54.68333333,-26.73333333,South America,Argentina
GF02000419S,-71.23333333,-12.63333333,South America,Peru
GF02000411S,-71.585444,-31.199813,South America,Chile
GF02000036S,-70.964722,-28.769445,South America,Chile
GF02000035S,-70.964722,-28.769448,South America,Chile
GF02000034S,-70.8394,-27.467576,South America,Chile
GF02000033S,-70.8394,-27.467539,South America,Chile
GF02000032S,-70.8394,-27.467574,South America,Chile
GF02000031S,-70.8394,-27.467598,South America,Chile
GF02000030S,-70.964722,-28.769447,South America,Chile
GF02000029S,-71.02944,-29.2930554,South America,Chile
GF02000028S,-71.02944,-29.2930557,South America,Chile
GF02000027S,-70.8394,-27.467537,South America,Chile
GF02000026S,-71.02944,-29.2930556,South America,Chile
GF02000025S,-70.8394,-27.46754,South America,Chile
GF02000024S,-70.8394,-27.46754,South America,Chile
GF02000023S,-70.8394,-27.46757,South America,Chile
GF02000022S,-70.8394,-27.46757,South America,Chile
GF02000021S,-70.8394,-27.46759,South America,Chile
GF02000020S,-70.8394,-27.46759,South America,Chile
GF02000019S,-70.8394,-27.467578,South America,Chile
GF02000018S,-70.8394,-27.467588,South America,Chile
GF02000017S,-70.8394,-27.467573,South America,Chile
GF02000016S,-70.8394,-27.467538,South America,Chile
GF02000015S,-70.964722,-28.769446,South America,Chile
GF02000014S,-70.964722,-28.769444,South America,Chile
GF02000013S,-71.02944,-29.2930558,South America,Chile
GF02000012S,-70.8394,-27.467579,South America,Chile
GF02000011S,-70.8394,-27.467577,South America,Chile
GF02000010S,-71.02944,-29.2930555,South America,Chile
GF02000009S,-71.02944,-29.2930559,South America,Chile
GF02000008S,-70.8394,-27.46758,South America,Chile
GF02000007S,-70.8394,-27.46758,South America,Chile
GF02000006S,-70.964722,-28.769449,South America,Chile
GF02000005S,-70.8394,-27.467575,South America,Chile
GF02000004S,-70.8394,-27.46755,South America,Chile
GF02000003S,-70.8394,-27.46755,South America,Chile
GF02000002S,-70.8394,-27.46756,South America,Chile
GF02000001S,-70.8394,-27.46756,South America,Chile
GF01018360S,-64.8997,-23.6853,South America,Argentina
GF01018359S,-65.9147,-27.3226,South America,Argentina
GF01018358S,-65.3251,-26.7701,South America,Argentina
GF01018357S,-64.7252,-22.2778,South America,Argentina
GF01018356S,-64.7225,-22.3556,South America,Argentina
GF01018355S,-64.8636,-23.6948,South America,Argentina
GF01018354S,-65.6318,-27.2198,South America,Argentina
GF01018353S,-65.4827,-24.0937,South America,Argentina
GF01018352S,-65.6256,-27.2218,South America,Argentina
GF01018351S,-65.283,-26.8091,South America,Argentina
GF01018350S,-65.4541,-24.1206,South America,Argentina
GF01018349S,-64.7257,-22.3833,South America,Argentina
GF01018348S,-64.7293,-22.399,South America,Argentina
GF01018347S,-64.8659,-23.705,South America,Argentina
GF01018346S,-64.7256,-22.3424,South America,Argentina
GF01018345S,-64.891,-23.6847,South America,Argentina
GF01018344S,-64.8617,-23.6966,South America,Argentina
GF01018343S,-64.851,-23.7522,South America,Argentina
GF01018342S,-64.8503,-23.7571,South America,Argentina
GF01018341S,-65.8781,-27.3335,South America,Argentina
GF01018340S,-64.9019,-23.6823,South America,Argentina
GF01018339S,-64.8534,-23.7554,South America,Argentina
GF01018338S,-64.9345,-23.9188,South America,Argentina
GF01018337S,-65.9513,-27.3309,South America,Argentina
GF01017000S,-65.834263,18.302196,North America,Puerto Rico
GF01016999S,-67.130843,17.951319,North America,Puerto Rico
GF01016998S,-66.869982,17.973813,North America,Puerto Rico
GF01016997S,-67.128362,17.951602,North America,Puerto Rico
GF01016996S,-66.876891,17.981283,North America,Puerto Rico
GF01016995S,-65.839069,18.296329,North America,Puerto Rico
