PermanentID,Longitude,Latitude,continent,country
GF05011074S,-65.8,18.3,North America,Puerto Rico
GF05011073S,-65.8,18.3,North America,Puerto Rico
GF05011072S,-65.8,18.3,North America,Puerto Rico
GF05011071S,-65.8,18.3,North America,Puerto Rico
GF05003613S,-48.412028,-22.783083,South America,Brazil
GF05003612S,-48.411528,-22.782778,South America,Brazil
GF05003611S,-48.412333,-22.783278,South America,Brazil
GF05003610S,-48.412083,-22.783028,South America,Brazil
GF05003609S,-48.39425,-22.817806,South America,Brazil
GF05003608S,-48.393528,-22.818444,South America,Brazil
GF05003607S,-48.392778,-22.818111,South America,Brazil
GF05003606S,-48.393667,-22.818306,South America,Brazil
GF05003605S,-48.401722,-22.814611,South America,Brazil
GF05003604S,-48.40175,-22.81475,South America,Brazil
GF05003603S,-48.401694,-22.814333,South America,Brazil
GF05003602S,-48.401583,-22.814639,South America,Brazil
GF05003601S,-48.495056,-22.893361,South America,Brazil
GF05003600S,-48.495083,-22.893056,South America,Brazil
GF05003599S,-48.493972,-22.892056,South America,Brazil
GF05003598S,-48.453639,-22.891389,South America,Brazil
GF05003597S,-48.460389,-22.870306,South America,Brazil
GF05003596S,-48.495056,-22.893361,South America,Brazil
GF05003595S,-48.495083,-22.893056,South America,Brazil
GF05003594S,-48.493972,-22.892056,South America,Brazil
GF05003593S,-48.460389,-22.870306,South America,Brazil
GF05003592S,-48.453639,-22.891389,South America,Brazil
GF05003591S,-48.410611,-22.786639,South America,Brazil
GF05003590S,-48.410472,-22.787139,South America,Brazil
GF05003589S,-48.408778,-22.786361,South America,Brazil
GF05003588S,-48.408833,-22.786028,South America,Brazil
GF05003587S,-48.506972,-22.885667,South America,Brazil
GF05003586S,-48.506861,-22.885833,South America,Brazil
GF05003585S,-48.506917,-22.885667,South America,Brazil
GF05003584S,-48.506861,-22.885833,South America,Brazil
GF05003583S,-48.393833,-22.817222,South America,Brazil
GF05003582S,-48.394,-22.816694,South America,Brazil
GF05003581S,-48.427806,-22.839194,South America,Brazil
GF05003580S,-48.427694,-22.83925,South America,Brazil
GF05003579S,-48.42775,-22.839444,South America,Brazil
GF05003578S,-48.393833,-22.817222,South America,Brazil
GF05003577S,-48.394,-22.816694,South America,Brazil
GF05003576S,-48.427806,-22.839194,South America,Brazil
GF05003575S,-48.427694,-22.83925,South America,Brazil
GF05003574S,-48.42775,-22.839444,South America,Brazil
GF05003573S,-48.427889,-22.843667,South America,Brazil
GF05003572S,-48.428056,-22.843639,South America,Brazil
GF05003571S,-48.427889,-22.843667,South America,Brazil
GF05003570S,-48.428056,-22.843639,South America,Brazil
GF05001737V,-63.52,-18.17,South America,Bolivia
GF05001736V,-64.38,-17.27,South America,Bolivia
GF05001735V,-63.58,-18.18,South America,Bolivia
GF05001734V,-66.42,-17.66,South America,Bolivia
GF05001733V,-66.75,-17.67,South America,Bolivia
GF05001732V,-66.34,-17.58,South America,Bolivia
GF05001731V,-65.64,-17,South America,Bolivia
GF05001730V,-65.41,-16.98,South America,Bolivia
GF05001716V,-96.41,15.72,North America,Mexico
GF05001715V,-96.47,15.68,North America,Mexico
GF05001714V,-95.78,15.93,North America,Mexico
GF05001713V,-95.32,16.11,North America,Mexico
GF05001712V,-95.02,16.6,North America,Mexico
GF05001711V,-93.88,16.55,North America,Mexico
GF05001710V,-91.69,16.1,North America,Mexico
GF05001709V,-90.83,16.25,North America,Mexico
GF05001708V,-90.89,16.15,North America,Mexico
GF05001707V,-91.31,16.16,North America,Mexico
GF05001706V,-99.19,19.29,North America,Mexico
GF05001705V,-99.37,19.28,North America,Mexico
GF05001704V,-99.37,19.28,North America,Mexico
GF05001703V,-99.1,19,North America,Mexico
GF05001548V,-65.82,18.32,North America,Puerto Rico
GF05001532V,-47.53,-15.52,South America,Brazil
GF05001531V,-47.48,-13.64,South America,Brazil
GF05001530V,-47.82,-14.15,South America,Brazil
GF05001529V,-48.85,-15.81,South America,Brazil
GF05001520V,-59.54,-51.63,South America,Falkland Islands
GF05001519V,-36.5,-54.26,Antarctica,South Georgia
GF05001513V,-99.92,24.4,North America,Mexico
GF05001512V,-99.98,24.52,North America,Mexico
GF05001511V,-100.03,24.75,North America,Mexico
GF05001510V,-101.03,25.35,North America,Mexico
GF05001509V,-100.11,24.73,North America,Mexico
GF05001508V,-100.93,25.25,North America,Mexico
GF05001507V,-100.85,25.25,North America,Mexico
GF05001506V,-100.91,25.25,North America,Mexico
GF05001505V,-100.25,24.02,North America,Mexico
GF05001504V,-100.39,25.22,North America,Mexico
GF05001440V,-87.48,20.2,North America,Mexico
GF05001439V,-89.17,19.96,North America,Mexico
GF05001438V,-90.15,20.86,North America,Mexico
GF05001437V,-90.37,20.94,North America,Mexico
GF05001436S,-73,5.5,South America,Colombia
GF05001427V,-82.95,9.86,North America,Costa Rica
GF05001426V,-84.6,10.22,North America,Costa Rica
GF05001425V,-83.71,9.56,North America,Costa Rica
GF05001411V,-65.63,-27.22,South America,Argentina
GF05001410V,-65.33,-26.77,South America,Argentina
GF05001409V,-64.93,-23.92,South America,Argentina
GF05001408V,-65.91,-27.32,South America,Argentina
GF05001397V,-67.31,-30.21,South America,Argentina
GF05001396V,-67.29,-30.21,South America,Argentina
GF05001395V,-65.6,-30.65,South America,Argentina
GF05001394V,-65.59,-30.63,South America,Argentina
GF05001393V,-66.63,-30.12,South America,Argentina
GF05001392V,-65.01,-30.9,South America,Argentina
GF05001360V,-84.6,10.22,North America,Costa Rica
GF05001359V,-83.71,9.56,North America,Costa Rica
GF05001358V,-52.3,4.94,South America,French Guiana
GF05001357V,-82.95,9.86,North America,Costa Rica
GF05001356V,-80.11,26.04,North America,USA
GF05001335V,-72.17,-40.67,South America,Chile
GF05001334V,-76.62,3.32,South America,Colombia
GF05001333V,-77.35,3.91,South America,Colombia
GF05001332V,-76.63,3.29,South America,Colombia
GF05001331V,-75.49,6.73,South America,Colombia
GF05001288V,-68.38,-54.8,South America,Argentina
GF05001287V,-68.13,-54.69,South America,Argentina
GF05001286V,-68.12,-54.71,South America,Argentina
GF05001285V,-68.58,-54.85,South America,Argentina
GF05001284V,-68.48,-54.81,South America,Argentina
GF05001283V,-71.29,-41.26,South America,Argentina
GF05001282V,-72.88,-49.38,South America,Argentina
GF05001281V,-72.95,-49.26,South America,Argentina
GF05001280V,-72.78,-50.45,South America,Argentina
GF05001279V,-72.87,-49.07,South America,Argentina
GF05001278V,-72.96,-49.2,South America,Argentina
GF05001277V,-71.8,-41.04,South America,Argentina
GF05001276V,-71.55,-41.1,South America,Argentina
GF05001275V,-71.55,-41.09,South America,Argentina
GF05001274V,-52.19,4.57,South America,French Guiana
GF05001273V,-52.21,4.55,South America,French Guiana
GF05001272V,-52.2,4.56,South America,French Guiana
GF05001252V,-81.34,26.94,North America,USA
GF05001194V,-102.6,22.2,North America,Mexico
GF05001193V,-96.64,17.17,North America,Mexico
GF05001192V,-97.3,19.17,North America,Mexico
GF05001185V,-82.27,8.76,North America,Panama
GF05001184V,-82.24,8.76,North America,Panama
GF05001183V,-82.24,8.75,North America,Panama
GF05001182V,-82.22,8.66,North America,Panama
GF05001181V,-82.21,8.68,North America,Panama
GF05001180V,-82.43,8.49,North America,Panama
GF05001179V,-82.22,8.76,North America,Panama
GF05001081V,-80.5,25.51,North America,USA
GF05001008V,-75.42,9.49,South America,Colombia
GF05001007V,-75.46,9.49,South America,Colombia
GF05001006V,-75.2,8.27,South America,Colombia
GF05001005V,-75.12,8.28,South America,Colombia
GF05001004V,-75.13,8.28,South America,Colombia
GF05001003V,-59.63,13.33,South America,Barbados
GF05000967V,-84.69,10.5,North America,Costa Rica
GF05000965V,-83.72,8.64,North America,Costa Rica
GF05000927V,-73.32,-3.83,South America,Peru
GF05000862V,-73,-37.79,South America,Chile
GF05000861V,-73,-37.79,South America,Chile
GF05000829V,-73.43,-40.2,South America,Chile
GF05000828V,-73.02,-37.79,South America,Chile
GF05000827V,-73.01,-37.82,South America,Chile
GF05000826V,-72.2,-40.78,South America,Chile
GF05000825V,-72.2,-40.78,South America,Chile
GF05000804V,-71.73,-44.83,South America,Argentina
GF05000803V,-71.73,-44.83,South America,Argentina
GF05000802V,-67.45,-54.48,South America,Argentina
GF05000801V,-67.44,-54.49,South America,Argentina
GF05000800V,-67.45,-54.48,South America,Argentina
GF05000799V,-67.52,-54.46,South America,Argentina
GF05000798V,-67.52,-54.47,South America,Argentina
GF05000797V,-71.47,-42.78,South America,Argentina
GF05000796V,-71.46,-42.78,South America,Argentina
GF05000795V,-71.28,-41.25,South America,Argentina
GF05000794V,-71.78,-41.23,South America,Argentina
GF05000793V,-71.82,-41.2,South America,Argentina
GF05000792V,-71.47,-40.14,South America,Argentina
GF05000791V,-71.44,-40.12,South America,Argentina
GF05000790V,-71.46,-40.13,South America,Argentina
GF05000789V,-71.68,-40.13,South America,Argentina
GF05000788V,-71.67,-40.13,South America,Argentina
GF05000787V,-71.66,-40.13,South America,Argentina
GF05000786V,-71.66,-40.13,South America,Argentina
GF05000785V,-71.58,-41.35,South America,Argentina
GF05000784V,-71.61,-41.43,South America,Argentina
GF05000783V,-71.55,-41.08,South America,Argentina
GF05000782V,-71.37,-41.15,South America,Argentina
GF05000781V,-73.1,-44.07,South America,Chile
GF05000780V,-82.44,29.74,North America,USA
GF05000779V,-82.22,29.75,North America,USA
GF05000769V,-59.92,5.31,South America,Guyana
GF05000768V,-59.92,5.28,South America,Guyana
GF05000767V,-59.91,5.3,South America,Guyana
GF05000766V,-59.93,5.31,South America,Guyana
GF05000765V,-60.08,5.43,South America,Guyana
GF05000764V,-60.09,5.44,South America,Guyana
GF05000763V,-60.08,5.44,South America,Guyana
GF05000759V,-65.82,18.32,North America,Puerto Rico
GF05000758V,-65.82,18.32,North America,Puerto Rico
GF05000757V,-65.73,18.32,North America,Puerto Rico
GF05000756V,-65.82,18.32,North America,Puerto Rico
GF05000755V,-65.82,18.32,North America,Puerto Rico
GF05000746V,-87.19,21.21,North America,Mexico
GF05000710V,-103.85,20.83,North America,Mexico
GF05000709V,-103.86,20.81,North America,Mexico
GF05000708V,-101.33,19.62,North America,Mexico
GF05000707V,-99.36,19.28,North America,Mexico
GF05000706V,-98.04,19.27,North America,Mexico
GF05000705V,-97.22,19.85,North America,Mexico
GF05000704V,-97.1,19.78,North America,Mexico
GF05000703V,-89.55,20.09,North America,Mexico
GF05000702V,-91.68,16.09,North America,Mexico
GF05000701V,-91.68,16.11,North America,Mexico
GF05000700V,-95.08,18.58,North America,Mexico
GF05000699V,-91.11,16.81,North America,Mexico
GF05000698V,-97.7,19.39,North America,Mexico
GF05000697V,-99.31,19.05,North America,Mexico
GF05000696V,-92.47,17.62,North America,Mexico
GF05000695V,-89.8,18.23,North America,Mexico
GF05000694V,-96.38,17.64,North America,Mexico
GF05000693V,-98.68,20.96,North America,Mexico
GF05000692V,-93.45,16.88,North America,Mexico
GF05000691V,-97.08,15.91,North America,Mexico
GF05000690V,-98.66,19.13,North America,Mexico
GF05000689V,-96.46,17.39,North America,Mexico
GF05000688V,-96.45,17.39,North America,Mexico
GF05000687V,-98.67,20.48,North America,Mexico
GF05000686V,-105.05,19.51,North America,Mexico
GF05000685V,-98.6,20.64,North America,Mexico
GF05000684V,-98.55,20.16,North America,Mexico
GF05000683V,-97.3,18.16,North America,Mexico
GF05000682V,-96.47,17.34,North America,Mexico
GF05000681V,-96.11,15.8,North America,Mexico
GF05000680V,-93.46,16.88,North America,Mexico
GF05000679V,-92.47,17.62,North America,Mexico
GF05000678V,-95.08,18.58,North America,Mexico
GF05000677V,-96.85,19.68,North America,Mexico
GF05000676V,-100.29,19.67,North America,Mexico
GF05000506V,-91,14.78,North America,Guatemala
GF05000505V,-90.88,14.52,North America,Guatemala
GF05000504V,-90.62,14.09,North America,Guatemala
GF05000503V,-90.48,14.05,North America,Guatemala
GF05000502V,-90.42,13.91,North America,Guatemala
GF05000501V,-90.47,14.4,North America,Guatemala
GF05000500V,-87.39,20.26,North America,Mexico
GF05000499V,-88.47,20.75,North America,Mexico
GF05000498V,-88.57,20.68,North America,Mexico
GF05000497V,-91.06,19.08,North America,Mexico
GF05000496V,-90.55,19.77,North America,Mexico
GF05000495V,-90.14,20.86,North America,Mexico
GF05000478V,-54.43,-25.69,South America,Brazil
GF05000477V,-53.96,-25.24,South America,Brazil
GF05000476V,-53.84,-25.16,South America,Brazil
GF05000475V,-53.19,-25.08,South America,Brazil
GF05000474V,-50.4,-25.47,South America,Brazil
GF05000473V,-49.7,-25.47,South America,Brazil
GF05000472V,-48.45,-25.67,South America,Brazil
GF05000471V,-48.87,-25.37,South America,Brazil
GF05000470V,-47.88,-24.6,South America,Brazil
GF05000469V,-46.92,-24.25,South America,Brazil
GF05000468V,-44.76,-22.39,South America,Brazil
GF05000467V,-44.74,-22.36,South America,Brazil
GF05000466V,-44.67,-22.4,South America,Brazil
GF05000465V,-43.56,-22.6,South America,Brazil
GF05000464V,-42.47,-22.64,South America,Brazil
GF05000463V,-41.44,-22.1,South America,Brazil
GF05000462V,-41.35,-22.13,South America,Brazil
GF05000461V,-41.45,-22.09,South America,Brazil
GF05000460V,-41.44,-21.79,South America,Brazil
GF05000459V,-41.29,-21.2,South America,Brazil
GF05000458V,-40.73,-20.69,South America,Brazil
GF05000457V,-39.89,-19.66,South America,Brazil
GF05000456V,-40.01,-19,South America,Brazil
GF05000455V,-39.89,-18.1,South America,Brazil
GF05000454V,-39.57,-16.99,South America,Brazil
GF05000453V,-39.53,-15.88,South America,Brazil
GF05000452V,-39.05,-14.43,South America,Brazil
GF05000451V,-39,-14.16,South America,Brazil
GF05000450V,-39.06,-13.69,South America,Brazil
GF05000449V,-39.2,-12.8,South America,Brazil
GF05000448V,-37.73,-11.77,South America,Brazil
GF05000447V,-37.48,-11.66,South America,Brazil
GF05000446V,-37.48,-11.48,South America,Brazil
GF05000445V,-37.26,-10.97,South America,Brazil
GF05000444V,-36.87,-10.65,South America,Brazil
GF05000443V,-36.84,-10.69,South America,Brazil
GF05000442V,-36.76,-10.63,South America,Brazil
GF05000441V,-36.71,-10.62,South America,Brazil
GF05000440V,-36.91,-10.79,South America,Brazil
GF05000439V,-36.97,-10.76,South America,Brazil
GF05000438V,-37.15,-10.95,South America,Brazil
GF05000437V,-37.29,-10.8,South America,Brazil
GF05000436V,-37.49,-10.59,South America,Brazil
GF05000435V,-38.05,-9.88,South America,Brazil
GF05000434V,-38.47,-8.74,South America,Brazil
GF05000433V,-38.81,-8.68,South America,Brazil
GF05000432V,-39.19,-8.46,South America,Brazil
GF05000431V,-38.93,-7.31,South America,Brazil
GF05000430V,-38.99,-5.64,South America,Brazil
GF05000429V,-39.05,-4.89,South America,Brazil
GF05000428V,-38.88,-4.48,South America,Brazil
GF05000427V,-38.91,-4.41,South America,Brazil
GF05000426V,-38.63,-3.98,South America,Brazil
GF05000418V,-61.64,16.04,North America,Guadeloupe
GF05000417V,-61.74,16.19,North America,Guadeloupe
GF05000416V,-61.8,16.31,North America,Guadeloupe
GF05000415V,-61.26,15.5,North America,Dominica
GF05000414V,-61.34,15.38,North America,Dominica
GF05000413V,-61.34,15.26,North America,Dominica
GF05000412V,-61.32,15.35,North America,Dominica
GF05000411V,-61.47,15.58,North America,Dominica
GF05000410V,-64.53,18.45,South America,Virgin Islands
GF05000409V,-64.66,18.4,South America,Virgin Islands
GF05000408V,-64.71,18.39,South America,Virgin Islands
GF05000407V,-66.97,18.14,North America,Puerto Rico
GF05000406V,-66.95,17.94,North America,Puerto Rico
GF05000405V,-66.49,18.18,North America,Puerto Rico
GF05000404V,-66.07,18.13,North America,Puerto Rico
GF05000403V,-65.75,18.31,North America,Puerto Rico
GF05000402V,-65.91,18.45,North America,Puerto Rico
GF05000401V,-94.54,30.28,North America,USA
GF05000400V,-94.35,30.47,North America,USA
GF05000399V,-94.1,30.36,North America,USA
GF05000398V,-94.64,30.33,North America,USA
GF05000397V,-93.73,30.31,North America,USA
GF05000396V,-94.39,29.57,North America,USA
GF05000395V,-94.63,29.68,North America,USA
GF05000307V,-75.78,20.02,North America,Cuba
GF05000306V,-75.84,19.98,North America,Cuba
GF05000305V,-75.64,20.01,North America,Cuba
GF05000304V,-75.62,20.01,North America,Cuba
GF05000303V,-76.13,20.84,North America,Cuba
GF05000302V,-76.3,20.78,North America,Cuba
GF05000301V,-76.55,20.35,North America,Cuba
GF05000300V,-76.45,20.2,North America,Cuba
GF05000299V,-76.51,20.17,North America,Cuba
GF05000298V,-77.04,21.51,North America,Cuba
GF05000297V,-78.83,22.35,North America,Cuba
GF05000296V,-79.22,22.3,North America,Cuba
GF05000295V,-80.82,22.16,North America,Cuba
GF05000294V,-81.19,22.28,North America,Cuba
GF05000293V,-81.15,22.43,North America,Cuba
GF05000292V,-81.32,22.6,North America,Cuba
GF05000291V,-83.38,22.75,North America,Cuba
GF05000290V,-83.71,22.65,North America,Cuba
GF05000289V,-83.71,22.54,North America,Cuba
GF05000288V,-83.97,22.12,North America,Cuba
GF05000268V,-108.34,32.64,North America,USA
GF05000267V,-108.21,32.95,North America,USA
GF05000266V,-108.22,32.88,North America,USA
GF05000265V,-110.79,32.44,North America,USA
GF05000264V,-110.76,32.44,North America,USA
GF05000213V,-73.83,11.23,South America,Colombia
GF05000212V,-74.01,11.28,South America,Colombia
GF05000211V,-73.7,11.26,South America,Colombia
GF05000210V,-73.67,11.25,South America,Colombia
GF05000209V,-73.6,11.26,South America,Colombia
GF05000208V,-72.18,12.21,South America,Colombia
GF05000207V,-73.12,11.37,South America,Colombia
GF05000206V,-73.93,11.31,South America,Colombia
GF05000097V,-60.03,-2.58,South America,Brazil
GF05000096V,-60.02,-2.57,South America,Brazil
GF05000095V,-60.03,-2.59,South America,Brazil
GF05000094V,-67.68,-54.99,South America,Chile
GF05000093V,-70.98,-53.69,South America,Chile
GF05000092V,-70.29,-33.36,South America,Chile
GF05000091V,-60.32,-2.57,South America,Brazil
GF05000090V,-60.32,-2.56,South America,Brazil
GF05000089V,-60.32,-2.56,South America,Brazil
GF05000088V,-60.33,-2.56,South America,Brazil
GF05000087V,-60.32,-2.56,South America,Brazil
GF05000086V,-60.32,-2.56,South America,Brazil
GF05000085V,-60.77,-3.04,South America,Brazil
GF05000084V,-60.78,-3.08,South America,Brazil
GF05000083V,-60.84,-3.09,South America,Brazil
GF05000082V,-61.49,-1.97,South America,Brazil
GF05000081V,-61.44,-1.96,South America,Brazil
GF05000080V,-61.45,-1.94,South America,Brazil
GF05000079V,-61.45,-1.93,South America,Brazil
GF05000078V,-61.46,-1.91,South America,Brazil
GF05000077V,-61.46,-1.9,South America,Brazil
GF05000076V,-51.39,-1.74,South America,Brazil
GF05000075V,-51.39,-1.74,South America,Brazil
GF05000074V,-51.39,-1.74,South America,Brazil
GF05000073V,-51.42,-1.77,South America,Brazil
GF05000072V,-51.43,-1.77,South America,Brazil
GF05000071V,-51.43,-1.78,South America,Brazil
GF05000070V,-51.46,-1.74,South America,Brazil
GF05000069V,-51.46,-1.74,South America,Brazil
GF05000068V,-51.46,-1.74,South America,Brazil
GF05000067V,-51.45,-1.72,South America,Brazil
GF05000066V,-51.45,-1.72,South America,Brazil
GF05000065V,-51.44,-1.74,South America,Brazil
GF05000064V,-70.03,-4.35,South America,Brazil
GF05000063V,-70.02,-4.35,South America,Brazil
GF05000062V,-70.01,-4.34,South America,Brazil
GF05000061V,-70.08,-4.43,South America,Brazil
GF05000060V,-70.06,-4.42,South America,Brazil
GF05000059V,-70.07,-4.43,South America,Brazil
GF05000058V,-70,-4.32,South America,Brazil
GF05000057V,-70,-4.32,South America,Brazil
GF05000056V,-70.01,-4.33,South America,Brazil
GF05000055V,-75.48,6.75,South America,Colombia
GF05000054V,-75.55,6.5,South America,Colombia
GF05000053V,-74.85,5.89,South America,Colombia
GF05000052V,-74.24,11.18,South America,Colombia
GF05000051V,-69.9,-3.99,South America,Colombia
GF05000050V,-69.89,-4,South America,Colombia
GF05000049V,-69.99,-4.05,South America,Colombia
GF05000048V,-69.9,-4,South America,Colombia
GF05000047V,-69.9,-4.01,South America,Colombia
GF05000046V,-69.9,-4,South America,Colombia
GF05000045V,-73.47,5.72,South America,Colombia
GF05000044V,-73.43,5.72,South America,Colombia
GF05000043V,-75.18,4.88,South America,Colombia
GF05000042V,-75.19,4.88,South America,Colombia
GF05000041V,-75.5,6.26,South America,Colombia
GF05000040V,-75.44,6.15,South America,Colombia
GF05000039V,-75.27,4.92,South America,Colombia
GF05000038V,-75.17,4.88,South America,Colombia
GF05000037V,-75.17,4.88,South America,Colombia
GF05000036V,-73.43,5.77,South America,Colombia
GF05000035V,-72.41,-0.6,South America,Colombia
GF05000034V,-72.4,-0.62,South America,Colombia
GF05000033V,-72.4,-0.62,South America,Colombia
GF05000032V,-72.07,-0.64,South America,Colombia
GF05000031V,-72.09,-0.63,South America,Colombia
GF05000030V,-72.11,-0.56,South America,Colombia
GF05000029V,-72.07,-0.64,South America,Colombia
GF05000028V,-75.47,6.7,South America,Colombia
GF05000027V,-75.47,6.71,South America,Colombia
GF05000026V,-75.49,6.75,South America,Colombia
GF05000025V,-75.13,4.87,South America,Colombia
GF05000025S,-82.880861,8.921667,North America,Costa Rica
GF05000024V,-75.17,4.87,South America,Colombia
GF05000024S,-82.941472,8.878,North America,Costa Rica
GF05000023V,-75.25,4.87,South America,Colombia
GF05000023S,-84.756083,10.275667,North America,Costa Rica
GF05000022V,-69.99,-4.05,South America,Colombia
GF05000022S,-84.841972,10.322889,North America,Costa Rica
GF05000021V,-69.9,-4,South America,Colombia
GF05000021S,-82.999194,8.952694,North America,Costa Rica
GF05000020V,-69.89,-4,South America,Colombia
GF05000020S,-84.8405,10.32525,North America,Costa Rica
GF05000019V,-69.9,-4,South America,Colombia
GF05000019S,-84.843139,10.322583,North America,Costa Rica
GF05000018V,-69.9,-4.01,South America,Colombia
GF05000018S,-84.797028,10.284528,North America,Costa Rica
GF05000017V,-69.9,-4.01,South America,Colombia
GF05000017S,-84.842111,10.327194,North America,Costa Rica
GF05000016V,-69.9,-4.01,South America,Colombia
GF05000016S,-82.952444,8.878,North America,Costa Rica
GF05000015V,-69.9,-4.01,South America,Colombia
GF05000015S,-82.893944,8.909472,North America,Costa Rica
GF05000014V,-71.61,-0.93,South America,Colombia
GF05000014S,-82.828472,8.934556,North America,Costa Rica
GF05000013V,-72.07,-0.64,South America,Colombia
GF05000013S,-82.890389,8.91,North America,Costa Rica
GF05000012V,-72.07,-0.64,South America,Colombia
GF05000012S,-82.949972,8.878472,North America,Costa Rica
GF05000011V,-72.08,-0.64,South America,Colombia
GF05000011S,-82.786611,8.903722,North America,Costa Rica
GF05000010V,-72.39,-0.63,South America,Colombia
GF05000010S,-82.796444,8.901889,North America,Costa Rica
GF05000009V,-72.4,-0.63,South America,Colombia
GF05000009S,-84.904722,10.354528,North America,Costa Rica
GF05000008V,-72.4,-0.64,South America,Colombia
GF05000008S,-84.869806,10.353833,North America,Costa Rica
GF05000007V,-69.9,-3.99,South America,Colombia
GF05000007S,-84.899,10.375306,North America,Costa Rica
GF05000006V,-69.9,-4,South America,Colombia
GF05000006S,-84.841583,10.326889,North America,Costa Rica
GF05000005V,-69.9,-4,South America,Colombia
GF05000005S,-84.841694,10.324389,North America,Costa Rica
GF05000004V,-72.11,-0.56,South America,Colombia
GF05000004S,-84.84275,10.324583,North America,Costa Rica
GF05000003V,-72.09,-0.63,South America,Colombia
GF05000003S,-84.840444,10.32575,North America,Costa Rica
GF05000002V,-72.4,-0.62,South America,Colombia
GF05000002S,-82.950861,8.878083,North America,Costa Rica
GF05000001V,-72.4,-0.62,South America,Colombia
GF05000001S,-82.949111,8.738389,North America,Costa Rica
GF04017647S,-64.86466667,-32.0725556,South America,Argentina
GF04017646S,-64.86466667,-32.0725556,South America,Argentina
GF04017645S,-64.93383333,-32.0506667,South America,Argentina
GF04017644S,-64.75069444,-32.0390278,South America,Argentina
GF04017643S,-64.89566667,-32.0539722,South America,Argentina
GF04017642S,-64.75069444,-32.0390278,South America,Argentina
GF04017641S,-64.86466667,-32.0725556,South America,Argentina
GF04017640S,-64.89566667,-32.0539722,South America,Argentina
GF04017639S,-64.93383333,-32.0506667,South America,Argentina
GF04017638S,-64.75069444,-32.0390278,South America,Argentina
GF04017637S,-64.89566667,-32.0539722,South America,Argentina
GF04017636S,-64.93383333,-32.0506667,South America,Argentina
GF04008187S,-103.37832,29.23005,North America,USA
GF04008186S,-104.04668,30.34736,North America,USA
GF04008185S,-103.28608,29.27425,North America,USA
GF04008184S,-103.37832,29.23005,North America,USA
GF04008179S,-104.04668,30.34736,North America,USA
GF04008171S,-107.75105,32.16806,North America,USA
GF04008169S,-104.04668,30.34736,North America,USA
GF04008167S,-108.2876,32.74914,North America,USA
GF04008166S,-107.64451,32.03624,North America,USA
GF04008165S,-108.2876,32.74914,North America,USA
GF04008161S,-103.28608,29.27425,North America,USA
GF04008159S,-104.03952,30.34758,North America,USA
GF04008158S,-104.04668,30.34736,North America,USA
GF04008149S,-104.03952,30.34758,North America,USA
GF04008144S,-108.2876,32.74914,North America,USA
GF04008143S,-104.03952,30.34758,North America,USA
GF04008139S,-108.2876,32.74914,North America,USA
GF04008136S,-94.26535,31.09185,North America,USA
GF04008135S,-97.8675,30.1847,North America,USA
GF04008133S,-108.18346,32.79587,North America,USA
GF04008132S,-95.03443,29.39087,North America,USA
GF04008131S,-97.87452,30.18225,North America,USA
GF04008130S,-108.18346,32.79587,North America,USA
GF04008125S,-104.76002,31.95908,North America,USA
GF04008121S,-94.26535,31.09185,North America,USA
GF04008115S,-95.03443,29.39087,North America,USA
GF04008113S,-108.18346,32.79587,North America,USA
GF04008108S,-104.04668,30.34736,North America,USA
GF04008107S,-108.18346,32.79587,North America,USA
GF04008105S,-107.64451,32.03624,North America,USA
GF04008104S,-97.8675,30.1847,North America,USA
GF04008098S,-95.03443,29.39087,North America,USA
GF04008094S,-95.03443,29.39087,North America,USA
GF04008086S,-107.64451,32.03624,North America,USA
GF04008080S,-97.8675,30.1847,North America,USA
GF04008078S,-103.28608,29.27425,North America,USA
GF04008077S,-97.8768,30.18331,North America,USA
GF04008073S,-103.28608,29.27425,North America,USA
GF04008071S,-104.03952,30.34758,North America,USA
GF04008067S,-104.76002,31.95908,North America,USA
GF04008062S,-94.26535,31.09185,North America,USA
GF04008061S,-107.75105,32.16806,North America,USA
GF04008060S,-107.75105,32.16806,North America,USA
GF04008058S,-103.28608,29.27425,North America,USA
GF04008054S,-103.28608,29.27425,North America,USA
GF04008050S,-104.76002,31.95908,North America,USA
GF04008047S,-108.2876,32.74914,North America,USA
GF04008046S,-108.18346,32.79587,North America,USA
GF04008044S,-104.76002,31.95908,North America,USA
GF04008043S,-108.18346,32.79587,North America,USA
GF04008042S,-94.26535,31.09185,North America,USA
GF04008041S,-104.76002,31.95908,North America,USA
GF04008033S,-97.8768,30.18331,North America,USA
GF04008031S,-108.18346,32.79587,North America,USA
GF04008030S,-108.18346,32.79587,North America,USA
GF04008027S,-95.03443,29.39087,North America,USA
GF04008025S,-104.76002,31.95908,North America,USA
GF04008021S,-97.8675,30.1847,North America,USA
GF04008020S,-94.26535,31.09185,North America,USA
GF04008017S,-104.04668,30.34736,North America,USA
GF04008015S,-108.18346,32.79587,North America,USA
GF04008011S,-104.76002,31.95908,North America,USA
GF04008010S,-104.76002,31.95908,North America,USA
GF04008007S,-97.8768,30.18331,North America,USA
GF04008003S,-108.2876,32.74914,North America,USA
GF04007995S,-95.03443,29.39087,North America,USA
GF04007991S,-97.87452,30.18225,North America,USA
GF04007989S,-104.03952,30.34758,North America,USA
GF04007987S,-95.03443,29.39087,North America,USA
GF04007986S,-104.76002,31.95908,North America,USA
GF04007978S,-104.03952,30.34758,North America,USA
