PermanentID,Latitude,Longitude,continent,country,paper_id
GF05031235S,-54.263,-36.505,Antarctica,Antarctica,Lebre_2023_BGN
GF05031234S,-54.262,-36.504,Antarctica,Antarctica,Lebre_2023_BGN
GF05031233S,-54.272,-36.516,Antarctica,Antarctica,Lebre_2023_BGN
GF05031232S,-54.262,-36.502,Antarctica,Antarctica,Lebre_2023_BGN
GF05031231S,-54.266,-36.502,Antarctica,Antarctica,Lebre_2023_BGN
GF05030147S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030146S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030145S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030144S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030143S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030142S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030141S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030140S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030139S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030138S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030137S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030136S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030135S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030134S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030133S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030132S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030131S,-40.9818,-71.5261,South America,Argentina,Mujic_2023_ARX
GF05030130S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030129S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030128S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030127S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030126S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030125S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030124S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030123S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030122S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030121S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030120S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030119S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030118S,-40.9799,-71.5249,South America,Argentina,Mujic_2023_ARX
GF05030117S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030116S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030115S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030114S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030113S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030112S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030111S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030110S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030109S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030108S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030107S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030106S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030105S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030104S,-41.3523,-71.517,South America,Argentina,Mujic_2023_ARX
GF05030103S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030102S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030101S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030100S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030099S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030098S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030097S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030096S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030095S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030094S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030093S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030092S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030091S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030090S,-41.1066,-71.5192,South America,Argentina,Mujic_2023_ARX
GF05030089S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030088S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030087S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030086S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030085S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030084S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030083S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030082S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030081S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030080S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030079S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030078S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030077S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030076S,-40.7832,-71.6066,South America,Argentina,Mujic_2023_ARX
GF05030075S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030074S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030073S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030072S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030071S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030070S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030069S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030068S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030067S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030066S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030065S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030064S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030063S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030062S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030061S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030060S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030059S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030058S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030057S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030056S,-41.6765,-71.4561,South America,Argentina,Mujic_2023_ARX
GF05030055S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030054S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030053S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030052S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030051S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030050S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030049S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030048S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030047S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030046S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030045S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030044S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030043S,-41.6763,-71.4565,South America,Argentina,Mujic_2023_ARX
GF05030042S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030041S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030040S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030039S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030038S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030037S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030036S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030035S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030034S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030033S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030032S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030031S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030030S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030029S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030028S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030027S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05030026S,-41.1388,-71.4311,South America,Argentina,Mujic_2023_ARX
GF05026505S,20.483,-97.5025,North America,Mexico,Johnson_2021_ADG
GF05026503S,20.483,-97.5025,North America,Mexico,Johnson_2021_ADG
GF05026500S,20.483,-97.5025,North America,Mexico,Johnson_2021_ADG
GF05026499S,20.483,-97.5025,North America,Mexico,Johnson_2021_ADG
GF05026496S,20.483,-97.5025,North America,Mexico,Johnson_2021_ADG
GF05026495S,20.505,-97.8894,North America,Mexico,Johnson_2021_ADG
GF05026492S,20.505,-97.8894,North America,Mexico,Johnson_2021_ADG
GF05026491S,20.505,-97.8894,North America,Mexico,Johnson_2021_ADG
GF05026490S,20.505,-97.8894,North America,Mexico,Johnson_2021_ADG
GF05026489S,20.505,-97.8894,North America,Mexico,Johnson_2021_ADG
GF05026488S,20.505,-97.8894,North America,Mexico,Johnson_2021_ADG
GF05026487S,20.505,-97.8894,North America,Mexico,Johnson_2021_ADG
GF05026484S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026483S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026482S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026481S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026480S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026479S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026477S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026476S,20.4169,-97.3022,North America,Mexico,Johnson_2021_ADG
GF05026475S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05026474S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05026473S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05026471S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05026469S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05026468S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05026467S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05026466S,20.1791,-96.9036,North America,Mexico,Johnson_2021_ADG
GF05023506S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023505S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023504S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023503S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023502S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023501S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023500S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023499S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023498S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023497S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023496S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023495S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023494S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023493S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023492S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023491S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023490S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023489S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023488S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023487S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023486S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023485S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023484S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023483S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023482S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023481S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023480S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023479S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023478S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023477S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023476S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023475S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023474S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023473S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023472S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05023471S,28.129,-81.716,North America,USA,Nevins_2021_LE
GF05022648S,-51.307525,-60.226703,South America,Falkland Islands,Hargreaves_2018_027D
GF05022647S,-51.307525,-60.226703,South America,Falkland Islands,Hargreaves_2018_027D
GF05022646S,-51.308797,-60.236472,South America,Falkland Islands,Hargreaves_2018_027D
GF05022645S,-51.308797,-60.236472,South America,Falkland Islands,Hargreaves_2018_027D
GF05022644S,-51.308797,-60.236472,South America,Falkland Islands,Hargreaves_2018_027D
GF05022643S,-51.307922,-60.233506,South America,Falkland Islands,Hargreaves_2018_027D
GF05022642S,-51.307922,-60.233506,South America,Falkland Islands,Hargreaves_2018_027D
GF05022641S,-51.307922,-60.233506,South America,Falkland Islands,Hargreaves_2018_027D
GF05022640S,-51.307547,-60.237472,South America,Falkland Islands,Hargreaves_2018_027D
GF05022639S,-51.307547,-60.237472,South America,Falkland Islands,Hargreaves_2018_027D
GF05022638S,-51.307547,-60.237472,South America,Falkland Islands,Hargreaves_2018_027D
GF05022637S,-51.308519,-60.236383,South America,Falkland Islands,Hargreaves_2018_027D
GF05022636S,-51.308519,-60.236383,South America,Falkland Islands,Hargreaves_2018_027D
GF05022635S,-51.308519,-60.236383,South America,Falkland Islands,Hargreaves_2018_027D
GF05022634S,-51.307453,-60.222119,South America,Falkland Islands,Hargreaves_2018_027D
GF05022633S,-51.307453,-60.222119,South America,Falkland Islands,Hargreaves_2018_027D
GF05022632S,-51.307453,-60.222119,South America,Falkland Islands,Hargreaves_2018_027D
GF05022577S,32.966667,-90.733333,North America,USA,Brown_2013_JC
GF05022576S,32.966667,-90.733333,North America,USA,Brown_2013_JC
GF05022575S,32.966667,-90.733333,North America,USA,Brown_2013_JC
GF05022574S,32.966667,-90.733333,North America,USA,Brown_2013_JC
GF05018233S,33.014913,-117.281737,North America,USA,Lin_2021_RK
GF05018232S,33.000836,-117.278305,North America,USA,Lin_2021_RK
GF05018231S,32.995359,-117.275675,North America,USA,Lin_2021_RK
GF05018230S,32.992665,-117.275115,North America,USA,Lin_2021_RK
GF05018191S,32.897725,-117.080372,North America,USA,Lin_2021_RK
GF05018190S,32.898931,-117.074229,North America,USA,Lin_2021_RK
GF05018189S,32.898939,-117.07424,North America,USA,Lin_2021_RK
GF05018188S,32.898847,-117.074433,North America,USA,Lin_2021_RK
GF05018187S,32.893948,-117.094633,North America,USA,Lin_2021_RK
GF05018186S,32.893427,-117.094595,North America,USA,Lin_2021_RK
GF05018145S,32.87572,-117.249609,North America,USA,Lin_2021_RK
GF05018144S,32.876521,-117.249224,North America,USA,Lin_2021_RK
GF05018143S,32.87688,-117.24864,North America,USA,Lin_2021_RK
GF05018142S,32.876289,-117.247355,North America,USA,Lin_2021_RK
GF05018141S,32.876018,-117.247311,North America,USA,Lin_2021_RK
GF05018098S,32.925432,-117.259451,North America,USA,Lin_2021_RK
GF05018097S,32.928249,-117.257244,North America,USA,Lin_2021_RK
GF05018078S,32.795369,-117.227934,North America,USA,Lin_2021_RK
GF05018077S,32.794706,-117.228152,North America,USA,Lin_2021_RK
GF05018076S,32.781087,-117.25379,North America,USA,Lin_2021_RK
GF05018075S,32.759258,-117.254266,North America,USA,Lin_2021_RK
GF05018028S,33.148582,-117.249738,North America,USA,Lin_2021_RK
GF05018026S,32.846362,-117.234297,North America,USA,Lin_2021_RK
GF05018025S,32.849619,-117.23275,North America,USA,Lin_2021_RK
GF05018024S,32.853963,-117.229718,North America,USA,Lin_2021_RK
GF05016744S,-23.51267697,-70.56270724,South America,Chile,Fuentes_2022_WY
GF05016743S,-23.51267697,-70.56270724,South America,Chile,Fuentes_2022_WY
GF05016742S,-23.51471715,-70.56187934,South America,Chile,Fuentes_2022_WY
GF05016741S,-23.51471715,-70.56187934,South America,Chile,Fuentes_2022_WY
GF05016740S,-23.51610219,-70.56244409,South America,Chile,Fuentes_2022_WY
GF05016739S,-23.51610219,-70.56244409,South America,Chile,Fuentes_2022_WY
GF05016738S,-23.51788532,-70.56203424,South America,Chile,Fuentes_2022_WY
GF05016737S,-23.51788532,-70.56203424,South America,Chile,Fuentes_2022_WY
GF05016736S,-23.51942779,-70.56220913,South America,Chile,Fuentes_2022_WY
GF05016735S,-23.51942779,-70.56220913,South America,Chile,Fuentes_2022_WY
GF05016734S,-23.52114477,-70.56209229,South America,Chile,Fuentes_2022_WY
GF05016733S,-23.52114477,-70.56209229,South America,Chile,Fuentes_2022_WY
GF05016732S,-23.52370041,-70.56119207,South America,Chile,Fuentes_2022_WY
GF05016731S,-23.52370041,-70.56119207,South America,Chile,Fuentes_2022_WY
GF05016058S,17.581064,-96.401436,North America,Mexico,Velez_2021_RI
GF05016057S,17.581064,-96.401436,North America,Mexico,Velez_2021_RI
GF05016056S,17.581064,-96.401436,North America,Mexico,Velez_2021_RI
GF05016055S,17.588444,-96.399361,North America,Mexico,Velez_2021_RI
GF05016054S,17.588444,-96.399361,North America,Mexico,Velez_2021_RI
GF05016053S,17.588444,-96.399361,North America,Mexico,Velez_2021_RI
GF05016052S,17.583433,-96.3935,North America,Mexico,Velez_2021_RI
GF05016051S,17.583433,-96.3935,North America,Mexico,Velez_2021_RI
GF05016050S,17.583433,-96.3935,North America,Mexico,Velez_2021_RI
GF05015984S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015983S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015982S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015981S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015980S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015979S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015978S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015977S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015976S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015975S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015974S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015973S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015972S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015971S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015970S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015969S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015968S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015967S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015966S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015965S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015964S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015963S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015962S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015961S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015960S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015959S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015958S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015957S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015956S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015955S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015954S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015953S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015952S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015951S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015950S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015949S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015948S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015947S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015946S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015945S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015944S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015943S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015942S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015941S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015940S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015939S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015938S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015937S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015936S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015935S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015934S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015933S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015932S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015931S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015930S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015929S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015928S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015927S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015926S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015925S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015924S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015923S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015922S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015921S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015920S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015919S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015918S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015917S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015916S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015915S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015914S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015913S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015912S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015911S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015910S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015909S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015908S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015907S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015906S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05015905S,28.11,-81.71,North America,USA,Nevins_2022_VH
GF05014667S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014666S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014665S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014664S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014663S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014662S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014661S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014660S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014659S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014658S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014657S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014656S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014655S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014654S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014653S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014652S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014651S,-31.4519,-68.7087167,South America,Argentina,Aguilar_2020_JS
GF05014650S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014649S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014648S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014646S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014645S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014644S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014643S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014642S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014640S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014639S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014638S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014637S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014636S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014635S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014634S,-31.47345,-68.7581,South America,Argentina,Aguilar_2020_JS
GF05014287S,4.8764,-52.2608,South America,France,Donald_2021_SQ
GF05014286S,4.8764,-52.2608,South America,France,Donald_2021_SQ
GF05014285S,4.8764,-52.2608,South America,France,Donald_2021_SQ
GF05014284S,4.8764,-52.2608,South America,France,Donald_2021_SQ
GF05014283S,4.8764,-52.2608,South America,France,Donald_2021_SQ
GF05014282S,4.8764,-52.2608,South America,France,Donald_2021_SQ
GF05014281S,4.8764,-52.2608,South America,France,Donald_2021_SQ
GF05014280S,4.8764,-52.2608,South America,France,Donald_2021_SQ
