PermanentID,Latitude,Longitude,continent,country,paper_id
GF05001520V,-51.63,-59.54,South America,Falkland Islands,Tedersoo_2021_TJ
GF05001519V,-54.26,-36.5,Antarctica,South Georgia,Tedersoo_2021_TJ
GF05001513V,24.4,-99.92,North America,Mexico,Tedersoo_2021_TJ
GF05001512V,24.52,-99.98,North America,Mexico,Tedersoo_2021_TJ
GF05001511V,24.75,-100.03,North America,Mexico,Tedersoo_2021_TJ
GF05001510V,25.35,-101.03,North America,Mexico,Tedersoo_2021_TJ
GF05001509V,24.73,-100.11,North America,Mexico,Tedersoo_2021_TJ
GF05001508V,25.25,-100.93,North America,Mexico,Tedersoo_2021_TJ
GF05001507V,25.25,-100.85,North America,Mexico,Tedersoo_2021_TJ
GF05001506V,25.25,-100.91,North America,Mexico,Tedersoo_2021_TJ
GF05001505V,24.02,-100.25,North America,Mexico,Tedersoo_2021_TJ
GF05001504V,25.22,-100.39,North America,Mexico,Tedersoo_2021_TJ
GF05001440V,20.2,-87.48,North America,Mexico,Tedersoo_2021_TJ
GF05001439V,19.96,-89.17,North America,Mexico,Tedersoo_2021_TJ
GF05001438V,20.86,-90.15,North America,Mexico,Tedersoo_2021_TJ
GF05001437V,20.94,-90.37,North America,Mexico,Tedersoo_2021_TJ
GF05001427V,9.86,-82.95,North America,Costa Rica,Tedersoo_2021_TJ
GF05001426V,10.22,-84.6,North America,Costa Rica,Tedersoo_2021_TJ
GF05001425V,9.56,-83.71,North America,Costa Rica,Tedersoo_2021_TJ
GF05001411V,-27.22,-65.63,South America,Argentina,Tedersoo_2021_TJ
GF05001410V,-26.77,-65.33,South America,Argentina,Tedersoo_2021_TJ
GF05001409V,-23.92,-64.93,South America,Argentina,Tedersoo_2021_TJ
GF05001408V,-27.32,-65.91,South America,Argentina,Tedersoo_2021_TJ
GF05001397V,-30.21,-67.31,South America,Argentina,Tedersoo_2021_TJ
GF05001396V,-30.21,-67.29,South America,Argentina,Tedersoo_2021_TJ
GF05001395V,-30.65,-65.6,South America,Argentina,Tedersoo_2021_TJ
GF05001394V,-30.63,-65.59,South America,Argentina,Tedersoo_2021_TJ
GF05001393V,-30.12,-66.63,South America,Argentina,Tedersoo_2021_TJ
GF05001392V,-30.9,-65.01,South America,Argentina,Tedersoo_2021_TJ
GF05001360V,10.22,-84.6,North America,Costa Rica,Tedersoo_2021_TJ
GF05001359V,9.56,-83.71,North America,Costa Rica,Tedersoo_2021_TJ
GF05001358V,4.94,-52.3,South America,French Guiana,Tedersoo_2021_TJ
GF05001357V,9.86,-82.95,North America,Costa Rica,Tedersoo_2021_TJ
GF05001356V,26.04,-80.11,North America,USA,Tedersoo_2021_TJ
GF05001335V,-40.67,-72.17,South America,Chile,Tedersoo_2021_TJ
GF05001334V,3.32,-76.62,South America,Colombia,Tedersoo_2021_TJ
GF05001333V,3.91,-77.35,South America,Colombia,Tedersoo_2021_TJ
GF05001332V,3.29,-76.63,South America,Colombia,Tedersoo_2021_TJ
GF05001331V,6.73,-75.49,South America,Colombia,Tedersoo_2021_TJ
GF05001288V,-54.8,-68.38,South America,Argentina,Tedersoo_2021_TJ
GF05001287V,-54.69,-68.13,South America,Argentina,Tedersoo_2021_TJ
GF05001286V,-54.71,-68.12,South America,Argentina,Tedersoo_2021_TJ
GF05001285V,-54.85,-68.58,South America,Argentina,Tedersoo_2021_TJ
GF05001284V,-54.81,-68.48,South America,Argentina,Tedersoo_2021_TJ
GF05001283V,-41.26,-71.29,South America,Argentina,Tedersoo_2021_TJ
GF05001282V,-49.38,-72.88,South America,Argentina,Tedersoo_2021_TJ
GF05001281V,-49.26,-72.95,South America,Argentina,Tedersoo_2021_TJ
GF05001280V,-50.45,-72.78,South America,Argentina,Tedersoo_2021_TJ
GF05001279V,-49.07,-72.87,South America,Argentina,Tedersoo_2021_TJ
GF05001278V,-49.2,-72.96,South America,Argentina,Tedersoo_2021_TJ
GF05001277V,-41.04,-71.8,South America,Argentina,Tedersoo_2021_TJ
GF05001276V,-41.1,-71.55,South America,Argentina,Tedersoo_2021_TJ
GF05001275V,-41.09,-71.55,South America,Argentina,Tedersoo_2021_TJ
GF05001274V,4.57,-52.19,South America,French Guiana,Tedersoo_2021_TJ
GF05001273V,4.55,-52.21,South America,French Guiana,Tedersoo_2021_TJ
GF05001272V,4.56,-52.2,South America,French Guiana,Tedersoo_2021_TJ
GF05001252V,26.94,-81.34,North America,USA,Tedersoo_2021_TJ
GF05001194V,22.2,-102.6,North America,Mexico,Tedersoo_2021_TJ
GF05001193V,17.17,-96.64,North America,Mexico,Tedersoo_2021_TJ
GF05001192V,19.17,-97.3,North America,Mexico,Tedersoo_2021_TJ
GF05001185V,8.76,-82.27,North America,Panama,Tedersoo_2021_TJ
GF05001184V,8.76,-82.24,North America,Panama,Tedersoo_2021_TJ
GF05001183V,8.75,-82.24,North America,Panama,Tedersoo_2021_TJ
GF05001182V,8.66,-82.22,North America,Panama,Tedersoo_2021_TJ
GF05001181V,8.68,-82.21,North America,Panama,Tedersoo_2021_TJ
GF05001180V,8.49,-82.43,North America,Panama,Tedersoo_2021_TJ
GF05001179V,8.76,-82.22,North America,Panama,Tedersoo_2021_TJ
GF05001081V,25.51,-80.5,North America,USA,Tedersoo_2021_TJ
GF05001008V,9.49,-75.42,South America,Colombia,Tedersoo_2021_TJ
GF05001007V,9.49,-75.46,South America,Colombia,Tedersoo_2021_TJ
GF05001006V,8.27,-75.2,South America,Colombia,Tedersoo_2021_TJ
GF05001005V,8.28,-75.12,South America,Colombia,Tedersoo_2021_TJ
GF05001004V,8.28,-75.13,South America,Colombia,Tedersoo_2021_TJ
GF05001003V,13.33,-59.63,South America,Barbados,Tedersoo_2021_TJ
GF05000967V,10.5,-84.69,North America,Costa Rica,Tedersoo_2021_TJ
GF05000965V,8.64,-83.72,North America,Costa Rica,Tedersoo_2021_TJ
GF05000927V,-3.83,-73.32,South America,Peru,Tedersoo_2021_TJ
GF05000862V,-37.79,-73,South America,Chile,Tedersoo_2021_TJ
GF05000861V,-37.79,-73,South America,Chile,Tedersoo_2021_TJ
GF05000829V,-40.2,-73.43,South America,Chile,Tedersoo_2021_TJ
GF05000828V,-37.79,-73.02,South America,Chile,Tedersoo_2021_TJ
GF05000827V,-37.82,-73.01,South America,Chile,Tedersoo_2021_TJ
GF05000826V,-40.78,-72.2,South America,Chile,Tedersoo_2021_TJ
GF05000825V,-40.78,-72.2,South America,Chile,Tedersoo_2021_TJ
GF05000804V,-44.83,-71.73,South America,Argentina,Tedersoo_2021_TJ
GF05000803V,-44.83,-71.73,South America,Argentina,Tedersoo_2021_TJ
GF05000802V,-54.48,-67.45,South America,Argentina,Tedersoo_2021_TJ
GF05000801V,-54.49,-67.44,South America,Argentina,Tedersoo_2021_TJ
GF05000800V,-54.48,-67.45,South America,Argentina,Tedersoo_2021_TJ
GF05000799V,-54.46,-67.52,South America,Argentina,Tedersoo_2021_TJ
GF05000798V,-54.47,-67.52,South America,Argentina,Tedersoo_2021_TJ
GF05000797V,-42.78,-71.47,South America,Argentina,Tedersoo_2021_TJ
GF05000796V,-42.78,-71.46,South America,Argentina,Tedersoo_2021_TJ
GF05000795V,-41.25,-71.28,South America,Argentina,Tedersoo_2021_TJ
GF05000794V,-41.23,-71.78,South America,Argentina,Tedersoo_2021_TJ
GF05000793V,-41.2,-71.82,South America,Argentina,Tedersoo_2021_TJ
GF05000792V,-40.14,-71.47,South America,Argentina,Tedersoo_2021_TJ
GF05000791V,-40.12,-71.44,South America,Argentina,Tedersoo_2021_TJ
GF05000790V,-40.13,-71.46,South America,Argentina,Tedersoo_2021_TJ
GF05000789V,-40.13,-71.68,South America,Argentina,Tedersoo_2021_TJ
GF05000788V,-40.13,-71.67,South America,Argentina,Tedersoo_2021_TJ
GF05000787V,-40.13,-71.66,South America,Argentina,Tedersoo_2021_TJ
GF05000786V,-40.13,-71.66,South America,Argentina,Tedersoo_2021_TJ
GF05000785V,-41.35,-71.58,South America,Argentina,Tedersoo_2021_TJ
GF05000784V,-41.43,-71.61,South America,Argentina,Tedersoo_2021_TJ
GF05000783V,-41.08,-71.55,South America,Argentina,Tedersoo_2021_TJ
GF05000782V,-41.15,-71.37,South America,Argentina,Tedersoo_2021_TJ
GF05000781V,-44.07,-73.1,South America,Chile,Tedersoo_2021_TJ
GF05000780V,29.74,-82.44,North America,USA,Tedersoo_2021_TJ
GF05000779V,29.75,-82.22,North America,USA,Tedersoo_2021_TJ
GF05000769V,5.31,-59.92,South America,Guyana,Tedersoo_2021_TJ
GF05000768V,5.28,-59.92,South America,Guyana,Tedersoo_2021_TJ
GF05000767V,5.3,-59.91,South America,Guyana,Tedersoo_2021_TJ
GF05000766V,5.31,-59.93,South America,Guyana,Tedersoo_2021_TJ
GF05000765V,5.43,-60.08,South America,Guyana,Tedersoo_2021_TJ
GF05000764V,5.44,-60.09,South America,Guyana,Tedersoo_2021_TJ
GF05000763V,5.44,-60.08,South America,Guyana,Tedersoo_2021_TJ
GF05000759V,18.32,-65.82,North America,Puerto Rico,Tedersoo_2021_TJ
GF05000758V,18.32,-65.82,North America,Puerto Rico,Tedersoo_2021_TJ
GF05000757V,18.32,-65.73,North America,Puerto Rico,Tedersoo_2021_TJ
GF05000756V,18.32,-65.82,North America,Puerto Rico,Tedersoo_2021_TJ
GF05000755V,18.32,-65.82,North America,Puerto Rico,Tedersoo_2021_TJ
GF05000746V,21.21,-87.19,North America,Mexico,Tedersoo_2021_TJ
GF05000710V,20.83,-103.85,North America,Mexico,Tedersoo_2021_TJ
GF05000709V,20.81,-103.86,North America,Mexico,Tedersoo_2021_TJ
GF05000708V,19.62,-101.33,North America,Mexico,Tedersoo_2021_TJ
GF05000707V,19.28,-99.36,North America,Mexico,Tedersoo_2021_TJ
GF05000706V,19.27,-98.04,North America,Mexico,Tedersoo_2021_TJ
GF05000705V,19.85,-97.22,North America,Mexico,Tedersoo_2021_TJ
GF05000704V,19.78,-97.1,North America,Mexico,Tedersoo_2021_TJ
GF05000703V,20.09,-89.55,North America,Mexico,Tedersoo_2021_TJ
GF05000702V,16.09,-91.68,North America,Mexico,Tedersoo_2021_TJ
GF05000701V,16.11,-91.68,North America,Mexico,Tedersoo_2021_TJ
GF05000700V,18.58,-95.08,North America,Mexico,Tedersoo_2021_TJ
GF05000699V,16.81,-91.11,North America,Mexico,Tedersoo_2021_TJ
GF05000698V,19.39,-97.7,North America,Mexico,Tedersoo_2021_TJ
GF05000698S,30.2937652,-90.33640411,North America,USA,Farrer_2021_MM
GF05000697V,19.05,-99.31,North America,Mexico,Tedersoo_2021_TJ
GF05000697S,30.29372738,-90.33648517,North America,USA,Farrer_2021_MM
GF05000696V,17.62,-92.47,North America,Mexico,Tedersoo_2021_TJ
GF05000696S,30.29372722,-90.33657425,North America,USA,Farrer_2021_MM
GF05000695V,18.23,-89.8,North America,Mexico,Tedersoo_2021_TJ
GF05000695S,30.29366646,-90.33665678,North America,USA,Farrer_2021_MM
GF05000694V,17.64,-96.38,North America,Mexico,Tedersoo_2021_TJ
GF05000694S,30.29374068,-90.33719859,North America,USA,Farrer_2021_MM
GF05000693V,20.96,-98.68,North America,Mexico,Tedersoo_2021_TJ
GF05000693S,30.29378143,-90.33728859,North America,USA,Farrer_2021_MM
GF05000692V,16.88,-93.45,North America,Mexico,Tedersoo_2021_TJ
GF05000692S,30.29379529,-90.33739935,North America,USA,Farrer_2021_MM
GF05000691V,15.91,-97.08,North America,Mexico,Tedersoo_2021_TJ
GF05000691S,30.29365379,-90.33629256,North America,USA,Farrer_2021_MM
GF05000690V,19.13,-98.66,North America,Mexico,Tedersoo_2021_TJ
GF05000690S,30.2935843,-90.33636715,North America,USA,Farrer_2021_MM
GF05000689V,17.39,-96.46,North America,Mexico,Tedersoo_2021_TJ
GF05000689S,30.29350857,-90.3364148,North America,USA,Farrer_2021_MM
GF05000688V,17.39,-96.45,North America,Mexico,Tedersoo_2021_TJ
GF05000688S,30.29348278,-90.33651315,North America,USA,Farrer_2021_MM
GF05000687V,20.48,-98.67,North America,Mexico,Tedersoo_2021_TJ
GF05000687S,30.29350586,-90.33663423,North America,USA,Farrer_2021_MM
GF05000686V,19.51,-105.05,North America,Mexico,Tedersoo_2021_TJ
GF05000686S,30.2935559,-90.33669328,North America,USA,Farrer_2021_MM
GF05000685V,20.64,-98.6,North America,Mexico,Tedersoo_2021_TJ
GF05000685S,30.29366792,-90.33721348,North America,USA,Farrer_2021_MM
GF05000684V,20.16,-98.55,North America,Mexico,Tedersoo_2021_TJ
GF05000684S,30.29356131,-90.33717931,North America,USA,Farrer_2021_MM
GF05000683V,18.16,-97.3,North America,Mexico,Tedersoo_2021_TJ
GF05000683S,30.29345294,-90.33673911,North America,USA,Farrer_2021_MM
GF05000682V,17.34,-96.47,North America,Mexico,Tedersoo_2021_TJ
GF05000682S,30.29339129,-90.33665179,North America,USA,Farrer_2021_MM
GF05000681V,15.8,-96.11,North America,Mexico,Tedersoo_2021_TJ
GF05000681S,30.29338344,-90.33653084,North America,USA,Farrer_2021_MM
GF05000680V,16.88,-93.46,North America,Mexico,Tedersoo_2021_TJ
GF05000680S,30.29340157,-90.33638461,North America,USA,Farrer_2021_MM
GF05000679V,17.62,-92.47,North America,Mexico,Tedersoo_2021_TJ
GF05000679S,30.29350759,-90.33628357,North America,USA,Farrer_2021_MM
GF05000678V,18.58,-95.08,North America,Mexico,Tedersoo_2021_TJ
GF05000678S,30.29356245,-90.33622949,North America,USA,Farrer_2021_MM
GF05000677V,19.68,-96.85,North America,Mexico,Tedersoo_2021_TJ
GF05000677S,30.23715949,-89.62406663,North America,USA,Farrer_2021_MM
GF05000676V,19.67,-100.29,North America,Mexico,Tedersoo_2021_TJ
GF05000676S,30.23706895,-89.62407391,North America,USA,Farrer_2021_MM
GF05000675S,30.23688775,-89.62401283,North America,USA,Farrer_2021_MM
GF05000674S,30.23680961,-89.62407804,North America,USA,Farrer_2021_MM
GF05000673S,30.23671213,-89.62416507,North America,USA,Farrer_2021_MM
GF05000672S,30.23664481,-89.62423639,North America,USA,Farrer_2021_MM
GF05000671S,30.23662574,-89.62413078,North America,USA,Farrer_2021_MM
GF05000670S,30.2366849,-89.62406339,North America,USA,Farrer_2021_MM
GF05000669S,30.23676857,-89.62398522,North America,USA,Farrer_2021_MM
GF05000668S,30.23683912,-89.62391547,North America,USA,Farrer_2021_MM
GF05000667S,30.23691001,-89.62385951,North America,USA,Farrer_2021_MM
GF05000666S,30.23703638,-89.62381834,North America,USA,Farrer_2021_MM
GF05000665S,30.23701418,-89.62409045,North America,USA,Farrer_2021_MM
GF05000664S,30.23714334,-89.62382626,North America,USA,Farrer_2021_MM
GF05000663S,30.23678881,-89.62417545,North America,USA,Farrer_2021_MM
GF05000662S,30.23671007,-89.62426598,North America,USA,Farrer_2021_MM
GF05000661S,30.23662223,-89.62431263,North America,USA,Farrer_2021_MM
GF05000660S,30.2363901,-89.62449935,North America,USA,Farrer_2021_MM
GF05000659S,30.23715718,-89.62393918,North America,USA,Farrer_2021_MM
GF05000658S,30.23705664,-89.62392442,North America,USA,Farrer_2021_MM
GF05000657S,30.23696142,-89.62397458,North America,USA,Farrer_2021_MM
GF05000656S,29.2508898,-90.66601292,North America,USA,Farrer_2021_MM
GF05000655S,29.25086712,-90.66601411,North America,USA,Farrer_2021_MM
GF05000654S,29.25084593,-90.66601588,North America,USA,Farrer_2021_MM
GF05000653S,29.25081327,-90.66602019,North America,USA,Farrer_2021_MM
GF05000652S,29.25078394,-90.66601695,North America,USA,Farrer_2021_MM
GF05000651S,29.25077809,-90.66606353,North America,USA,Farrer_2021_MM
GF05000650S,29.25075132,-90.66608949,North America,USA,Farrer_2021_MM
GF05000649S,29.25074878,-90.66614631,North America,USA,Farrer_2021_MM
GF05000648S,29.25077442,-90.66613447,North America,USA,Farrer_2021_MM
GF05000647S,29.25079843,-90.66611573,North America,USA,Farrer_2021_MM
GF05000646S,29.25082735,-90.66608958,North America,USA,Farrer_2021_MM
GF05000645S,29.25085698,-90.66608554,North America,USA,Farrer_2021_MM
GF05000644S,29.25088191,-90.66606979,North America,USA,Farrer_2021_MM
GF05000643S,29.2509102,-90.66604743,North America,USA,Farrer_2021_MM
GF05000642S,29.25095597,-90.66610789,North America,USA,Farrer_2021_MM
GF05000641S,29.25093616,-90.66612963,North America,USA,Farrer_2021_MM
GF05000640S,29.25091326,-90.6661421,North America,USA,Farrer_2021_MM
GF05000639S,29.2508888,-90.66616398,North America,USA,Farrer_2021_MM
GF05000638S,29.25085946,-90.66616075,North America,USA,Farrer_2021_MM
GF05000637S,29.25083879,-90.66617102,North America,USA,Farrer_2021_MM
GF05000636S,29.25080393,-90.66620404,North America,USA,Farrer_2021_MM
GF05000635S,29.25304324,-90.66293811,North America,USA,Farrer_2021_MM
GF05000634S,29.25302301,-90.66292281,North America,USA,Farrer_2021_MM
GF05000633S,29.25299963,-90.66291543,North America,USA,Farrer_2021_MM
GF05000632S,29.25298386,-90.66292104,North America,USA,Farrer_2021_MM
GF05000631S,29.25296089,-90.66292512,North America,USA,Farrer_2021_MM
GF05000630S,29.25294638,-90.66294087,North America,USA,Farrer_2021_MM
GF05000629S,29.25294636,-90.66296703,North America,USA,Farrer_2021_MM
GF05000628S,29.25300276,-90.66302717,North America,USA,Farrer_2021_MM
GF05000627S,29.2530143,-90.66304732,North America,USA,Farrer_2021_MM
GF05000626S,29.25305189,-90.66305118,North America,USA,Farrer_2021_MM
GF05000625S,29.25307033,-90.66303549,North America,USA,Farrer_2021_MM
GF05000624S,29.25305899,-90.66301977,North America,USA,Farrer_2021_MM
GF05000623S,29.25305699,-90.66299501,North America,USA,Farrer_2021_MM
GF05000622S,29.25308558,-90.66295176,North America,USA,Farrer_2021_MM
GF05000621S,29.2529943,-90.6631412,North America,USA,Farrer_2021_MM
GF05000620S,29.25302893,-90.6631323,North America,USA,Farrer_2021_MM
GF05000619S,29.25306765,-90.66315854,North America,USA,Farrer_2021_MM
GF05000618S,29.25309294,-90.66315477,North America,USA,Farrer_2021_MM
GF05000617S,29.25312624,-90.66314645,North America,USA,Farrer_2021_MM
GF05000616S,29.25315984,-90.66313276,North America,USA,Farrer_2021_MM
GF05000615S,29.25319506,-90.66312191,North America,USA,Farrer_2021_MM
GF05000614S,30.33418381,-90.03334425,North America,USA,Farrer_2021_MM
GF05000613S,30.33412806,-90.03326117,North America,USA,Farrer_2021_MM
GF05000612S,30.33409285,-90.0331599,North America,USA,Farrer_2021_MM
GF05000611S,30.33404526,-90.03307871,North America,USA,Farrer_2021_MM
GF05000610S,30.33400422,-90.03299832,North America,USA,Farrer_2021_MM
GF05000609S,30.33386173,-90.03286484,North America,USA,Farrer_2021_MM
GF05000608S,30.33376965,-90.03284479,North America,USA,Farrer_2021_MM
GF05000607S,30.33413589,-90.03333656,North America,USA,Farrer_2021_MM
GF05000606S,30.33408916,-90.03326473,North America,USA,Farrer_2021_MM
GF05000605S,30.33403517,-90.033171,North America,USA,Farrer_2021_MM
GF05000604S,30.3339691,-90.03309821,North America,USA,Farrer_2021_MM
GF05000603S,30.33391784,-90.03302759,North America,USA,Farrer_2021_MM
GF05000602S,30.33384508,-90.03294705,North America,USA,Farrer_2021_MM
GF05000601S,30.33375194,-90.03293726,North America,USA,Farrer_2021_MM
GF05000600S,30.33406502,-90.03338702,North America,USA,Farrer_2021_MM
GF05000599S,30.33401536,-90.03329195,North America,USA,Farrer_2021_MM
GF05000598S,30.33394562,-90.0332114,North America,USA,Farrer_2021_MM
GF05000597S,30.33386818,-90.03314016,North America,USA,Farrer_2021_MM
GF05000596S,30.33379091,-90.03306684,North America,USA,Farrer_2021_MM
GF05000595S,30.33371413,-90.03301813,North America,USA,Farrer_2021_MM
GF05000594S,30.33364476,-90.03295353,North America,USA,Farrer_2021_MM
GF05000593S,30.26216262,-89.95675534,North America,USA,Farrer_2021_MM
GF05000592S,30.26220946,-89.9567527,North America,USA,Farrer_2021_MM
GF05000591S,30.26225406,-89.95675481,North America,USA,Farrer_2021_MM
GF05000590S,30.26228923,-89.95674782,North America,USA,Farrer_2021_MM
GF05000589S,30.26231652,-89.95671531,North America,USA,Farrer_2021_MM
GF05000588S,30.26237201,-89.9567035,North America,USA,Farrer_2021_MM
GF05000587S,30.26240829,-89.9566837,North America,USA,Farrer_2021_MM
GF05000586S,30.26217288,-89.95687398,North America,USA,Farrer_2021_MM
GF05000585S,30.26222255,-89.95687291,North America,USA,Farrer_2021_MM
GF05000584S,30.26226554,-89.95689512,North America,USA,Farrer_2021_MM
GF05000583S,30.2623006,-89.95687875,North America,USA,Farrer_2021_MM
GF05000582S,30.26229304,-89.95678375,North America,USA,Farrer_2021_MM
GF05000581S,30.2623458,-89.95679695,North America,USA,Farrer_2021_MM
GF05000580S,30.26238796,-89.95678047,North America,USA,Farrer_2021_MM
GF05000579S,30.26221829,-89.95698365,North America,USA,Farrer_2021_MM
GF05000578S,30.26227053,-89.95697248,North America,USA,Farrer_2021_MM
GF05000577S,30.26233696,-89.95697318,North America,USA,Farrer_2021_MM
GF05000576S,30.26238322,-89.95696005,North America,USA,Farrer_2021_MM
GF05000575S,30.26242284,-89.95695354,North America,USA,Farrer_2021_MM
GF05000574S,30.26246955,-89.9569687,North America,USA,Farrer_2021_MM
GF05000573S,30.26250722,-89.95696411,North America,USA,Farrer_2021_MM
GF05000572S,30.06187101,-89.86539471,North America,USA,Farrer_2021_MM
GF05000571S,30.06186514,-89.86532521,North America,USA,Farrer_2021_MM
GF05000570S,30.06191406,-89.86520756,North America,USA,Farrer_2021_MM
GF05000569S,30.06195534,-89.86496766,North America,USA,Farrer_2021_MM
GF05000568S,30.06199533,-89.86490041,North America,USA,Farrer_2021_MM
GF05000567S,30.06206715,-89.86482532,North America,USA,Farrer_2021_MM
GF05000566S,30.06211147,-89.8647581,North America,USA,Farrer_2021_MM
GF05000565S,30.06192389,-89.86465755,North America,USA,Farrer_2021_MM
GF05000564S,30.06193974,-89.86473559,North America,USA,Farrer_2021_MM
GF05000563S,30.06196211,-89.86486189,North America,USA,Farrer_2021_MM
GF05000562S,30.06192234,-89.86495146,North America,USA,Farrer_2021_MM
GF05000561S,30.06189218,-89.86515751,North America,USA,Farrer_2021_MM
GF05000560S,30.06181823,-89.8651921,North America,USA,Farrer_2021_MM
GF05000559S,30.06178876,-89.86528723,North America,USA,Farrer_2021_MM
GF05000558S,30.06168585,-89.86518418,North America,USA,Farrer_2021_MM
GF05000557S,30.06174708,-89.86509821,North America,USA,Farrer_2021_MM
GF05000556S,30.06183941,-89.86506666,North America,USA,Farrer_2021_MM
GF05000555S,30.06181634,-89.86494637,North America,USA,Farrer_2021_MM
GF05000554S,30.06181646,-89.86482627,North America,USA,Farrer_2021_MM
GF05000553S,30.06182479,-89.86477431,North America,USA,Farrer_2021_MM
GF05000552S,30.06183011,-89.86469251,North America,USA,Farrer_2021_MM
GF05000551S,29.77876886,-90.13077854,North America,USA,Farrer_2021_MM
GF05000550S,29.77882269,-90.13068935,North America,USA,Farrer_2021_MM
GF05000549S,29.77888242,-90.13059858,North America,USA,Farrer_2021_MM
GF05000548S,29.77895372,-90.13052346,North America,USA,Farrer_2021_MM
GF05000547S,29.77902954,-90.13045005,North America,USA,Farrer_2021_MM
GF05000546S,29.77838718,-90.13074796,North America,USA,Farrer_2021_MM
GF05000545S,29.77842097,-90.13064326,North America,USA,Farrer_2021_MM
GF05000544S,29.77845745,-90.13053814,North America,USA,Farrer_2021_MM
GF05000543S,29.77848021,-90.13042616,North America,USA,Farrer_2021_MM
GF05000542S,29.77851111,-90.13033078,North America,USA,Farrer_2021_MM
GF05000541S,29.7784158,-90.13032359,North America,USA,Farrer_2021_MM
GF05000540S,29.77835984,-90.13040145,North America,USA,Farrer_2021_MM
GF05000539S,29.77851776,-90.13079118,North America,USA,Farrer_2021_MM
GF05000538S,29.77856439,-90.13069311,North America,USA,Farrer_2021_MM
GF05000537S,29.77859768,-90.13057604,North America,USA,Farrer_2021_MM
GF05000536S,29.7787113,-90.13054216,North America,USA,Farrer_2021_MM
GF05000535S,29.77873231,-90.13049625,North America,USA,Farrer_2021_MM
GF05000534S,29.77870099,-90.13038967,North America,USA,Farrer_2021_MM
GF05000533S,29.7786158,-90.13032106,North America,USA,Farrer_2021_MM
GF05000532S,29.77861975,-90.13094273,North America,USA,Farrer_2021_MM
GF05000531S,29.77869917,-90.13086271,North America,USA,Farrer_2021_MM
GF05000506V,14.78,-91,North America,Guatemala,Tedersoo_2021_TJ
GF05000505V,14.52,-90.88,North America,Guatemala,Tedersoo_2021_TJ
GF05000504V,14.09,-90.62,North America,Guatemala,Tedersoo_2021_TJ
GF05000503V,14.05,-90.48,North America,Guatemala,Tedersoo_2021_TJ
GF05000502V,13.91,-90.42,North America,Guatemala,Tedersoo_2021_TJ
GF05000501V,14.4,-90.47,North America,Guatemala,Tedersoo_2021_TJ
GF05000500V,20.26,-87.39,North America,Mexico,Tedersoo_2021_TJ
GF05000499V,20.75,-88.47,North America,Mexico,Tedersoo_2021_TJ
GF05000498V,20.68,-88.57,North America,Mexico,Tedersoo_2021_TJ
GF05000497V,19.08,-91.06,North America,Mexico,Tedersoo_2021_TJ
GF05000496V,19.77,-90.55,North America,Mexico,Tedersoo_2021_TJ
GF05000495V,20.86,-90.14,North America,Mexico,Tedersoo_2021_TJ
GF05000478V,-25.69,-54.43,South America,Brazil,Tedersoo_2021_TJ
GF05000477V,-25.24,-53.96,South America,Brazil,Tedersoo_2021_TJ
GF05000476V,-25.16,-53.84,South America,Brazil,Tedersoo_2021_TJ
GF05000475V,-25.08,-53.19,South America,Brazil,Tedersoo_2021_TJ
GF05000474V,-25.47,-50.4,South America,Brazil,Tedersoo_2021_TJ
GF05000473V,-25.47,-49.7,South America,Brazil,Tedersoo_2021_TJ
GF05000472V,-25.67,-48.45,South America,Brazil,Tedersoo_2021_TJ
GF05000471V,-25.37,-48.87,South America,Brazil,Tedersoo_2021_TJ
GF05000470V,-24.6,-47.88,South America,Brazil,Tedersoo_2021_TJ
GF05000469V,-24.25,-46.92,South America,Brazil,Tedersoo_2021_TJ
GF05000468V,-22.39,-44.76,South America,Brazil,Tedersoo_2021_TJ
GF05000467V,-22.36,-44.74,South America,Brazil,Tedersoo_2021_TJ
GF05000466V,-22.4,-44.67,South America,Brazil,Tedersoo_2021_TJ
GF05000465V,-22.6,-43.56,South America,Brazil,Tedersoo_2021_TJ
GF05000464V,-22.64,-42.47,South America,Brazil,Tedersoo_2021_TJ
GF05000463V,-22.1,-41.44,South America,Brazil,Tedersoo_2021_TJ
GF05000462V,-22.13,-41.35,South America,Brazil,Tedersoo_2021_TJ
GF05000461V,-22.09,-41.45,South America,Brazil,Tedersoo_2021_TJ
GF05000460V,-21.79,-41.44,South America,Brazil,Tedersoo_2021_TJ
GF05000459V,-21.2,-41.29,South America,Brazil,Tedersoo_2021_TJ
GF05000458V,-20.69,-40.73,South America,Brazil,Tedersoo_2021_TJ
GF05000457V,-19.66,-39.89,South America,Brazil,Tedersoo_2021_TJ
GF05000456V,-19,-40.01,South America,Brazil,Tedersoo_2021_TJ
GF05000455V,-18.1,-39.89,South America,Brazil,Tedersoo_2021_TJ
GF05000454V,-16.99,-39.57,South America,Brazil,Tedersoo_2021_TJ
GF05000453V,-15.88,-39.53,South America,Brazil,Tedersoo_2021_TJ
GF05000452V,-14.43,-39.05,South America,Brazil,Tedersoo_2021_TJ
GF05000451V,-14.16,-39,South America,Brazil,Tedersoo_2021_TJ
GF05000450V,-13.69,-39.06,South America,Brazil,Tedersoo_2021_TJ
GF05000449V,-12.8,-39.2,South America,Brazil,Tedersoo_2021_TJ
GF05000448V,-11.77,-37.73,South America,Brazil,Tedersoo_2021_TJ
